
ECONOMY,"Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Argentina (1.00 ARS)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Australia (1.00 AUD)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Brazil (1.00 BRL)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","Canada (1.00 CAD)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","China excluding Hong Kong, Macao and Taiwan (1.00 CNY)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","Germany (1.00 EUR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","India (1.00 INR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (...2002) (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Indonesia (1.00 IDR)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Japan (1.00 JPY)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Korea, Republic of (1.00 KRW)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Mexico (1.00 MXN)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Russian Federation (1.00 RUB)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","Saudi Arabia (1.00 SAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","South Africa (1.00 ZAR)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","Turkey (1.00 TRY)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United Kingdom (1.00 GBP)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)","United States of America (1.00 USD)"
VIS-A-VIS ECON.,"Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)","Argentina (ARS)","Australia (AUD)","Brazil (BRL)","Canada (CAD)","China excluding Hong Kong, Macao and Taiwan (CNY)","Germany (EUR)","India (INR)","Indonesia (...2002) (IDR)","Indonesia (IDR)","Japan (JPY)","Korea, Republic of (KRW)","Mexico (MXN)","Russian Federation (RUB)","Saudi Arabia (SAR)","South Africa (ZAR)","Turkey (TRY)","United Kingdom (GBP)","United States of America (USD)"
"YEAR",
"1991",1,1.3462897749,0.0001845322,1.2015260803,5.582683309,0.8898387805,23.8501437779,2045.316783318,"_",141.2683497736,769.073382315,3.165452612,"_",3.9326561474,2.8958192195,0.0043750223,0.5946333401,1.048708306,0.74278214,1,0.0001370672,0.8924721132,4.146717455,0.6609563536,17.7154608338,1519.2247772169,"_",104.931607154,571.2539727052,2.3512416651,"_",2.9211067489,2.1509627968,0.0032496884,0.4416830249,0.7789617997,5419.1076367442,7295.689200346,1,6511.1991576466,30253.1617531546,4822.1321309894,129246.4962843121,11083791.80003956,"_",765548.393088277,4167691.439319911,17153.9284235374,"_",21311.4869611901,15692.7560468463,23.7087166758,3222.3820744798,5683.0631896507,0.8322749014,1.1204831896,0.0001535815,1,4.6463272004,0.7405904833,19.8498760605,1702.2658241106,"_",117.5741018748,640.0804734141,2.6345267605,"_",3.2730510072,2.4101176553,0.0036412212,0.4948984045,0.8728136019,0.1791253318,0.2411546026,0.0000330544,0.2152237578,1,0.1593926668,4.2721649175,366.3680474284,"_",25.3047400247,137.7605247784,0.5670127494,"_",0.7044383372,0.5187145785,0.0007836773,0.1065138943,0.1878502233,1.1237990767,1.512959206,0.0002073771,1.3502738998,6.2738143484,1,26.8027695578,2298.5251127421,"_",158.7572410487,864.2839569941,3.5573327229,"_",4.4195153476,3.2543189653,0.004916646,0.6682483986,1.178537426,0.0419284684,0.0564478683,0.0000077372,0.0503781483,0.2340733608,0.0373095772,1,85.7570001407,"_",5.923165541,32.2460690165,0.1327225799,"_",0.1648902491,0.1214172647,0.000183438,0.0249320652,0.0439707331,0.0004889218,0.0006582304,0.0000000902,0.0005874523,0.0027294957,0.0004350616,0.0116608557,1,"_",0.0690691784,0.3760167562,0.0015476588,"_",0.0019227614,0.0014158292,0.000002139,0.0002907292,0.0005127364,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",0.0070787264,0.009530017,0.0000013063,0.0085052744,0.0395182878,0.0062989253,0.1688286429,14.4782379535,"_",1,5.4440600711,0.022407373,"_",0.027838197,0.020498712,0.0000309696,0.0042092467,0.0074235192,0.001300266,0.0017505349,0.0000002399,0.0015623036,0.0072589735,0.0011570271,0.031011532,2.659455951,"_",0.1836864375,1,0.0041159305,"_",0.0051134992,0.0037653354,0.0000056887,0.0007731815,0.0013635998,0.3159105893,0.4253071961,0.0000582957,0.3795748121,1.7636287739,0.2811094935,7.5345129753,646.137230282,"_",44.6281676236,242.9584254066,1,"_",1.242367721,0.9148199561,0.0013821159,0.1878509689,0.3312980589,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",0.2542810667,0.342336,0.0000469231,0.3055253333,1.4195706667,0.2262691543,6.06464,520.0853333333,"_",35.9218666667,195.5608,0.8049146667,"_",1,0.736352,0.0011124853,0.151204,0.2666666667,0.3453254241,0.4649080874,0.0000637237,0.4149175032,1.9278424811,0.3072839542,8.236061014300001,706.299885562,"_",48.7835527936,265.5805918908,1.0931112656,"_",1.3580461518,1,0.0015108064,0.2053420103,0.3621456405,228.5702642971,307.7218096658,0.0421785799,274.6331337402,1276.035399418,203.3906852454,5451.4336668408,467498.5977343222,"_",32289.7440445657,175787.3062596181,723.5283401489,"_",898.8882550062,661.8981643503,1,135.91549971,239.7035346683,1.6817085968,2.2640670882,0.0003103294,2.0206167385,9.3884465138,1.4964495269,40.1089918256,3439.6268176327,"_",237.5721982664,1293.3573185895,5.3233688703,"_",6.6135816513,4.8699240761,0.0073575126,1,1.7636217737,0.953554,1.28376,0.0001759614,1.14572,5.32339,0.8485093285,22.7424,1950.32,"_",134.707,733.353,3.01843,"_",3.75,2.76132,0.00417182,0.567015,1
"1992",1,1.3745126898,0.0019714726,1.2201481464,5.5666830197,0.8060015286,26.1629327244,2049.0954350815,"_",127.8473959311,788.0253411424,3.1241356615,0.0362966852,3.7854239978,2.8789512256,0.0069373396,0.5751563128,1.0094463994,0.7275305695,1,0.0014343066,0.8876950758,4.0499320677,0.5863907511,19.0343333456,1490.7795689054,"_",93.0128887746,573.3125252451,2.2729041971,0.026406948,2.754011677,2.0945250248,0.0050471266,0.4184437998,0.7344031139,507.2350581512,697.2010241153,1,618.9019159688,2823.6167852062,408.8322322165,13270.756701886,1039373.042171006,"_",64848.6813096083,399714.0797390231,1584.6711339437,18.4109512217,1920.0997616366,1460.304992316,3.5188618677,291.7394457565,512.0266031031,0.8195726093,1.1265129516,0.0016157649,1,4.5623009274,0.6605767758,21.4424230391,1679.382492368,"_",104.7802238713,645.8439850091,2.5604560158,0.029747769,3.102429823,2.3595095679,0.0056856535,0.47138236,0.8273146195,0.1796401908,0.2469177219,0.0003541557,0.2191876459,1,0.1447902684,4.6999142275,368.0998950058,"_",22.9665306034,141.561022669,0.5612203264,0.0065203435,0.6800142894,0.5171753476,0.001246225,0.1033211898,0.1813371438,1.2406924361,1.7053474975,0.0024459911,1.5138285761,6.9065415168,1,32.4601527378,2542.2972071847,"_",158.6192971088,977.6970802228,3.8760914846,0.0450330228,4.6965469215,3.5718930095,0.0086071048,0.7135920868,1.2524125124,0.0382220147,0.0525366443,0.0000753537,0.0466365204,0.2127698404,0.0308070023,1,78.3205559049,"_",4.8865850506,30.1199161976,0.1194107593,0.0013873324,0.1446865318,0.1100393162,0.0002651591,0.0219836331,0.0385830751,0.0004880202,0.00067079,0.0000009621,0.000595457,0.0027166539,0.000393345,0.0127680401,1,"_",0.062392114,0.3845722984,0.0015246414,0.0000177135,0.0018473634,0.0014049864,0.0000033856,0.0002806879,0.0004926303,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",0.0078218253,0.0107511982,0.0000154205,0.0095437857,0.0435416223,0.0063044032,0.2046418899,16.0276665798,"_",1,6.1637965748,0.0244364435,0.0002839063,0.0296089253,0.0225186536,0.0000542627,0.0044987722,0.0078957134,0.0012689947,0.0017442494,0.0000025018,0.0015483616,0.0070640914,0.0010228117,0.0332006236,2.6002912953,"_",0.1622376709,1,0.0039645117,0.0000460603,0.0048036831,0.0036533739,0.0000088034,0.0007298703,0.0012809822,0.3200885327,0.4399657501,0.0006310458,0.3905554299,1.7818314,0.2579918467,8.3744547481,655.8919512747,"_",40.9224853792,252.2378752141,1,0.0116181527,1.2116708133,0.9215192736,0.0022205629,0.1841009403,0.3231122169,27.5507252201,37.8688214269,0.0543154989,33.615966308,153.3661542633,22.2059266408,720.8077704438,56454.0652817668,"_",3522.2884754084,21710.6696403191,86.072203161,1,104.2911764043,79.3171941378,0.1911287377,15.8459735319,27.8109803745,0.2641712,0.3631066667,0.0005208063,0.322328,1.4705573333,0.212922391,6.9114933333,541.312,"_",33.7736,208.1736,0.8253066667,0.0095885389,1,0.760536,0.0018326453,0.1519397333,0.2666666667,0.347348712,0.4774352124,0.0006847885,0.423816887,1.9335801768,0.2799635928,9.087660982999999,711.7506600608,"_",44.4076283042,273.7195872385,1.085164498,0.0126076068,1.3148621499,1,0.002409676,0.1997798044,0.3506299066,144.1474764348,198.1325355552,0.2841827948,175.8812761735,802.4233094019,116.1830863466,3771.3207283606,295371.9359410513,"_",18428.8794922313,113591.8642923454,450.3362716481,5.2320755727,545.6593165144,414.9935539446,1,82.907331042,145.5091510705,1.7386577836,2.3898071867,0.0034277161,2.1214200718,9.678556761099999,1.4013608313,45.4883866235,3562.6757275692,"_",222.2828700502,1370.1063930611,5.431802785,0.0631075142,6.581556898,5.005510957,0.0120616595,1,1.7550818395,0.990642,1.36165,0.0019530235,1.20873,5.51459,0.7984589663,25.9181,2029.92,"_",126.651,780.651,3.0949,0.0359570208,3.75,2.85201,0.00687242,0.569774,1
