SERIES,DESCRIPTION,,,,,,,,,,,,,
XUDLBK23,Spot exchange rate - Cyprus Pound into Euro,,,,,,,,,,,,,
XUDLBK26,Spot exchange rate - Czech Koruna into Euro,,,,,,,,,,,,,
XUDLBK29,Spot exchange rate - Estonian Kroon into Euro,,,,,,,,,,,,,
XUDLBK34,Spot exchange rate - Hungarian Forint into Euro,,,,,,,,,,,,,
XUDLBK37,Spot exchange rate - Lithuanian Litas into Euro,,,,,,,,,,,,,
XUDLBK42,Spot exchange rate - Latvian Lats into Euro,,,,,,,,,,,,,
Currency joined the Euro on 01/01/2014,,,,,,,,,,,,,,
XUDLBK45,Spot exchange rate - Maltese Lira into Euro,,,,,,,,,,,,,
XUDLBK48,Spot exchange rate - Polish Zloty into Euro,,,,,,,,,,,,,
XUDLBK53,Spot exchange rate - Slovenian Tolar into Euro,,,,,,,,,,,,,
XUDLBK56,Spot exchange rate - Slovak Koruna into Euro,,,,,,,,,,,,,
XUDLBK63,Spot exchange rate - Japanese Yen into Euro,,,,,,,,,,,,,
XUDLBK68,Spot exchange rate - Swiss Franc into Euro,,,,,,,,,,,,,
XUDLBK76,Spot exchange rate - Danish Krone into Euro,,,,,,,,,,,,,
XUDLSER,Spot exchange rate - Sterling into Euro,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DATE,XUDLBK23,XUDLBK26,XUDLBK29,XUDLBK34,XUDLBK37,XUDLBK42,XUDLBK45,XUDLBK48,XUDLBK53,XUDLBK56,XUDLBK63,XUDLBK68,XUDLBK76,XUDLSER
02-May-13,,25.637,,296.1,3.4528,0.7002,,4.1366,,,128.13,1.2206,7.4539,0.8426
03-May-13,,25.638,,296.4,3.4528,0.7,,4.1499,,,129.77,1.2256,7.4535,0.8424
07-May-13,,25.844,,295.54,3.4528,0.7002,,4.1412,,,129.66,1.2314,7.4525,0.8459
08-May-13,,25.916,,293.5,3.4528,0.6998,,4.1355,,,130.18,1.2325,7.4536,0.8463
09-May-13,,25.804,,293.1,3.4528,0.7001,,4.1225,,,130.06,1.2321,7.4533,0.8451
10-May-13,,25.832,,294.09,3.4528,0.6998,,4.1498,,,132.05,1.2417,7.4548,0.8448
13-May-13,,25.892,,294.23,3.4528,0.6998,,4.1643,,,132.11,1.2431,7.4533,0.8462
14-May-13,,25.892,,294.21,3.4528,0.6995,,4.1683,,,132.44,1.2426,7.4538,0.8507
15-May-13,,26.015,,291.7,3.4528,0.6995,,4.1876,,,131.75,1.2443,7.4534,0.8447
16-May-13,,26.001,,290.95,3.4528,0.6993,,4.1845,,,131.69,1.2393,7.453,0.8437
17-May-13,,26.054,,290.9,3.4528,0.6994,,4.1775,,,132.04,1.2471,7.4517,0.8441
20-May-13,,26.165,,290.57,3.4528,0.6999,,4.1845,,,131.72,1.2446,7.4525,0.8446
21-May-13,,26.06,,290.39,3.4528,0.7,,4.187,,,132,1.25,7.4528,0.8502
22-May-13,,26.107,,289.32,3.4528,0.7003,,4.1845,,,133.29,1.2611,7.4539,0.856
23-May-13,,26.144,,291.4,3.4528,0.7003,,4.2038,,,130.86,1.2507,7.4541,0.8564
24-May-13,,25.928,,289.07,3.4528,0.701,,4.1959,,,130.82,1.2422,7.4532,0.854
28-May-13,,25.92,,286.9,3.4528,0.7012,,4.191,,,131.58,1.2549,7.4538,0.8551
29-May-13,,25.888,,289.78,3.4528,0.7016,,4.2414,,,130.84,1.2462,7.4544,0.8578
30-May-13,,25.761,,293.89,3.4528,0.7015,,4.2841,,,131.76,1.2452,7.4548,0.858
31-May-13,,25.727,,296.35,3.4528,0.7013,,4.2779,,,130.84,1.2435,7.4559,0.8548
03-Jun-13,,25.735,,293.64,3.4528,0.7014,,4.2615,,,129.73,1.2428,7.4541,0.8518
04-Jun-13,,25.838,,293.41,3.4528,0.7021,,4.228,,,130.89,1.2403,7.4548,0.8547
05-Jun-13,,25.739,,297.5,3.4528,0.7023,,4.2745,,,129.93,1.2348,7.4547,0.8502
06-Jun-13,,25.739,,298.56,3.4528,0.7021,,4.311,,,129.78,1.2335,7.4561,0.85
07-Jun-13,,25.578,,295.21,3.4528,0.702,,4.233,,,128.72,1.2362,7.4555,0.8508
10-Jun-13,,25.696,,299.44,3.4528,0.702,,4.2713,,,130.8,1.2393,7.4565,0.8499
11-Jun-13,,25.636,,298.02,3.4528,0.7019,,4.279,,,128.56,1.231,7.4573,0.8511
12-Jun-13,,25.632,,295.8,3.4528,0.7019,,4.2562,,,127.61,1.2274,7.4581,0.8502
13-Jun-13,,25.706,,293.82,3.4528,0.7017,,4.2417,,,125.31,1.2284,7.4593,0.8482
14-Jun-13,,25.755,,290.5,3.4528,0.7015,,4.2279,,,126.18,1.2283,7.4584,0.8509
17-Jun-13,,25.61,,290.26,3.4528,0.7017,,4.2298,,,126.5,1.2347,7.4594,0.8495
18-Jun-13,,25.638,,293.65,3.4528,0.7017,,4.2604,,,128.01,1.2329,7.4601,0.858
19-Jun-13,,25.672,,293.95,3.4528,0.7016,,4.259,,,127.35,1.2323,7.4591,0.856
20-Jun-13,,25.909,,298.25,3.4528,0.7015,,4.3389,,,129.23,1.2275,7.4588,0.852
21-Jun-13,,25.855,,299.99,3.4528,0.7016,,4.3481,,,128.05,1.2277,7.4591,0.8536
24-Jun-13,,25.821,,298.85,3.4528,0.7016,,4.3405,,,127.74,1.2235,7.4591,0.8503
25-Jun-13,,25.792,,297.8,3.4528,0.7019,,4.3356,,,127.8,1.2287,7.4588,0.8487
26-Jun-13,,25.9,,296.76,3.4528,0.7019,,4.3409,,,126.68,1.2253,7.4602,0.8476
27-Jun-13,,26.085,,296.07,3.4528,0.7022,,4.3332,,,128.1,1.2336,7.4592,0.8551
28-Jun-13,,25.983,,294.63,3.4528,0.7023,,4.33,,,129.13,1.2298,7.4588,0.8571
01-Jul-13,,26.022,,294.2,3.4528,0.7022,,4.331,,,130.01,1.2344,7.4589,0.8562
02-Jul-13,,26.022,,292.92,3.4528,0.7017,,4.3346,,,130.85,1.2353,7.46,0.8592
03-Jul-13,,26.06,,294.48,3.4528,0.7019,,4.3122,,,129.33,1.2302,7.4605,0.8501
04-Jul-13,,25.849,,293.75,3.4528,0.702,,4.2757,,,129.14,1.2349,7.4603,0.8571
05-Jul-13,,25.977,,295.73,3.4528,0.7022,,4.3131,,,129.52,1.2342,7.4591,0.8624
08-Jul-13,,25.974,,294.63,3.4528,0.702,,4.3133,,,130.05,1.2408,7.4592,0.8612
09-Jul-13,,25.878,,292.75,3.4528,0.7025,,4.3247,,,129.23,1.2445,7.4587,0.8621
10-Jul-13,,25.952,,293.6,3.4528,0.7025,,4.3273,,,128.67,1.2439,7.4581,0.8603
11-Jul-13,,25.975,,292.76,3.4528,0.7027,,4.3256,,,128.76,1.2401,7.4584,0.8627
12-Jul-13,,25.982,,292.2,3.4528,0.7026,,4.2975,,,129.77,1.2373,7.4579,0.8634
15-Jul-13,,26.013,,292.32,3.4528,0.7026,,4.2898,,,130.31,1.2401,7.4574,0.8638
16-Jul-13,,25.949,,292.49,3.4528,0.7025,,4.2462,,,130.44,1.2371,7.4572,0.8686
17-Jul-13,,25.907,,292.58,3.4528,0.7024,,4.2475,,,130.6,1.236,7.4574,0.863
18-Jul-13,,25.933,,294.8,3.4528,0.7026,,4.2468,,,131.72,1.2388,7.4573,0.8612
19-Jul-13,,25.933,,295.6,3.4528,0.7025,,4.2377,,,131.91,1.236,7.4574,0.8609
22-Jul-13,,25.954,,294.24,3.4528,0.7025,,4.2135,,,131.21,1.234,7.4574,0.8585
23-Jul-13,,25.936,,296.1,3.4528,0.7025,,4.2083,,,131.86,1.2376,7.4585,0.8602
24-Jul-13,,25.875,,295.9,3.4528,0.7026,,4.2204,,,132.59,1.2374,7.4579,0.8619
25-Jul-13,,25.924,,297.25,3.4528,0.7025,,4.2406,,,131.84,1.2358,7.4566,0.8642
26-Jul-13,,25.912,,298,3.4528,0.7027,,4.2368,,,130.17,1.2325,7.4564,0.863
29-Jul-13,,25.849,,298.7,3.4528,0.7025,,4.2104,,,129.84,1.2343,7.4556,0.8635
30-Jul-13,,25.8,,299.37,3.4528,0.7028,,4.228,,,129.94,1.2334,7.4547,0.8684
31-Jul-13,,25.918,,299.95,3.4528,0.7028,,4.2535,,,130.6,1.2339,7.4552,0.8756
01-Aug-13,,25.975,,299.8,3.4528,0.7029,,4.2579,,,131.32,1.2358,7.4549,0.8729
02-Aug-13,,25.861,,298.2,3.4528,0.7029,,4.2282,,,131.19,1.2328,7.4548,0.8697
05-Aug-13,,25.914,,298.96,3.4528,0.7027,,4.2176,,,130.53,1.2333,7.4555,0.8637
06-Aug-13,,25.96,,299.25,3.4528,0.7029,,4.2078,,,129.92,1.2308,7.4562,0.8651
07-Aug-13,,25.94,,299.86,3.4528,0.7028,,4.2135,,,128.65,1.2295,7.4573,0.8583
08-Aug-13,,25.835,,297.9,3.4528,0.7028,,4.1897,,,128.35,1.2306,7.4582,0.8605
09-Aug-13,,25.84,,296.83,3.4528,0.7024,,4.1855,,,128.53,1.2304,7.46,0.8598
12-Aug-13,,25.835,,297,3.4529,0.7025,,4.1906,,,128.38,1.2326,7.4594,0.8587
13-Aug-13,,25.854,,298.52,3.4528,0.7024,,4.197,,,129.96,1.2365,7.459,0.8561
14-Aug-13,,25.804,,298.98,3.4528,0.7025,,4.205,,,130.07,1.239,7.4578,0.8537
15-Aug-13,,25.836,,299.5,3.4528,0.7024,,4.2355,,,129.63,1.2386,7.4573,0.8518
16-Aug-13,,25.811,,299.34,3.4528,0.7027,,4.2246,,,130.08,1.2344,7.4572,0.8539
19-Aug-13,,25.844,,300.3,3.4528,0.7028,,4.2477,,,130.8,1.235,7.4584,0.852
20-Aug-13,,25.785,,299.01,3.4528,0.7027,,4.2273,,,130.41,1.2321,7.4579,0.8563
21-Aug-13,,25.769,,299.9,3.4528,0.7028,,4.2412,,,130.64,1.2311,7.4589,0.8526
22-Aug-13,,25.703,,299.73,3.4528,0.7024,,4.2452,,,131.6,1.234,7.4588,0.857
23-Aug-13,,25.664,,297.8,3.4528,0.7028,,4.222,,,132,1.2322,7.4589,0.8595
27-Aug-13,,25.72,,301.2,3.4528,0.7024,,4.249,,,130.18,1.2294,7.4598,0.8619
28-Aug-13,,25.687,,301.38,3.4528,0.7025,,4.2882,,,130.3,1.2289,7.4591,0.8585
29-Aug-13,,25.728,,300.47,3.4528,0.7025,,4.284,,,130.19,1.2322,7.4594,0.8535
30-Aug-13,,25.78,,301.8,3.4528,0.7028,,4.2687,,,129.38,1.2295,7.4598,0.8522
02-Sep-13,,25.683,,300.53,3.4528,0.7027,,4.2546,,,131.07,1.2323,7.4594,0.8475
03-Sep-13,,25.81,,302.34,3.4528,0.7025,,4.2765,,,131.32,1.2341,7.4593,0.8472
04-Sep-13,,25.775,,301.38,3.4528,0.7027,,4.2748,,,131.36,1.2356,7.4585,0.8443
05-Sep-13,,25.769,,301.7,3.4528,0.7023,,4.2918,,,131.25,1.2394,7.4584,0.8416
06-Sep-13,,25.782,,300.18,3.4528,0.7026,,4.2817,,,130.15,1.2349,7.4592,0.8418
09-Sep-13,,25.825,,300.2,3.4528,0.7024,,4.2717,,,131.98,1.2355,7.459,0.8431
10-Sep-13,,25.762,,298.9,3.4528,0.7027,,4.2442,,,133.22,1.2401,7.4583,0.8438
11-Sep-13,,25.758,,299.65,3.4528,0.7026,,4.216,,,132.99,1.2383,7.4578,0.8412
12-Sep-13,,25.799,,301.24,3.4528,0.7025,,4.2132,,,131.9,1.2355,7.4576,0.8409
13-Sep-13,,25.764,,300.56,3.4528,0.7024,,4.207,,,131.72,1.2373,7.4571,0.8358
16-Sep-13,,25.726,,298.97,3.4528,0.7025,,4.1942,,,131.9,1.2357,7.4565,0.838
17-Sep-13,,25.72,,298.12,3.4528,0.7027,,4.2106,,,132.6,1.2386,7.4579,0.8394
18-Sep-13,,25.823,,297.78,3.4528,0.7026,,4.2291,,,132.04,1.2353,7.4578,0.8358
19-Sep-13,,25.774,,296.55,3.4528,0.7025,,4.1899,,,134.71,1.2326,7.4574,0.843
20-Sep-13,,25.837,,298.6,3.4528,0.7025,,4.2257,,,134.57,1.2314,7.4573,0.8444
23-Sep-13,,25.98,,299.13,3.4528,0.7025,,4.2259,,,133.15,1.2293,7.4579,0.8416
24-Sep-13,,25.885,,299.91,3.4528,0.7026,,4.2301,,,133.13,1.2291,7.457,0.8441
25-Sep-13,,25.862,,299.24,3.4528,0.7026,,4.2181,,,133.31,1.2306,7.4576,0.8406
26-Sep-13,,25.655,,299.7,3.4528,0.7027,,4.232,,,133.41,1.2281,7.4582,0.8424
27-Sep-13,,25.719,,298.34,3.4528,0.7028,,4.2227,,,133.03,1.2247,7.4576,0.8399
30-Sep-13,,25.737,,297.3,3.4528,0.7027,,4.2259,,,132.82,1.2239,7.4581,0.8359
01-Oct-13,,25.648,,296.04,3.4528,0.7027,,4.2138,,,132.68,1.2256,7.4587,0.8347
02-Oct-13,,25.603,,296.3,3.4528,0.7026,,4.2114,,,132.19,1.2251,7.4595,0.8374
03-Oct-13,,25.52,,296.31,3.4528,0.7026,,4.2033,,,132.56,1.2262,7.4598,0.8425
04-Oct-13,,25.569,,296.91,3.4528,0.7027,,4.205,,,132.06,1.228,7.4599,0.8459
07-Oct-13,,25.505,,295.63,3.4528,0.7028,,4.1943,,,131.69,1.2279,7.4599,0.844
08-Oct-13,,25.514,,295.15,3.4528,0.7027,,4.187,,,131.82,1.2281,7.4599,0.8442
09-Oct-13,,25.594,,296.18,3.4528,0.7027,,4.1974,,,131.36,1.2298,7.4595,0.8484
10-Oct-13,,25.528,,295.01,3.4528,0.7027,,4.1893,,,132.61,1.2318,7.4595,0.8475
11-Oct-13,,25.528,,295.35,3.4528,0.7028,,4.1934,,,133.32,1.2342,7.4594,0.8506
14-Oct-13,,25.549,,296.5,3.4528,0.7027,,4.1825,,,133.31,1.2325,7.4591,0.8483
15-Oct-13,,25.636,,295.9,3.4528,0.7028,,4.1734,,,133.13,1.2354,7.4589,0.8456
16-Oct-13,,25.684,,295.21,3.4528,0.7027,,4.1635,,,133.39,1.2358,7.4589,0.8469
17-Oct-13,,25.693,,294.25,3.4528,0.7028,,4.1716,,,133.58,1.2338,7.4585,0.8461
18-Oct-13,,25.811,,293.61,3.4528,0.7027,,4.1729,,,133.89,1.235,7.4592,0.8461
21-Oct-13,,25.819,,293.44,3.4528,0.7029,,4.1725,,,134.21,1.2332,7.459,0.8463
22-Oct-13,,25.791,,292.6,3.4528,0.7029,,4.163,,,135.17,1.2331,7.4597,0.8495
23-Oct-13,,25.817,,292,3.4528,0.7029,,4.1792,,,134.09,1.229,7.4598,0.8525
24-Oct-13,,25.723,,292.63,3.4528,0.7029,,4.1785,,,134.4,1.231,7.4592,0.8538
25-Oct-13,,25.728,,292.6,3.4528,0.7029,,4.1807,,,134.27,1.2332,7.4583,0.8532
28-Oct-13,,25.735,,292.28,3.4528,0.7025,,4.179,,,134.69,1.2344,7.4595,0.8546
29-Oct-13,,25.745,,294.28,3.4528,0.7028,,4.1835,,,135.07,1.2368,7.4589,0.8575
30-Oct-13,,25.727,,293.83,3.4528,0.7029,,4.1697,,,135.16,1.2344,7.4586,0.8566
31-Oct-13,,25.78,,295.11,3.4528,0.7028,,4.1836,,,133.37,1.2312,7.4586,0.8461
01-Nov-13,,25.869,,297.41,3.4528,0.7025,,4.1974,,,133.21,1.2307,7.4584,0.8471
04-Nov-13,,25.826,,296.38,3.4528,0.7028,,4.1795,,,133.2,1.2307,7.4583,0.847
05-Nov-13,,25.84,,297.3,3.4528,0.7025,,4.1833,,,132.79,1.229,7.4588,0.8399
06-Nov-13,,25.791,,296.88,3.4528,0.7027,,4.1717,,,133.44,1.2323,7.4591,0.8412
07-Nov-13,,26.97,,296.58,3.4528,0.7025,,4.1821,,,132.55,1.2295,7.4583,0.834
08-Nov-13,,26.971,,296.9,3.4528,0.7028,,4.1923,,,132.27,1.2313,7.4587,0.8346
11-Nov-13,,27.007,,298.11,3.4528,0.7028,,4.2145,,,133.06,1.2326,7.4587,0.8394
12-Nov-13,,27.024,,299.02,3.4528,0.7028,,4.2073,,,133.77,1.2314,7.4587,0.8437
13-Nov-13,,27.091,,298.82,3.4528,0.7029,,4.1973,,,133.24,1.232,7.4587,0.8383
14-Nov-13,,27.173,,298.61,3.4528,0.703,,4.191,,,134.51,1.2323,7.4589,0.8364
15-Nov-13,,27.149,,298.23,3.4528,0.7027,,4.1869,,,135.12,1.234,7.459,0.8372
18-Nov-13,,27.133,,296.9,3.4528,0.7027,,4.1752,,,135.29,1.2335,7.4589,0.8394
19-Nov-13,0.5853,27.343,,296.99,3.4528,0.7028,0.43,4.1775,,,135.53,1.2334,7.4587,0.84
20-Nov-13,,27.295,,296.7,3.4528,0.7029,,4.186,,,134.54,1.2315,7.4591,0.8326
21-Nov-13,,27.235,,298.11,3.4528,0.7027,,4.196,,,136.03,1.2323,7.4588,0.8337
22-Nov-13,,27.298,,298.62,3.4528,0.7028,,4.1971,,,136.9,1.23,7.4583,0.8354
25-Nov-13,,27.296,,298.4,3.4528,0.7029,,4.1957,,,137.35,1.2317,7.4576,0.836
26-Nov-13,,27.335,,298.07,3.4528,0.703,,4.204,,,137.51,1.2312,7.4589,0.8381
27-Nov-13,,27.343,,299.31,3.4528,0.703,,4.2041,,,138.59,1.2328,7.459,0.8339
28-Nov-13,,27.362,,299.74,3.4528,0.703,,4.199,,,139.02,1.2326,7.4589,0.832
29-Nov-13,,27.381,,301.3,3.4528,0.7028,,4.2022,,,139.37,1.2305,7.4592,0.8311
02-Dec-13,,27.444,,303.71,3.4528,0.703,,4.2013,,,139.59,1.2299,7.4598,0.8282
03-Dec-13,,27.498,,302.38,3.4528,0.7028,,4.2025,,,139.22,1.2295,7.4595,0.8279
04-Dec-13,,27.469,,301.92,3.4528,0.7029,,4.1991,,,139.17,1.2278,7.4593,0.8294
05-Dec-13,,27.448,,301.58,3.4528,0.7029,,4.1917,,,139.38,1.2267,7.4599,0.8368
06-Dec-13,,27.484,,301.1,3.4528,0.7029,,4.1833,,,140.53,1.2243,7.4599,0.8367
09-Dec-13,,27.513,,302.13,3.4528,0.7031,,4.1855,,,141.47,1.2235,7.4599,0.8372
10-Dec-13,,27.426,,300.82,3.4528,0.7031,,4.1805,,,141.67,1.2219,7.4606,0.8383
11-Dec-13,,27.436,,302.97,3.4528,0.7031,,4.1817,,,141.3,1.2215,7.4606,0.8425
12-Dec-13,,27.493,,303.3,3.4528,0.703,,4.183,,,141.67,1.2235,7.4607,0.8425
13-Dec-13,,27.527,,301.9,3.4528,0.703,,4.1792,,,141.61,1.2231,7.4614,0.8436
16-Dec-13,,27.552,,300.07,3.4528,0.7029,,4.176,,,141.68,1.2208,7.4606,0.8439
17-Dec-13,,27.698,,298.68,3.4528,0.703,,4.1803,,,141.03,1.2197,7.4605,0.8454
18-Dec-13,,27.652,,297.88,3.4528,0.7028,,4.1823,,,142.04,1.2207,7.4599,0.8396
19-Dec-13,,27.651,,299.18,3.4528,0.7027,,4.1643,,,142.47,1.2258,7.46,0.8353
20-Dec-13,,27.643,,298.6,3.4528,0.7022,,4.1586,,,142.29,1.2247,7.461,0.8358
23-Dec-13,,27.526,,297.48,3.4528,0.7022,,4.1575,,,142.54,1.2241,7.461,0.8379
24-Dec-13,,27.542,,297.26,3.4528,0.7022,,4.1489,,,142.67,1.2245,7.4608,0.8362
27-Dec-13,,27.428,,296.26,3.4528,0.7018,,4.1485,,,144.61,1.2233,7.4599,0.8352
30-Dec-13,,27.405,,296.34,3.4528,0.7025,,4.1466,,,145.07,1.2243,7.46,0.8358
31-Dec-13,,27.406,,297.11,3.4528,0.7025,,4.1503,,,144.52,1.227,7.4597,0.8331
02-Jan-14,,27.507,,298.07,3.4528,,,4.1661,,,143.44,1.2304,7.4587,0.8309
03-Jan-14,,27.552,,298.96,3.4528,,,4.1705,,,142.22,1.2309,7.4589,0.8278
06-Jan-14,,27.488,,299.32,3.4528,,,4.1765,,,142.61,1.2329,7.4596,0.8313
07-Jan-14,,27.454,,300.18,3.4528,,,4.1768,,,142.4,1.2372,7.4598,0.8297
08-Jan-14,,27.459,,300.15,3.4528,,,4.1759,,,142.57,1.2362,7.4608,0.8257
09-Jan-14,,27.413,,299.3,3.4528,,,4.1774,,,142.36,1.2351,7.4609,0.8252
10-Jan-14,,27.418,,298.48,3.4528,,,4.1637,,,142.4,1.2339,7.4621,0.8294
13-Jan-14,,27.361,,298.6,3.4528,,,4.1536,,,141.12,1.2323,7.4624,0.8334
14-Jan-14,,27.415,,298.81,3.4528,,,4.1438,,,141.8,1.2329,7.4622,0.8315
15-Jan-14,,27.43,,300.32,3.4528,,,4.1575,,,142.05,1.2365,7.4622,0.8316
16-Jan-14,,27.484,,300.73,3.4528,,,4.1679,,,141.77,1.233,7.462,0.8321
17-Jan-14,,27.475,,300.87,3.4528,,,4.1635,,,141.36,1.2327,7.4625,0.8244
20-Jan-14,,27.544,,302,3.4528,,,4.1599,,,141.12,1.2334,7.4621,0.826
21-Jan-14,,27.562,,302.97,3.4528,,,4.1649,,,141.24,1.2343,7.4621,0.8226
22-Jan-14,,27.514,,302.5,3.4528,,,4.1624,,,141.4,1.2345,7.4624,0.818
23-Jan-14,,27.475,,304.69,3.4528,,,4.1795,,,141.82,1.2312,7.4622,0.8226
24-Jan-14,,27.502,,305.95,3.4528,,,4.2049,,,140.08,1.2238,7.4623,0.8293
27-Jan-14,,27.498,,305.91,3.4528,,,4.2077,,,140.07,1.2256,7.4621,0.825
28-Jan-14,,27.477,,304.8,3.4528,,,4.2012,,,140.45,1.2281,7.4618,0.8239
29-Jan-14,,27.549,,308.65,3.4528,,,4.2176,,,139.51,1.2222,7.4624,0.8244
30-Jan-14,,27.595,,309.73,3.4528,,,4.2299,,,139.32,1.2243,7.4621,0.8221
31-Jan-14,,27.563,,312.23,3.4528,,,4.2511,,,137.52,1.2212,7.4617,0.8204
03-Feb-14,,27.576,,311.95,3.4528,,,4.2392,,,136.87,1.2203,7.4622,0.8277
04-Feb-14,,27.571,,309.34,3.4528,,,4.2165,,,136.99,1.2217,7.4625,0.829
05-Feb-14,,27.543,,309.42,3.4528,,,4.1899,,,136.93,1.2223,7.4623,0.8299
06-Feb-14,,27.49,,306.7,3.4528,,,4.1795,,,138.53,1.223,7.4622,0.8331
07-Feb-14,,27.528,,308.9,3.4528,,,4.1785,,,139.2,1.2232,7.4623,0.8307
10-Feb-14,,27.549,,311.79,3.4528,,,4.178,,,139.24,1.2238,7.4623,0.8323
11-Feb-14,,27.484,,310.58,3.4528,,,4.174,,,140.01,1.2235,7.4623,0.8297
12-Feb-14,,27.533,,308.2,3.4528,,,4.1583,,,139.33,1.2247,7.4619,0.8193
13-Feb-14,,27.513,,311.3,3.4528,,,4.1618,,,139.6,1.2222,7.4621,0.8214
14-Feb-14,,27.412,,309.17,3.4528,,,4.148,,,139.42,1.2224,7.462,0.8179
17-Feb-14,,27.401,,308.5,3.4528,,,4.1421,,,139.61,1.2219,7.462,0.8199
18-Feb-14,,27.353,,310.76,3.4528,,,4.1495,,,140.75,1.2216,7.4619,0.8235
19-Feb-14,,27.355,,312.64,3.4528,,,4.169,,,140.57,1.2211,7.4625,0.8228
20-Feb-14,,27.379,,311.75,3.4528,,,4.1695,,,140.29,1.2205,7.4625,0.8231
21-Feb-14,,27.386,,310.38,3.4528,,,4.1545,,,141.12,1.2207,7.4625,0.8237
24-Feb-14,,27.346,,309.92,3.4528,,,4.1575,,,140.63,1.2214,7.4623,0.8254
25-Feb-14,,27.315,,308.88,3.4528,,,4.1494,,,140.32,1.2197,7.4624,0.8233
26-Feb-14,,27.339,,309.94,3.4528,,,4.1683,,,139.79,1.219,7.4622,0.8213
27-Feb-14,,27.34,,310.9,3.4528,,,4.1685,,,139.68,1.2169,7.4625,0.8207
28-Feb-14,,27.329,,310.03,3.4528,,,4.1715,,,140.96,1.2165,7.4626,0.8241
03-Mar-14,,27.35,,313.1,3.4528,,,4.2007,,,139.71,1.2128,7.4627,0.824
04-Mar-14,,27.37,,310.59,3.4528,,,4.1893,,,140.35,1.2182,7.4627,0.8242
05-Mar-14,,27.364,,309.6,3.4528,,,4.1868,,,140.59,1.2184,7.4626,0.8212
06-Mar-14,,27.355,,308.54,3.4528,,,4.1763,,,142.67,1.2205,7.463,0.8279
07-Mar-14,,27.348,,312.78,3.4528,,,4.2039,,,143.23,1.2187,7.4628,0.829
10-Mar-14,,27.362,,312.36,3.4528,,,4.2154,,,143.27,1.2189,7.4626,0.8344
11-Mar-14,,27.343,,313.49,3.4528,,,4.2218,,,143.09,1.2181,7.4626,0.834
12-Mar-14,,27.356,,313.6,3.4528,,,4.2284,,,142.85,1.216,7.4631,0.8373
13-Mar-14,,27.344,,312.88,3.4528,,,4.2335,,,142.22,1.2154,7.4638,0.8351
14-Mar-14,,27.348,,312.55,3.4528,,,4.2357,,,141.27,1.2131,7.4631,0.8373
17-Mar-14,,27.399,,311.8,3.4528,,,4.2262,,,141.54,1.2154,7.4633,0.8368
18-Mar-14,,27.412,,310.64,3.4528,,,4.2095,,,141.02,1.2164,7.4641,0.8394
19-Mar-14,,27.5,,310.66,3.4528,,,4.1981,,,141.25,1.2168,7.4641,0.8365
20-Mar-14,,27.474,,312.13,3.4528,,,4.201,,,141.14,1.2176,7.4645,0.8348
21-Mar-14,,27.462,,313.31,3.4528,,,4.2002,,,141.08,1.218,7.4647,0.8355
24-Mar-14,,27.432,,313.3,3.4528,,,4.1987,,,140.9,1.2187,7.465,0.8359
25-Mar-14,,27.388,,311.93,3.4528,,,4.1898,,,140.97,1.2211,7.4647,0.8347
26-Mar-14,,27.433,,311.9,3.4528,,,4.18,,,141.04,1.2208,7.4654,0.8322
27-Mar-14,,27.394,,311.22,3.4528,,,4.1653,,,140.32,1.2181,7.4661,0.8271
28-Mar-14,,27.428,,308.85,3.4528,,,4.1717,,,141.55,1.2198,7.4659,0.8266
31-Mar-14,,27.434,,307.3,3.4528,,,4.1641,,,141.95,1.2174,7.466,0.8267
01-Apr-14,,27.482,,307.44,3.4528,,,4.1776,,,142.86,1.2187,7.4651,0.8292
02-Apr-14,,27.458,,307.36,3.4528,,,4.1724,,,142.8,1.22,7.4652,0.8277
03-Apr-14,,27.454,,307.05,3.4528,,,4.1637,,,142.5,1.2229,7.4649,0.827
04-Apr-14,,27.442,,305.74,3.4528,,,4.1611,,,141.84,1.2236,7.4656,0.8255
07-Apr-14,,27.42,,306.8,3.4528,,,4.1726,,,141.72,1.2204,7.466,0.8273
08-Apr-14,,27.431,,305.19,3.4528,,,4.1683,,,140.84,1.2197,7.4661,0.8235
09-Apr-14,,27.41,,306.21,3.4528,,,4.1695,,,140.8,1.2175,7.4661,0.8254
10-Apr-14,,27.451,,304.94,3.4528,,,4.1717,,,140.92,1.2176,7.4662,0.8275
11-Apr-14,,27.44,,305.95,3.4528,,,4.181,,,141.13,1.2164,7.4664,0.8305
14-Apr-14,,27.467,,306.9,3.4528,,,4.1778,,,140.72,1.2144,7.4665,0.8256
15-Apr-14,,27.468,,308.33,3.4528,,,4.1948,,,140.52,1.2155,7.4663,0.8263
16-Apr-14,,27.479,,308.7,3.4528,,,4.1953,,,141.2,1.2171,7.4664,0.8223
17-Apr-14,,27.477,,306.95,3.4528,,,4.1865,,,141.48,1.2187,7.4664,0.8231
22-Apr-14,,27.468,,306.4,3.4528,,,4.1906,,,141.55,1.2219,7.4666,0.8201
23-Apr-14,,27.457,,307.63,3.4528,,,4.1905,,,141.57,1.2198,7.4665,0.8241
24-Apr-14,,27.441,,309.08,3.4528,,,4.1979,,,141.29,1.2194,7.4641,0.8226
25-Apr-14,,27.434,,310.03,3.4528,,,4.2111,,,141.18,1.2192,7.4648,0.8231
