SERIES,DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-93,2.2855,17.7314,51.8207,,,,,,,,,,,,,,,,,,,1.9722,9.7276,2.5188,,8.5455,8.3989,336.6491,11.9459,0.9523,193.363,3.007,2.8321,10.7476,225.3844,2.3109,,11.5269,178.7334,5.787,,1.5432,4.7345
13-Jan-93,2.3001,17.689,51.8179,,,,,,,,,,,,,,,,,,,1.9771,9.7236,2.5149,,8.5245,8.4112,336.3538,11.9335,0.9517,194.2401,3.008,2.8292,10.726,225.6547,2.3071,,11.4647,178.6639,5.7833,,1.5422,4.7361
14-Jan-93,2.2886,17.5086,51.2523,,,,,,,,,,,,,,,,,,,1.9626,9.6167,2.4877,,8.4328,8.3216,332.6029,11.8732,0.9455,192.8406,2.9953,2.7974,10.565,223.4232,2.2795,,11.1021,176.6209,5.7544,,1.5345,4.7094
15-Jan-93,2.2774,17.5758,51.4532,,,,,,,,,,,,,,,,,,,1.9679,9.6383,2.5021,,8.4532,8.3228,334.1695,11.8778,0.9478,193.2565,2.9864,2.8121,10.5455,224.8008,2.291,,11.1479,177.2158,5.7563,,1.535,4.7255
18-Jan-93,2.2893,17.6552,51.6182,,,,,,,,,,,,,,,,,,,1.9769,9.6523,2.5058,,8.4815,8.3746,334.829,11.9815,0.944,194.4703,3.0072,2.8171,10.573,225.9089,2.2967,,11.1971,177.7443,5.8076,,1.5487,4.7623
19-Jan-93,2.3033,17.5347,51.3493,,,,,,,,,,,,,,,,,,,1.9796,9.593,2.4942,,8.4668,8.3793,333.5771,11.9815,0.9391,194.353,3.0166,2.8029,10.5456,224.5275,2.2855,,11.166,176.6634,5.8087,,1.549,4.7547
20-Jan-93,2.3005,17.4117,50.8805,,,,,,,,,,,,,,,,,,,1.9713,9.4987,2.4732,,8.3579,8.3441,330.7616,11.9057,0.9329,192.3144,2.8954,2.7816,10.4578,222.4116,2.2615,,11.0459,174.995,5.7731,,1.5395,4.7278
21-Jan-93,2.2764,17.2506,50.4469,,,,,,,,,,,,,,,,,,,1.9501,9.4173,2.4521,,8.2824,8.4091,327.1842,11.7355,0.9232,189.6803,2.9633,2.7575,10.3928,220.7526,2.2496,,10.9921,173.4463,5.6895,,1.5172,4.6654
22-Jan-93,2.2667,17.1797,50.2821,,,,,,,,,,,,,,,,,,,1.9549,9.373,2.4394,,8.2516,8.3438,325.767,11.7843,0.9182,190.5387,2.9586,2.7449,10.3749,219.7937,2.2406,,10.9524,172.7876,5.7139,,1.5237,4.6778
25-Jan-93,2.3172,17.2481,50.4342,,,,,,,,,,,,,,,,,,,1.9926,9.4241,2.4511,,8.2926,8.1967,327.8069,12.062,0.9228,192.9101,3.0135,2.7564,10.405,220.8252,2.2472,,11.0101,173.6503,5.8481,,1.5595,4.7619
26-Jan-93,2.2763,17.0653,50.011,,,,,,,,,,,,,,,,,,,1.9555,9.3251,2.4267,,8.2018,8.1533,324.6099,11.8945,0.9151,190.3496,2.9678,2.7291,10.293,218.3557,2.2305,,10.8885,171.7301,5.7705,,1.5388,4.7026
27-Jan-93,2.2454,16.8564,49.3273,,,,,,,,,,,,,,,,,,,1.9237,9.2385,2.3952,,8.1003,8.1579,320.4682,11.7091,0.9129,187.7526,2.9351,2.6966,10.1737,216.0131,2.2119,,10.753,169.8057,5.6794,,1.5145,4.6369
28-Jan-93,2.2167,16.8214,49.2562,,,,,,,,,,,,,,,,,,,1.9165,9.2367,2.3929,,8.1095,8.2265,320.12,11.6753,0.9115,187.4665,2.9122,2.6931,10.1985,217.0172,2.1993,,10.8795,171.1585,5.6625,,1.51,4.6262
29-Jan-93,2.1899,16.8424,49.2991,,,,,,,,,,,,,,,,,,,1.8901,9.2287,2.395,,8.1049,8.2723,320.7717,11.5098,0.9126,185.869,2.8819,2.6942,10.1828,216.9489,2.2112,,10.8363,170.21,5.5819,,1.4885,4.5801
01-Feb-93,2.1537,16.7015,48.8902,,,,,,,,,,,,,,,,,,,1.8381,9.1658,2.3757,,8.0388,8.2889,318.4698,11.2446,0.9747,181.4842,2.8308,2.6735,10.1176,214.9308,2.2017,,10.8382,168.8326,5.4533,,1.4542,4.492
02-Feb-93,2.1268,16.6811,48.8455,,,,,,,,,,,,,,,,,,,1.8208,9.1508,2.373,,8.0252,8.1962,317.46,11.1609,0.9734,179.7978,2.8129,2.6703,10.0822,213.7804,2.2027,,10.7359,168.1816,5.4112,,1.443,4.4682
03-Feb-93,2.1137,16.6152,48.7245,,,,,,,,,,,,,,,,,,,1.8193,9.2145,2.3603,,8.0014,8.1825,315.8467,11.1151,0.9794,178.5127,2.7882,2.659,10.0496,214.8476,2.1847,,10.8344,168.1641,5.3899,,1.4373,4.4592
04-Feb-93,2.1246,16.8109,49.2929,,,,,,,,,,,,,,,,,,,1.824,9.1775,2.3921,,8.0938,8.2756,320.346,11.1602,0.98,179.9421,2.8019,2.6905,10.1097,216.1614,2.2114,,10.8081,169.7257,5.4112,,1.443,4.496
05-Feb-93,2.146,16.8571,49.4253,,,,,,,,,,,,,,,,,,,1.8296,9.1568,2.3961,,8.1065,8.2226,320.7498,11.2197,0.9862,180.293,2.8306,2.6969,10.1317,216.5895,2.2106,,10.7642,170.3122,5.4401,,1.4507,4.5262
08-Feb-93,2.1437,16.7527,49.1077,,,,,,,,,,,,,,,,,,,1.8179,9.0853,2.3813,,8.0571,8.3577,317.8699,11.1208,0.9779,178.7003,2.8224,2.6786,10.0804,214.981,2.203,,10.7447,168.8931,5.3925,,1.438,4.4919
09-Feb-93,2.1404,16.6371,48.8653,,,,,,,,,,,,,,,,,,,1.8149,9.0745,2.3673,,8.0162,8.411,315.8332,11.0821,0.9732,174.1812,2.8153,2.6607,10.0346,214.1619,2.1918,,10.6436,168.2055,5.3738,,1.433,4.4767
10-Feb-93,2.1321,16.5992,48.7119,,,,,,,,,,,,,,,,,,,1.8078,9.001,2.358,,7.9817,8.591,315.27,11.0477,0.9681,172.7771,2.7982,2.6527,9.9966,213.775,2.1842,,10.6388,167.7059,5.3569,,1.4285,4.4536
11-Feb-93,2.0973,16.5504,48.5308,,,,,,,,,,,,,,,,,,,1.7827,9.0105,2.351,,7.954,8.4099,314.6986,10.9676,0.9641,170.184,2.7618,2.6464,9.9912,213.6235,2.1769,,10.611,167.5887,5.3182,,1.4182,4.4361
12-Feb-93,2.0954,16.5654,48.5453,,,,,,,,,,,,,,,,,,,1.7834,9.03,2.3555,,7.973,8.4105,315.1823,10.987,0.9671,171.0523,2.7667,2.6503,10.0067,214.5257,2.1825,,10.6481,168.1825,5.3276,,1.4207,4.4425
15-Feb-93,2.094,16.5562,48.5195,,,,,,,,,,,,,,,,,,,1.7776,9.0123,2.3515,,7.9539,8.3888,315.0933,10.9722,0.9662,171.5634,2.7682,2.6504,9.9997,214.4791,2.1855,,10.67,168.0734,5.3201,,1.4187,4.4576
16-Feb-93,2.1075,16.6428,48.7706,,,,,,,,,,,,,,,,,,,1.8148,9.0783,2.3669,,8.0146,8.3894,316.9368,11.1919,0.9709,173.2733,2.8019,2.665,10.0761,216.313,2.1853,,10.7961,169.2211,5.427,,1.4472,4.5153
17-Feb-93,2.1021,16.4992,48.4294,,,,,,,,,,,,,,,,,,,1.8217,9.0074,2.3486,,7.9616,8.4409,316.1265,11.1601,0.9628,172.7869,2.7975,2.6452,9.989,215.2258,2.1689,,10.7353,169.106,5.4131,,1.4435,4.4965
18-Feb-93,2.0975,16.5859,48.5329,,,,,,,,,,,,,,,,,,,1.8159,9.0394,2.3565,,7.9817,8.4198,317.02,11.1408,0.9665,171.9113,2.7953,2.65,10.0186,215.1413,2.1774,,10.9026,169.0293,5.4038,,1.441,4.5082
19-Feb-93,2.1088,16.7383,48.9921,,,,,,,,,,,,,,,,,,,1.8269,9.1129,2.3779,,8.0533,8.5598,319.3367,11.2547,0.9739,173.4519,2.8126,2.6774,10.1099,217.3789,2.1898,,11.0094,170.6574,5.4581,,1.4555,4.5499
22-Feb-93,2.1141,16.7149,48.9216,,,,,,,,,,,,,,,,,,,1.8363,9.1175,2.375,,8.0553,8.5358,319.1552,11.2556,0.9752,168.9688,2.8081,2.6732,10.1279,218.9096,2.1731,,11.0583,172.9,5.46,,1.456,4.5485
23-Feb-93,2.092,16.5984,48.6013,,,,,,,,,,,,,,,,,,,1.8302,9.0738,2.3544,,7.9993,8.5154,320.1744,11.2556,0.9691,169.7987,2.7707,2.6514,10.0631,219.2736,2.1694,,11.2258,171.0072,5.46,,1.456,4.5485
24-Feb-93,2.062,16.3533,47.8549,,,,,,,,,,,,,,,,,,,1.8121,8.8968,2.3213,,7.879,8.4722,314.3707,11.0894,0.9557,167.6213,2.7298,2.6127,9.9138,213.4536,2.1489,,11.225,166.6172,5.3794,,1.4345,4.4871
25-Feb-93,2.0639,16.4502,48.1624,,,,,,,,,,,,,,,,,,,1.7921,8.9675,2.3387,,7.9416,8.5115,316.2626,11.0711,0.9623,168.4395,2.7375,2.6307,9.9825,215.2847,2.169,,11.2145,168.2534,5.3689,,1.4317,4.4884
26-Feb-93,2.0424,16.421,48.0981,,,,,,,,,,,,,,,,,,,1.777,8.9697,2.3346,,7.9328,8.4747,316.1323,10.9854,0.9616,167.4059,2.7135,2.6254,9.9534,214.3534,2.167,,11.1303,167.548,5.3269,,1.4205,4.4628
01-Mar-93,2.0417,16.7133,48.9007,,,,,,,,,,,,,,,,,,,1.802,9.1095,2.3747,,8.0548,8.6059,321.4425,11.1424,0.9768,170.7348,2.734,2.6723,10.1036,217.7769,2.2027,,11.2166,170.3025,5.403,,1.4408,4.5414
02-Mar-93,2.0493,16.7243,48.9834,,,,,,,,,,,,,,,,,,,1.8105,9.1258,2.3781,,8.067,8.5978,320.9231,11.2174,0.9787,170.7239,2.7446,2.6757,10.1252,218.1262,2.2055,,11.1906,170.7964,5.4394,,1.4505,4.5691
03-Mar-93,2.0553,16.7765,49.0535,,,,,,,,,,,,,,,,,,,1.807,9.1343,2.3841,,8.0881,8.6188,320.8125,11.2107,0.9811,169.65,2.754,2.6781,10.1275,218.66,2.2079,,11.1577,171.2015,5.4375,,1.45,4.5733
04-Mar-93,2.0512,16.7176,48.917,,,,,,,,,,,,,,,,,,,1.8069,9.1263,2.3756,,8.0724,8.6117,321.4131,11.2393,0.9793,169.7195,2.748,2.6734,10.109,218.9999,2.2082,,11.1324,170.9115,5.4514,,1.4537,4.5922
05-Mar-93,2.046,16.9388,49.5993,,,,,,,,,,,,,,,,,,,1.8065,9.2316,2.409,,8.1666,8.7012,324.2862,11.2044,0.9914,170.33,2.7521,2.706,10.2039,221.7984,2.2351,,11.2066,171.8514,5.4338,,1.449,4.5933
08-Mar-93,2.0524,16.9096,49.4703,,,,,,,,,,,,,,,,,,,1.8012,9.2135,2.4048,,8.147,8.6125,324.8116,11.1851,0.988,168.8065,2.749,2.7021,10.1834,220.6636,2.224,,11.0165,170.6147,5.4244,,1.4465,4.6057
09-Mar-93,2.0452,16.8408,49.2589,,,,,,,,,,,,,,,,,,,1.7882,9.1806,2.394,,8.116,8.6479,321.8122,11.1001,0.983,168.623,2.7191,2.6898,10.1683,220.9542,2.216,,10.9422,170.3745,5.3839,,1.4357,4.5655
10-Mar-93,2.0366,16.7801,49.107,,,,,,,,,,,,,,,,,,,1.7877,9.148,2.3846,,8.0961,8.6339,321.9779,11.0921,0.9803,169.379,2.7189,2.6801,10.1391,220.5369,2.1996,,10.9028,169.7663,5.3783,,1.4342,4.5701
11-Mar-93,2.0299,16.7693,49.0886,,,,,,,,,,,,,,,,,,,1.787,9.1521,2.3849,,8.1013,8.6787,322.117,11.0944,0.9802,168.7689,2.7194,2.6807,10.1433,220.5257,2.1876,,11.1353,169.9883,5.3794,,1.4345,4.5811
12-Mar-93,2.0218,16.798,49.1316,,,,,,,,,,,,,,,,,,,1.7838,9.1822,2.3887,,8.1214,8.7117,323.1211,11.0944,0.9832,168.9124,2.7169,2.6854,10.1563,220.7982,2.1857,,11.1633,170.4473,5.3794,,1.4345,4.5739
15-Mar-93,2.0384,16.7518,49.0803,,,,,,,,,,,,,,,,,,,1.7858,9.1691,2.3835,,8.1036,8.6668,322.2817,11.085,0.981,169.6242,2.7192,2.6793,10.1378,221.5418,2.1849,,11.2634,170.0971,5.3738,,1.433,4.5806
16-Mar-93,2.0491,16.8776,49.3468,,,,,,,,,,,,,,,,,,,1.8058,9.2184,2.3987,,8.1544,8.6736,325.2695,11.1785,0.9874,168.9928,2.7367,2.6956,10.2154,221.8075,2.1945,,11.2421,171.1603,5.4188,,1.445,4.6153
17-Mar-93,2.0404,16.9835,49.6751,,,,,,,,,,,,,,,,,,,1.8133,9.2757,2.4138,,8.2048,8.7004,327.1343,11.2092,0.9925,169.6172,2.7162,2.7127,10.2669,222.3644,2.2149,,11.3486,172.5154,5.4341,,1.4491,4.6342
18-Mar-93,2.0646,17.181,50.32,,,,,,,,,,,,,,,,,,,1.8414,9.4098,2.4401,,8.3253,8.8587,332.7163,11.3968,1.0072,172.2816,2.7568,2.7459,10.3838,226.2264,2.2441,,11.5169,174.9044,5.5256,,1.4735,4.7034
19-Mar-93,2.0896,17.1195,50.1181,,,,,,,,,,,,,,,,,,,1.8599,9.3615,2.4353,,8.2982,8.8153,330.7329,11.5555,1.0047,173.0332,2.8013,2.7357,10.3397,226.2673,2.2418,,11.4837,174.3334,5.6044,,1.4945,4.7495
22-Mar-93,2.0782,17.1384,50.1197,,,,,,,,,,,,,,,,,,,1.8538,9.3584,2.4365,,8.2863,8.8149,331.228,11.5126,1.0044,172.1284,2.7728,2.7365,10.3411,225.6579,2.2484,,11.4861,173.5727,5.5837,,1.489,4.7306
23-Mar-93,2.0995,17.0505,49.9205,,,,,,,,,,,,,,,,,,,1.85,9.3055,2.4231,,8.2434,8.7648,329.8859,11.4677,0.9975,171.4695,2.7882,2.7241,10.3,224.8683,2.2435,,11.5,172.7748,5.5624,,1.4833,4.7073
24-Mar-93,2.1039,17.0027,49.8057,,,,,,,,,,,,,,,,,,,1.8483,9.2865,2.4172,,8.226,8.7403,330.0341,11.4744,0.9955,173.3217,2.79,2.7163,10.2773,224.7972,2.2391,,11.5033,172.5202,5.5661,,1.4843,4.7097
25-Mar-93,2.079,17.0247,49.858,,,,,,,,,,,,,,,,,,,1.8329,9.2958,2.4191,,8.2264,8.7644,329.5127,11.3965,0.9956,172.9297,2.7707,2.7195,10.2988,224.5639,2.242,,11.5318,172.856,5.5275,,1.474,4.6873
26-Mar-93,2.1034,17.1098,50.1211,,,,,,,,,,,,,,,,,,,1.8566,9.3448,2.4327,,8.2767,8.8159,333.917,11.5323,1.0015,173.5593,2.7934,2.735,10.3434,225.545,2.251,,11.5047,173.783,5.5939,,1.4917,4.7526
29-Mar-93,2.1035,17.0845,50.0482,,,,,,,,,,,,,,,,,,,1.8543,9.331,2.4276,,8.2431,8.799,329.7107,11.5053,0.9991,174.045,2.7869,2.7301,10.3363,225.6111,2.2494,,11.5484,173.9706,5.5807,,1.4882,4.7325
30-Mar-93,2.1044,17.0866,50.1451,,,,,,,,,,,,,,,,,,,1.8732,9.3333,2.4231,,8.2321,8.8201,331.4083,11.5671,0.9975,174.6814,2.8019,2.7276,10.3387,225.1033,2.2398,,11.5552,173.2151,5.6108,,1.4962,4.7609
31-Mar-93,2.1334,17.0502,49.9757,,,,,,,,,,,,,,,,,,,1.8925,9.3158,2.4254,,8.2404,8.8098,330.9874,11.6444,0.9958,172.9117,2.8285,2.7255,10.3137,223.5954,2.2465,,11.6399,173.1377,5.6482,,1.5062,4.7807
01-Apr-93,2.1899,17.193,50.2986,,,,,,,,,,,,,,,,,,,1.9223,9.3906,2.4444,,8.297,8.8731,336.0099,11.7844,1.0038,174.0636,2.8977,2.7481,10.3989,226.2675,2.268,,11.6243,174.7495,5.7157,,1.5242,4.8431
02-Apr-93,2.1794,17.0831,50.0779,,,,,,,,,,,,,,,,,,,1.9193,9.3637,2.435,,8.2708,8.8412,332.3822,11.7612,1.0008,173.7971,2.8729,2.7351,10.3617,226.0503,2.2521,,11.5003,174.2534,5.7045,,1.5212,4.8283
05-Apr-93,2.1643,17.0712,49.9965,,,,,,,,,,,,,,,,,,,1.9206,9.3283,2.4272,,8.2374,8.811,332.2195,11.7635,0.998,172.7663,2.8546,2.728,10.3416,224.5734,2.2488,,11.5124,173.2228,5.7056,,1.5215,4.8384
06-Apr-93,2.1455,17.1404,50.1818,,,,,,,,,,,,,,,,,,,1.9048,9.3622,2.4373,,8.2513,8.8468,332.53,11.6854,0.9997,172.84,2.8385,2.7388,10.3764,225.5914,2.2514,,11.566,174.5027,5.6681,,1.5115,4.8103
07-Apr-93,2.1423,17.2236,50.445,,,,,,,,,,,,,,,,,,,1.9088,9.4019,2.4469,,8.2788,8.8638,334.5592,11.7001,1.0017,172.312,2.8263,2.7508,10.4235,227.7817,2.2551,,11.6161,175.6417,5.6756,,1.5135,4.8424
08-Apr-93,2.1505,17.2721,50.5498,,,,,,,,,,,,,,,,,,,1.9175,9.4264,2.4542,,8.3026,8.8496,334.6842,11.7975,1.0045,172.9494,2.8308,2.7579,10.4517,228.6411,2.2597,,11.6159,176.4588,5.7217,,1.5258,4.8505
13-Apr-93,2.1683,17.3517,50.8234,,,,,,,,,,,,,,,,,,,1.9647,9.4577,2.4643,,8.3336,8.7585,336.6661,12.0542,1.0078,176.7906,2.8764,2.7675,10.4726,228.908,2.2567,,11.5912,177.4454,5.8463,,1.559,4.9264
14-Apr-93,2.1557,17.3648,50.7896,,,,,,,,,,,,,,,,,,,1.9625,9.4714,2.4699,,8.3523,8.6311,337.355,12.0083,1.0132,176.8318,2.8604,2.774,10.4701,229.33,2.2596,,11.5123,178.0744,5.8245,,1.5532,4.912
15-Apr-93,2.152,17.4121,50.9649,,,,,,,,,,,,,,,,,,,1.9544,9.5061,2.4758,,8.3766,8.5983,337.7764,11.9869,1.0147,175.284,2.866,2.7824,10.4969,229.8616,2.2606,,11.5295,178.8037,5.8144,,1.5505,4.9267
16-Apr-93,2.1298,17.3354,50.6937,,,,,,,,,,,,,,,,,,,1.9208,9.4543,2.4656,,8.3274,8.5342,336.3304,11.7967,1.0109,171.5987,2.8338,2.7694,10.4485,228.8237,2.2531,,11.4908,178.3131,5.7225,,1.526,4.8718
19-Apr-93,2.1434,17.325,50.743,,,,,,,,,,,,,,,,,,,1.9338,9.4441,2.4628,,8.3214,8.497,336.105,11.9053,1.0105,170.6628,2.844,2.7674,10.432,227.766,2.2615,,11.3922,178.024,5.775,,1.54,4.8992
20-Apr-93,2.1541,17.3602,50.7677,,,,,,,,,,,,,,,,,,,1.941,9.4632,2.4673,,8.3372,8.4948,336.701,11.939,1.0121,171.0534,2.8575,2.7724,10.4524,227.891,2.2604,,11.3938,178.5442,5.7919,,1.5445,4.8868
21-Apr-93,2.1495,17.3486,50.7386,,,,,,,,,,,,,,,,,,,1.9348,9.451,2.4651,,8.3267,8.5328,336.5913,11.8883,1.0118,170.4104,2.8455,2.7715,10.4469,228.3161,2.2455,,11.412,178.7156,5.7675,,1.538,4.8739
22-Apr-93,2.1722,17.5045,51.2134,,,,,,,,,,,,,,,,,,,1.9512,9.5416,2.4879,,8.3986,8.5897,338.7916,11.9637,1.0206,170.3244,2.8608,2.7967,10.5244,230.3752,2.2573,,11.4839,180.9571,5.8039,,1.5477,4.9139
23-Apr-93,2.2071,17.5622,51.3466,,,,,,,,,,,,,,,,,,,1.9888,9.5812,2.4924,,8.4217,8.5864,339.8146,12.184,1.023,174.156,2.899,2.8038,10.5547,232.3761,2.2544,,11.4612,183.5046,5.9119,,1.5765,4.9746
26-Apr-93,2.2128,17.6208,51.5241,,,,,,,,,,,,,,,,,,,2.0062,9.6046,2.4977,,8.4424,8.5475,340.4668,12.3091,1.0232,175.73,2.9153,2.8064,10.5549,232.2886,2.2584,,11.4535,184.3332,5.9745,,1.5932,5.0042
27-Apr-93,2.2025,17.5341,51.3047,,,,,,,,,,,,,,,,,,,2.009,9.6374,2.4996,,8.4355,8.5281,340.2375,12.228,1.0253,176.2114,2.8984,2.8097,10.5766,231.5198,2.2535,,11.4771,183.9656,5.9344,,1.5825,4.9762
28-Apr-93,2.2014,17.529,51.3619,,,,,,,,,,,,,,,,,,,2.0034,9.5876,2.4914,,8.4064,8.5171,338.0932,12.1371,1.0219,176.5467,2.8873,2.7998,10.5237,231.1285,2.2524,,11.419,182.4368,5.8901,,1.5707,4.9618
29-Apr-93,2.2077,17.4532,51.0837,,,,,,,,,,,,,,,,,,,2.0029,9.556,2.4841,,8.3738,8.5218,337.2503,12.1731,1.0199,176.1861,2.8956,2.7897,10.5003,230.1367,2.2399,,11.4375,181.9356,5.907,,1.5752,4.9698
30-Apr-93,2.2214,17.4865,51.0795,,,,,,,,,,,,,,,,,,,1.9936,9.5706,2.4897,,8.3959,8.5512,337.5766,12.1237,1.0217,174.4734,2.8962,2.7947,10.5202,230.2264,2.2458,,11.4674,182.2365,5.8811,,1.5683,4.9558
04-May-93,2.2499,17.3941,50.8297,,,,,,,,,,,,,,,,,,,1.9997,9.4834,2.472,,8.3267,8.5052,336.3219,12.1554,1.0143,173.4688,2.9124,2.7758,10.4537,229.1424,2.2301,,11.4886,180.9391,5.8976,,1.5727,4.9634
05-May-93,2.2334,17.3894,50.768,,,,,,,,,,,,,,,,,,,1.994,9.5051,2.4738,,8.3396,8.4639,336.2111,12.092,1.0146,172.3297,2.8892,2.7754,10.4665,229.0428,2.22,,11.4474,180.9344,5.8669,,1.5645,4.9438
06-May-93,2.2295,17.4662,51.0478,,,,,,,,,,,,,,,,,,,1.9971,9.5499,2.4804,,8.3655,8.4881,338.0146,12.1395,1.0189,173.1697,2.8767,2.7856,10.4978,230.2646,2.232,,11.4661,181.6515,5.8901,,1.5707,4.9634
07-May-93,2.2293,17.4754,51.2432,,,,,,,,,,,,,,,,,,,2.0054,9.5996,2.4896,,8.3907,8.5043,338.7037,12.1897,1.0222,173.7286,2.8807,2.7948,10.5183,231.2175,2.2404,,11.4931,182.482,5.9145,,1.5772,4.9808
10-May-93,2.1896,17.3479,50.7661,,,,,,,,,,,,,,,,,,,1.9523,9.5213,2.4675,,8.3053,8.4723,335.1826,11.898,1.014,172.1399,2.827,2.7658,10.4226,228.8939,2.2266,,11.3677,180.7908,5.7724,,1.5393,4.8942
11-May-93,2.2106,17.4762,51.0534,,,,,,,,,,,,,,,,,,,1.9678,9.5748,2.4808,,8.3688,8.5341,337.0854,11.9429,1.0216,171.8278,2.8536,2.7837,10.4981,231.0074,2.2506,,11.47,182.2563,5.7945,,1.5452,4.9191
12-May-93,2.1964,17.4294,50.9025,,,,,,,,,,,,,,,,,,,1.9623,9.55,2.4758,,8.3513,8.4991,335.8086,11.9042,1.0187,171.5996,2.8355,2.7792,10.4854,230.878,2.2464,,11.4015,181.8386,5.7739,,1.5397,4.8986
13-May-93,2.1666,17.3274,50.64,,,,,,,,,,,,,,,,,,,1.9402,9.4988,2.4618,,8.2999,8.4746,335.4135,11.7898,1.0135,170.4523,2.8064,2.7616,10.4559,241.1499,2.2231,,11.272,188.0695,5.7199,,1.5253,4.8505
14-May-93,2.1906,17.3801,50.8033,,,,,,,,,,,,,,,,,,,1.9585,9.5122,2.469,,8.332,8.5271,336.23,11.8775,1.0157,170.8349,2.83,2.7707,10.4934,238.1885,2.2321,,11.3178,188.0921,5.7626,,1.5367,4.8867
17-May-93,2.1868,17.3898,50.8482,,,,,,,,,,,,,,,,,,,1.9605,9.5168,2.4748,,8.3408,8.5029,335.4293,11.8745,1.0148,171.0559,2.8265,2.7759,10.5015,237.9574,2.2459,,11.2542,188.8758,5.7608,,1.5362,4.8774
18-May-93,2.2161,17.4954,51.1382,,,,,,,,,,,,,,,,,,,1.9498,9.5482,2.4852,,8.3846,8.4873,336.8868,11.8404,1.0203,170.8486,2.8529,2.7867,10.5356,236.6174,2.2612,,11.2878,189.3552,5.745,,1.532,4.8848
19-May-93,2.2202,17.568,51.3952,,,,,,,,,,,,,,,,,,,1.9508,9.5893,2.4992,,8.4222,8.4791,338.1181,11.9008,1.0248,170.0907,2.8529,2.8015,10.5716,237.7297,2.2695,,11.3568,190.7688,5.7739,,1.5397,4.8932
20-May-93,2.2389,17.6387,51.5652,,,,,,,,,,,,,,,,,,,1.967,9.6174,2.5068,,8.4467,8.4467,339.886,12,1.0283,171.4181,2.8674,2.815,10.6344,238.4171,2.2778,,11.3658,191.3703,5.8226,,1.5527,4.9252
21-May-93,2.2197,17.6387,51.4989,,,,,,,,,,,,,,,,,,,1.9515,9.5973,2.5107,,8.4496,8.4342,339.4492,11.905,1.0263,169.9171,2.8318,2.8099,10.5771,237.7762,2.2692,,11.2456,190.7909,5.7769,,1.5405,4.9311
24-May-93,2.2163,17.6909,51.6432,,,,,,,,,,,,,,,,,,,1.9397,9.6162,2.513,,8.4604,8.4827,340.2149,11.8756,1.0277,169.6079,2.8254,2.815,10.6076,237.8507,2.2602,,11.2201,191.587,5.7637,,1.537,4.9138
25-May-93,2.2057,17.6788,51.6468,,,,,,,,,,,,,,,,,,,1.947,9.6075,2.5121,,8.4588,8.4843,340.2204,11.9313,1.0283,168.9908,2.8201,2.8124,10.6135,237.4672,2.2496,,11.2403,191.9192,5.79,,1.544,4.9223
26-May-93,2.2138,17.708,51.656,,,,,,,,,,,,,,,,,,,1.9528,9.6405,2.5213,,8.487,8.5063,340.6393,11.9398,1.0312,168.1178,2.8249,2.8208,10.6464,239.4287,2.2583,,11.3085,195.6223,5.7945,,1.5452,4.9323
27-May-93,2.2389,17.6231,51.3944,,,,,,,,,,,,,,,,,,,1.9606,9.5949,2.5045,,8.4482,8.477,339.3426,11.9951,1.0266,167.5363,2.8464,2.8081,10.6228,240.4356,2.2336,,11.2928,197.5034,5.8226,,1.5527,4.9461
28-May-93,2.2775,17.4799,51.0795,,,,,,,,,,,,,,,,,,,1.9864,9.5092,2.481,,8.378,8.4038,336.4652,12.0757,1.0176,167.4508,2.8767,2.7838,10.5333,238.5119,2.2163,,11.2197,196.4538,5.8631,,1.5635,4.9688
01-Jun-93,2.2905,17.4161,50.8631,,,,,,,,,,,,,,,,,,,1.9805,9.4855,2.4765,,8.3649,8.3968,336.6493,12.0205,1.0159,166.8461,2.8716,2.7774,10.5182,238.5961,2.2155,,11.2014,195.406,5.8365,,1.5564,4.9462
02-Jun-93,2.2713,17.3035,50.5687,,,,,,,,,,,,,,,,,,,1.9594,9.4267,2.461,,8.3024,8.3741,333.7321,11.9112,1.01,165.6323,2.8428,2.7605,10.4384,236.4193,2.1969,,11.0884,192.6208,5.7833,,1.5422,4.9111
03-Jun-93,2.2621,17.3614,50.7441,,,,,,,,,,,,,,,,,,,1.9626,9.4456,2.4668,,8.3125,8.3433,335.5209,11.8996,1.0118,165.4497,2.8423,2.7698,10.4585,236.9289,2.2029,,11.1024,192.4855,5.7769,,1.5405,4.908
04-Jun-93,2.257,17.3527,50.7326,,,,,,,,,,,,,,,,,,,1.9478,9.4587,2.4704,,8.3191,8.3366,335.6271,11.769,1.0147,164.0048,2.8292,2.7682,10.4756,236.5996,2.2136,,11.1063,192.2657,5.7131,,1.5235,4.8584
07-Jun-93,2.2564,17.3371,50.6883,,,,,,,,,,,,,,,,,,,1.9433,9.4404,2.4645,,8.3028,8.3401,334.8801,11.7509,1.0115,163.1818,2.8373,2.7656,10.4372,234.2032,2.2158,,11.0456,189.2635,5.703,,1.5208,4.843
08-Jun-93,2.2727,17.3504,50.6383,,,,,,,,,,,,,,,,,,,1.9508,9.4288,2.4646,,8.2984,8.3106,335.0056,11.7393,1.0115,161.1218,2.8425,2.7628,10.4308,233.8203,2.2053,,10.9975,188.3932,5.6974,,1.5193,4.8466
