SERIES,DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLADS,Spot exchange rate - Australian Dollar into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLASS,Spot exchange rate - Austrian Schilling into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBFS,Spot exchange rate - Belgian Franc into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK22,Spot exchange rate - Cyprus Pound into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK25,Spot exchange rate - Czech Koruna into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK28,Spot exchange rate - Estonian Kroon into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK33,Spot exchange rate - Hungarian Forint into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK36,Spot exchange rate - Lithuanian Litas into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK39,Spot exchange rate - Latvian Lats into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency joined the Euro on 01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK44,Spot exchange rate - Maltese Lira into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK47,Spot exchange rate - Polish Zloty into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK52,Spot exchange rate - Slovenian Tolar into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK55,Spot exchange rate - Slovak Koruna into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK78,Spot exchange rate - Israeli Shekel into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK83,Spot exchange rate - Malaysian ringgit into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK85,Spot exchange rate - Russian Ruble into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK87,Spot exchange rate - Thai Baht into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK89,Spot exchange rate - Chinese Yuan into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK93,Spot exchange rate - South Korean Won into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK95,Spot exchange rate - Turkish Lira into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK97,Spot exchange rate - Indian Rupee into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLCDS,Spot exchange rate - Canadian Dollar into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLDKS,Spot exchange rate - Danish Krone into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLDMS,Spot exchange rate - Deutschemark into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLERS,Spot exchange rate - Euro into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLFFS,Spot exchange rate - French Franc into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLFMS,Spot exchange rate - Finnish Markka into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLGDS,Spot exchange rate - Greek Drachma into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLHDS,Spot exchange rate - Hong Kong Dollar into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLIPS,Spot exchange rate - Irish Punt into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLJYS,Spot exchange rate - Japanese Yen into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLNDS,Spot exchange rate - New Zealand Dollar into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLNGS,Spot exchange rate - Netherlands Guilder into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLNKS,Spot exchange rate - Norwegian Krone into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLPES,Spot exchange rate - Portuguese Escudo into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLSFS,Spot exchange rate - Swiss Franc into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLSGS,Spot exchange rate - Singapore Dollar into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLSKS,Spot exchange rate - Swedish Krona into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLSPS,Spot exchange rate - Spanish Peseta into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLSRS,Spot exchange rate - Saudi Riyal into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLTWS,Spot exchange rate - Taiwan Dollar into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLUSS,Spot exchange rate - US $ into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLZRS,Spot exchange rate - South African Rand into Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,XUDLADS,XUDLASS,XUDLBFS,XUDLBK22,XUDLBK25,XUDLBK28,XUDLBK33,XUDLBK36,XUDLBK39,XUDLBK44,XUDLBK47,XUDLBK52,XUDLBK55,XUDLBK78,XUDLBK83,XUDLBK85,XUDLBK87,XUDLBK89,XUDLBK93,XUDLBK95,XUDLBK97,XUDLCDS,XUDLDKS,XUDLDMS,XUDLERS,XUDLFFS,XUDLFMS,XUDLGDS,XUDLHDS,XUDLIPS,XUDLJYS,XUDLNDS,XUDLNGS,XUDLNKS,XUDLPES,XUDLSFS,XUDLSGS,XUDLSKS,XUDLSPS,XUDLSRS,XUDLTWS,XUDLUSS,XUDLZRS
02-Jan-75,1.7613,40.1308,84.7698,,,,,,,,,,,,,,,,,,,2.3544,13.2142,5.6529,,10.4092,8.3462,70.1899,,1,702.522,1.7824,5.8456,12.2156,57.7668,5.9273,,9.5877,131.2776,8.2924,,2.3359,1.6082
03-Jan-75,1.7682,39.874,84.3841,,,,,,,,,,,,,,,,,,,2.3613,13.2465,5.6182,,10.3736,8.3494,70.1908,,1,703.9419,1.7914,5.8172,12.1413,57.8092,5.9413,,9.5295,131.493,8.312,,2.3414,1.6082
06-Jan-75,1.7726,39.6749,83.6535,,,,,,,,,,,,,,,,,,,2.372,13.2759,5.5902,,10.3597,8.3395,70.034,,1,707.5391,1.7953,5.8195,12.1165,57.7602,5.9559,,9.4542,131.7008,8.3489,,2.3518,1.619
07-Jan-75,1.7706,39.5674,83.6096,,,,,,,,,,,,,,,,,,,2.3698,13.2716,5.5865,,10.3422,8.3515,70.3463,,1,708.0909,1.7931,5.7738,12.0791,57.7495,5.9469,,9.4973,132.1267,8.361,,2.3552,1.615
08-Jan-75,1.7661,39.854,84.1233,,,,,,,,,,,,,,,,,,,2.3647,13.2444,5.6247,,10.3303,8.3395,70.4344,,1,706.194,1.7859,5.802,12.1382,57.5852,6.0157,,9.5314,131.8448,8.3372,,2.3485,1.6207
09-Jan-75,1.7697,39.8962,84.1157,,,,,,,,,,,,,,,,,,,2.3588,13.2282,5.5991,,10.3606,8.3669,70.3093,,1,706.6891,1.7913,5.8181,12.1298,57.9646,6.0326,,9.5323,132.165,8.3411,,2.3496,1.6207
10-Jan-75,1.7714,39.7085,83.9572,,,,,,,,,,,,,,,,,,,2.367,13.2146,5.6011,,10.3357,8.3534,70.3104,,1,707.6489,1.7923,5.7893,12.0913,57.8926,6.0221,,9.5449,132.1343,8.351,,2.3524,1.6207
13-Jan-75,1.7723,39.7355,84.0143,,,,,,,,,,,,,,,,,,,2.3592,13.2212,5.6089,,10.3364,8.3591,70.4335,,1,708.1303,1.7793,5.8132,12.0737,57.9084,6.0215,,9.5384,132.3419,8.3567,,2.354,1.6174
14-Jan-75,1.7665,39.8504,84.418,,,,,,,,,,,,,,,,,,,2.3544,13.2999,5.6312,,10.3832,8.3573,70.426,,1,706.1822,1.7868,5.8583,12.1304,58.0154,6.0456,,9.5775,132.2009,8.3315,,2.3469,1.6207
15-Jan-75,1.7727,39.7033,84.3431,,,,,,,,,,,,,,,,,,,2.3615,13.3825,5.6123,,10.3525,8.3896,70.4241,,1,707.02,1.7924,5.8297,12.1367,58.3444,6.0366,,9.6238,132.603,8.345,,2.3507,1.6207
16-Jan-75,1.7717,39.8212,84.1141,,,,,,,,,,,,,,,,,,,2.3688,13.3349,5.6077,,10.3436,8.3808,70.2501,,1,707.8151,1.7911,5.8249,12.097,58.2727,6.0332,,9.5811,132.4785,8.3549,,2.3535,1.6189
17-Jan-75,1.7712,39.7271,83.9023,,,,,,,,,,,,,,,,,,,2.3728,13.3385,5.6119,,10.317,8.3573,67.9251,,1,708.0975,1.7918,5.816,12.0746,58.155,6.0261,,9.5705,132.2196,8.3549,,2.3535,1.6224
20-Jan-75,1.7729,39.4916,83.4601,,,,,,,,,,,,,,,,,,,2.3777,13.3484,5.5814,,10.2834,8.3672,70.456,,1,709.0106,1.7939,5.7989,12.0607,58.177,5.932,,9.5489,132.4241,8.3649,,2.3563,1.6241
21-Jan-75,1.7748,39.4705,83.3607,,,,,,,,,,,,,,,,,,,2.3812,13.2781,5.5736,,10.3699,8.3337,70.4648,,1,710.7518,1.7953,5.7858,12.0338,58.0239,5.9584,,9.5533,132.7105,8.3904,,2.3635,1.631
22-Jan-75,1.7937,39.6122,83.7188,,,,,,,,,,,,,,,,,,,2.409,13.2762,5.5849,,10.2908,8.4293,70.7292,,1,717.3474,1.8145,5.808,12.0689,58.5936,5.9586,,9.658,134.1844,8.4866,,2.3906,1.6344
23-Jan-75,1.7827,39.596,83.4302,,,,,,,,,,,,,,,,,,,2.3955,13.2324,5.5418,,10.2352,8.3597,71.4914,,1,712.5619,1.8004,5.7834,12.0157,58.144,5.9573,,9.5692,133.6693,8.4526,,2.381,1.6413
24-Jan-75,1.7822,39.3228,83.0307,,,,,,,,,,,,,,,,,,,2.3956,13.1994,5.5386,,10.2447,8.3436,71.2493,,1,703.044,1.8027,5.7578,11.9303,57.8403,5.8746,,9.5233,133.769,8.4604,,2.3832,1.62
27-Jan-75,1.7903,39.2989,82.6764,,,,,,,,,,,,,,,,,,,2.4098,13.1596,5.5086,,10.2295,8.3516,71.309,,1,709.0836,1.8148,5.7533,11.8904,57.9647,5.8545,,9.4684,134.5951,8.5172,,2.3992,1.6276
28-Jan-75,1.7677,39.2907,82.4653,,,,,,,,,,,,,,,,,,,2.3918,13.118,5.5093,,10.2187,8.2584,71.5001,,1,708.4959,1.7892,5.7447,11.8897,57.3278,5.8762,,9.4486,133.5503,8.4586,,2.3827,1.6327
29-Jan-75,1.7667,39.4264,83.0254,,,,,,,,,,,,,,,,,,,2.3798,13.2201,5.5434,,10.2478,8.2765,71.5403,,1,704.7678,1.7866,5.7776,12.0259,57.3971,5.9151,,9.3516,133.239,8.4163,,2.3708,1.6089
30-Jan-75,1.7741,39.3587,83.0405,,,,,,,,,,,,,,,,,,,2.3801,13.1889,5.5499,,10.2641,8.3278,71.7251,,1,707.4118,1.79,5.7744,11.9846,58.0286,5.9173,,9.5071,133.3968,8.4323,,2.3753,1.6174
31-Jan-75,1.7791,39.596,83.3588,,,,,,,,,,,,,,,,,,,2.3827,13.2622,5.5668,,10.2914,8.324,71.1614,,1,709.1809,1.7983,5.7858,12.0181,58.1678,5.9394,,9.5297,133.8836,8.4526,,2.381,1.6191
03-Feb-75,1.7725,39.6337,83.4945,,,,,,,,,,,,,,,,,,,2.3754,13.2449,5.5912,,10.2943,8.3304,71.179,,1,706.3546,1.7936,5.7895,11.9685,57.5865,6.0021,,9.5237,133.3157,8.4302,,2.3747,1.6276
04-Feb-75,1.7709,40.0378,84.1031,,,,,,,,,,,,,,,,,,,2.3719,13.3942,5.6444,,10.3231,8.3345,71.3448,,1,703.6701,1.7894,5.8232,12.0753,58.5168,6.0417,,9.6304,133.6172,8.4103,,2.3691,1.6089
05-Feb-75,1.7725,40.119,84.0296,,,,,,,,,,,,,,,,,,,2.3733,13.3829,5.638,,10.3288,8.3366,70.831,,1,704.2038,1.7898,5.8169,12.0665,58.4842,6.019,,9.6309,133.6985,8.4124,,2.3697,1.6106
06-Feb-75,1.7708,39.7114,83.7088,,,,,,,,,,,,,,,,,,,2.3694,13.3307,5.6039,,10.3245,8.3306,70.8255,,1,701.8752,1.7885,5.8052,12.0354,58.6554,5.9958,,9.5786,133.863,8.4064,,2.368,1.6089
07-Feb-75,1.7719,39.7578,83.6931,,,,,,,,,,,,,,,,,,,2.3736,13.342,5.5993,,10.3221,8.3456,70.8048,,1,700.924,1.7955,5.8011,12.0365,58.4855,5.9791,,9.5585,134.0847,8.4263,,2.3736,1.6123
10-Feb-75,1.7782,39.5993,83.4925,,,,,,,,,,,,,,,,,,,2.3819,13.2455,5.5897,,10.36,8.3755,70.9401,,1,697.0909,1.8045,5.7884,12.0623,58.6833,5.9709,,9.5301,134.5422,8.4685,,2.3855,1.6191
11-Feb-75,1.7675,39.5528,83.323,,,,,,,,,,,,,,,,,,,2.372,13.2704,5.5974,,10.2949,8.3418,71.2014,,1,694.5571,1.7902,5.784,12.0124,58.6144,5.9627,,9.5403,134.2652,8.4586,,2.3827,1.6208
12-Feb-75,1.7718,39.6796,83.5398,,,,,,,,,,,,,,,,,,,2.3858,13.3002,5.5841,,10.3229,8.5188,71.3645,,1,698.5144,1.7948,5.7971,12.0042,58.5997,5.9723,,9.5616,134.6862,8.4806,,2.3889,1.6191
13-Feb-75,1.7725,39.365,83.0799,,,,,,,,,,,,,,,,,,,2.3851,13.2471,5.551,,10.2476,8.3438,71.4163,,1,704.3625,1.7957,5.7769,11.9541,58.3901,5.9095,,9.5245,134.6104,8.4849,,2.3901,1.6242
14-Feb-75,1.771,39.3732,83.4319,,,,,,,,,,,,,,,,,,,2.3861,13.2678,5.5581,,10.2437,8.3217,71.4241,,1,700.4937,1.7947,5.7805,11.953,58.0916,5.9017,,9.4919,134.2322,8.4866,,2.3906,1.6276
17-Feb-75,1.7731,39.435,82.9379,,,,,,,,,,,,,,,,,,,2.3872,13.2028,5.546,,10.2206,8.3297,71.4545,,1,700.9761,1.7965,5.7549,11.9466,58.1475,5.8973,,9.4902,134.3374,8.4948,,2.3929,1.6276
18-Feb-75,1.7733,39.4209,82.9826,,,,,,,,,,,,,,,,,,,2.3854,13.2061,5.5486,,10.243,8.3318,71.6103,,1,701.8221,1.7962,5.7516,11.9687,58.2099,5.9143,,9.4974,134.5147,8.4969,,2.3935,1.6279
19-Feb-75,1.7756,39.6067,83.2652,,,,,,,,,,,,,,,,,,,2.3925,13.2522,5.5826,,10.2558,8.3217,70.6098,,1,699.1111,1.7986,5.7516,11.9851,58.1394,5.9446,,9.5349,134.5717,8.5111,,2.3975,1.6293
20-Feb-75,1.7755,39.2083,83.1226,,,,,,,,,,,,,,,,,,,2.3962,13.2355,5.5343,,10.2223,8.3699,71.7112,,1,699.2193,1.7985,5.7353,11.9438,58.5364,5.8825,,9.4659,134.8162,8.5236,,2.401,1.6293
21-Feb-75,1.7739,39.3562,83.1334,,,,,,,,,,,,,,,,,,,2.4017,13.2088,5.5483,,10.2067,8.3518,71.8403,,1,695.3415,1.7971,5.7357,11.9294,58.1694,5.877,,9.4871,134.6713,8.5296,,2.4027,1.6217
24-Feb-75,1.7849,39.4867,83.0433,,,,,,,,,,,,,,,,,,,2.422,13.239,5.5524,,10.1835,8.4206,71.7206,,1,691.866,1.8099,5.745,11.9671,58.6972,5.8794,,9.4931,135.6358,8.5999,,2.4225,1.6318
25-Feb-75,1.7682,39.4631,82.9619,,,,,,,,,,,,,,,,,,,2.4234,13.1463,5.5811,,10.1889,8.3759,72.4392,,1,691.7518,1.7967,5.7363,11.9308,57.9742,5.8651,,9.4864,134.9188,8.5789,,2.4166,1.6318
26-Feb-75,1.7789,39.4902,82.641,,,,,,,,,,,,,,,,,,,2.4356,13.1392,5.5429,,10.1526,8.4144,72.4387,,1,692.1091,1.8024,5.7163,11.9004,58.2293,5.8411,,9.4847,135.4643,8.6059,,2.4242,1.6276
27-Feb-75,1.7771,39.3789,82.3995,,,,,,,,,,,,,,,,,,,2.4329,13.0528,5.5487,,10.0661,8.4026,72.4508,,1,693.9867,1.8044,5.6835,11.8962,58.0244,5.8219,,9.4684,135.0585,8.6187,,2.4278,1.631
28-Feb-75,1.7773,39.3255,82.586,,,,,,,,,,,,,,,,,,,2.4341,13.147,5.5301,,10.1107,8.4068,72.5714,,1,695.5441,1.8013,5.6887,11.896,58.1017,5.8357,,9.4427,135.0524,8.6229,,2.429,1.631
03-Mar-75,1.7803,39.3335,82.4861,,,,,,,,,,,,,,,,,,,2.4361,13.1039,5.5393,,10.1046,8.4067,72.7101,,1,693.9922,1.8032,5.6823,11.839,58.0394,5.8356,,9.3931,134.9794,8.4529,,2.4325,1.631
04-Mar-75,1.775,39.5037,82.7731,,,,,,,,,,,,,,,,,,,2.4353,13.1594,5.575,,10.1347,8.3964,72.7887,,1,691.1928,1.801,5.7166,11.8924,57.9922,5.9328,,9.4459,134.9587,8.4425,,2.4295,1.631
05-Mar-75,1.7788,39.6206,82.7945,,,,,,,,,,,,,,,,,,,2.4398,13.1846,5.5749,,10.1303,8.4595,72.6405,,1,693.7262,1.8054,5.7034,11.8692,58.6278,5.9273,,9.478,135.4354,8.4571,,2.4337,1.6276
06-Mar-75,1.7752,39.5246,82.9094,,,,,,,,,,,,,,,,,,,2.4317,13.1587,5.5973,,10.1603,8.4148,72.6258,,1,693.6711,1.7984,5.7357,11.8586,58.2429,5.9335,,9.4393,134.9857,8.4366,,2.4278,1.631
07-Mar-75,1.7633,39.7304,83.0003,,,,,,,,,,,,,,,,,,,2.4098,13.1833,5.6104,,10.1734,8.3699,72.6401,,1,689.2614,1.7876,5.7525,11.9071,57.9582,5.968,,9.4931,134.2404,8.3675,,2.4079,1.6276
10-Mar-75,1.7724,39.6301,82.9898,,,,,,,,,,,,,,,,,,,2.4055,13.2401,5.5889,,10.1782,8.4482,72.1512,,1,688.534,1.7937,5.7364,11.9119,58.6631,5.9541,,9.4768,134.7953,8.3615,,2.4062,1.6108
11-Mar-75,1.7813,39.6223,82.8774,,,,,,,,,,,,,,,,,,,2.4156,13.1206,5.5801,,10.1446,8.4912,72.1802,,1,692.9055,1.8067,5.7278,11.86,59.0459,5.9736,,9.4757,135.4084,8.4161,,2.4219,1.6192
12-Mar-75,1.7681,39.5996,83.2001,,,,,,,,,,,,,,,,,,,2.4095,13.1356,5.6109,,10.1867,8.402,72.1294,,1,692.7397,1.798,5.7278,11.8943,58.7607,5.9992,,9.5022,134.3928,8.3754,,2.4102,1.6243
13-Mar-75,1.7776,39.7591,83.3106,,,,,,,,,,,,,,,,,,,2.4136,13.1657,5.6105,,10.1842,8.4808,72.1862,,1,697.5963,1.804,5.7368,11.8951,58.8899,6.0073,,9.5219,135.0023,8.3456,,2.4155,1.6192
14-Mar-75,1.78,39.7003,83.0514,,,,,,,,,,,,,,,,,,,2.418,13.1468,5.6025,,10.1427,8.4889,72.2322,,1,696.2056,1.8023,5.7362,11.8533,58.946,6.0119,,9.508,135.0583,8.4019,,2.4178,1.6209
17-Mar-75,1.7792,39.72,83.0201,,,,,,,,,,,,,,,,,,,2.4183,13.1001,5.6053,,10.1446,8.481,72.295,,1,692.5596,1.8019,5.7439,11.9063,58.7575,6.0177,,9.5091,135.0769,8.406,,2.419,1.6243
18-Mar-75,1.7802,39.6795,82.9972,,,,,,,,,,,,,,,,,,,2.4249,13.1323,5.5971,,10.1399,8.5035,72.2315,,1,695.8473,1.806,5.7215,11.8796,58.7917,5.9883,,9.4821,135.2161,8.4283,,2.4254,1.6242
19-Mar-75,1.7814,39.6899,82.9018,,,,,,,,,,,,,,,,,,,2.4314,13.0875,5.5843,,10.1386,8.5039,72.1714,,1,700.0377,1.8053,5.7081,11.89,58.6846,5.9778,,9.4707,135.1738,8.4408,,2.429,1.6293
20-Mar-75,1.7796,39.9266,82.8349,,,,,,,,,,,,,,,,,,,2.4235,12.9457,5.5992,,10.1526,8.4992,72.1617,,1,695.9879,1.8024,5.724,11.8604,58.7141,6.0023,,9.475,135.0522,8.4241,,2.4242,1.6242
21-Mar-75,1.777,39.8689,83.0784,,,,,,,,,,,,,,,,,,,2.4205,13.1408,5.6165,,10.1638,8.4991,72.1744,,1,695.3462,1.7998,5.7388,11.8639,58.7262,6.0288,,9.4891,134.9056,8.4119,,2.4207,1.6242
24-Mar-75,1.7759,40.0288,83.1759,,,,,,,,,,,,,,,,,,,2.4165,13.0976,5.6314,,10.1728,8.4989,72.3027,,1,695.791,1.7972,5.751,11.8491,58.7138,6.0551,,9.4923,135.0248,8.3998,,2.4172,1.6209
25-Mar-75,1.7817,39.9765,83.3831,,,,,,,,,,,,,,,,,,,2.4116,13.1229,5.631,,10.154,8.5291,72.3397,,1,700.3017,1.8026,5.7658,11.8553,59.0107,6.0569,,9.4833,135.1472,8.3939,,2.4155,1.6173
26-Mar-75,1.7821,39.9992,83.6172,,,,,,,,,,,,,,,,,,,2.4089,13.124,5.6428,,10.1747,8.5185,72.3016,,1,700.397,1.8004,5.7688,11.8459,58.7926,6.0807,,9.4908,135.1241,8.3834,,2.4125,1.6176
27-Mar-75,1.7749,40.077,83.5419,,,,,,,,,,,,,,,,,,,2.3955,13.0892,5.6336,,10.1514,8.4959,72.3508,,1,701.8287,1.7957,5.7706,11.8333,58.5538,6.0969,,9.4847,134.7675,8.3494,,2.4027,1.6175
01-Apr-75,1.7855,39.9711,83.5782,,,,,,,,,,,,,,,,,,,2.4019,13.1459,5.6302,,10.1204,8.5264,72.3976,,1,700.3859,1.8037,5.7561,11.9095,58.8732,6.0648,,9.463,135.0591,8.3675,,2.4079,1.6125
02-Apr-75,1.7802,39.923,83.4819,,,,,,,,,,,,,,,,,,,2.4033,13.1026,5.641,,10.1096,8.5023,72.6546,,1,701.6621,1.8023,5.7597,11.8264,58.6805,6.0968,,9.4474,134.8665,8.3675,,2.4079,1.6175
03-Apr-75,1.7771,40.067,83.545,,,,,,,,,,,,,,,,,,,2.3942,13.1155,5.6521,,10.114,8.4938,72.1736,,1,701.6534,1.798,5.759,11.8183,58.7554,6.0977,,9.4679,134.8299,8.3473,,2.4021,1.6175
04-Apr-75,1.7722,40.2099,83.9818,,,,,,,,,,,,,,,,,,,2.3813,13.0706,5.6884,,10.1259,8.4771,72.1721,,1,698.5812,1.7894,5.7881,11.8096,58.7131,6.1235,,9.4859,134.3995,8.3073,,2.3906,1.631
07-Apr-75,1.7632,39.933,83.6262,,,,,,,,,,,,,,,,,,,2.3681,13.0139,5.6489,,10.0773,8.4626,72.3399,,1,694.2352,1.7907,5.7655,11.8038,58.6145,6.0673,,9.4407,134.0303,8.2698,,2.3798,1.6208
08-Apr-75,1.7706,39.8425,83.5907,,,,,,,,,,,,,,,,,,,2.3634,13.0828,5.628,,10.0409,8.4686,71.9954,,1,694.8027,1.7953,5.7458,11.7968,58.6802,6.0645,,9.451,134.1499,8.2757,,2.3815,1.6174
09-Apr-75,1.7667,39.8094,83.4713,,,,,,,,,,,,,,,,,,,2.3643,13.1074,5.6344,,10.0206,8.4327,71.7904,,1,693.6204,1.7901,5.746,11.7656,58.5726,6.0749,,9.4208,133.6968,8.2639,,2.3781,1.6208
10-Apr-75,1.7563,39.9566,83.5994,,,,,,,,,,,,,,,,,,,2.3468,12.8424,5.6402,,10.014,8.4261,71.8325,,1,689.3051,1.7806,5.7525,11.7684,58.4818,6.0809,,9.441,133.1021,8.2111,,2.3629,1.6123
11-Apr-75,1.7617,39.933,83.5802,,,,,,,,,,,,,,,,,,,2.347,13.1592,5.6415,,10.0128,8.4479,71.6542,,1,688.1821,1.7881,5.7479,11.7871,58.6694,6.0787,,9.4285,133.3782,8.2208,,2.3657,1.6072
14-Apr-75,1.7539,39.9713,83.7135,,,,,,,,,,,,,,,,,,,2.3349,13.0626,5.6474,,9.9398,8.4279,71.6368,,1,686.1117,1.7787,5.7699,11.8948,58.6608,6.0787,,9.4496,133.1121,8.1899,,2.3568,1.6038
15-Apr-75,1.7759,40.0513,83.5329,,,,,,,,,,,,,,,,,,,2.3399,13.2006,5.6486,,9.9329,8.4716,71.6202,,1,688.3477,1.7888,5.7557,11.8309,58.8586,6.0763,,9.4356,133.5201,8.2208,,2.3657,1.6038
16-Apr-75,1.761,39.9905,83.4594,,,,,,,,,,,,,,,,,,,2.3412,13.1389,5.6413,,9.9302,8.4619,71.5414,,1,689.1848,1.7879,5.7553,11.841,58.7789,6.07,,9.4226,133.5066,8.2229,,2.3663,1.6055
17-Apr-75,1.7618,39.9144,83.4982,,,,,,,,,,,,,,,,,,,2.3324,13.1568,5.6415,,9.9383,8.4421,71.5808,,1,690.1445,1.7894,5.7497,11.8406,58.6878,6.083,,9.4282,133.5687,8.2267,,2.3674,1.6089
18-Apr-75,1.7658,40.0374,83.6369,,,,,,,,,,,,,,,,,,,2.3353,13.176,5.6577,,9.9678,8.4563,71.6535,,1,692.7,1.7902,5.771,11.8806,58.7738,6.0959,,9.4584,133.8144,8.2521,,2.3747,1.6089
21-Apr-75,1.7569,39.9009,83.3455,,,,,,,,,,,,,,,,,,,2.3286,13.1054,5.6407,,9.9174,8.4243,71.8718,,1,691.4037,1.7803,5.7489,11.8439,58.6111,6.0655,,9.4224,133.3102,8.2093,,2.3624,1.6072
22-Apr-75,1.7549,39.7355,82.8373,,,,,,,,,,,,,,,,,,,2.3218,13.0322,5.6053,,9.8574,8.3944,71.587,,1,688.8275,1.7793,5.7219,11.8006,58.3321,6.0298,,9.3659,132.7892,8.1802,,2.354,1.6004
23-Apr-75,1.766,39.7483,82.8148,,,,,,,,,,,,,,,,,,,2.3328,13.0918,5.6036,,9.847,8.4403,71.2266,,1,693.805,1.7936,5.7103,11.8415,58.5913,6.0286,,9.367,133.3712,8.2364,,2.3702,1.6021
24-Apr-75,1.7534,39.6177,82.704,,,,,,,,,,,,,,,,,,,2.324,13.0097,5.597,,9.7952,8.3789,71.3679,,1,690.7966,1.7775,5.7043,11.8008,58.0934,6.0111,,9.3334,132.5387,8.1996,,2.3596,1.6055
