year,ARS-AUD,ARS-AUD,ARS-CAD,ARS-CNY,ARS-EUR,ARS-INR,ARS-IDR,ARS-JPY,ARS-KRW,ARS-MXN,ARS-RUB,ARS-SAR,ARS-ZAR,ARS-TRY,ARS-GBP,ARS-USD,AUD-ARS,AUD-BRL,AUD-CAD,AUD-CNY,AUD-EUR,AUD-INR,AUD-IDR,AUD-JPY,AUD-KRW,AUD-MXN,AUD-RUB,AUD-SAR,AUD-ZAR,AUD-TRY,AUD-GBP,AUD-USD,BRL-ARS,BRL-AUD,BRL-CAD,BRL-CNY,BRL-EUR,BRL-INR,BRL-IDR,BRL-JPY,BRL-KRW,BRL-MXN,BRL-RUB,BRL-SAR,BRL-ZAR,BRL-TRY,BRL-GBP,BRL-USD,CAD-ARS,CAD-AUD,CAD-BRL,CAD-CNY,CAD-EUR,CAD-INR,CAD-IDR,CAD-JPY,CAD-KRW,CAD-MXN,CAD-RUB,CAD-SAR,CAD-ZAR,CAD-TRY,CAD-GBP,CAD-USD,CNY-ARS,CNY-AUD,CNY-BRL,CNY-CAD,CNY-EUR,CNY-INR,CNY-IDR,CNY-JPY,CNY-KRW,CNY-MXN,CNY-RUB,CNY-SAR,CNY-ZAR,CNY-TRY,CNY-GBP,CNY-USD,EUR-ARS,EUR-AUD,EUR-BRL,EUR-CAD,EUR-CNY,EUR-INR,EUR-IDR,EUR-JPY,EUR-KRW,EUR-MXN,EUR-RUB,EUR-SAR,EUR-ZAR,EUR-TRY,EUR-GBP,EUR-USD,INR-ARS,INR-AUD,INR-BRL,INR-CAD,INR-CNY,INR-EUR,INR-IDR,INR-JPY,INR-KRW,INR-MXN,INR-RUB,INR-SAR,INR-ZAR,INR-TRY,INR-GBP,INR-USD,IDR-ARS,IDR-AUD,IDR-BRL,IDR-CAD,IDR-CNY,IDR-EUR,IDR-INR,IDR-JPY,IDR-KRW,IDR-MXN,IDR-RUB,IDR-SAR,IDR-ZAR,IDR-TRY,IDR-GBP,IDR-USD,JPY-ARS,JPY-AUD,JPY-BRL,JPY-CAD,JPY-CNY,JPY-EUR,JPY-INR,JPY-IDR,JPY-KRW,JPY-MXN,JPY-RUB,JPY-SAR,JPY-ZAR,JPY-TRY,JPY-GBP,JPY-USD,KRW-ARS,KRW-AUD,KRW-BRL,KRW-CAD,KRW-CNY,KRW-EUR,KRW-INR,KRW-IDR,KRW-JPY,KRW-MXN,KRW-RUB,KRW-SAR,KRW-ZAR,KRW-TRY,KRW-GBP,KRW-USD,MXN-ARS,MXN-AUD,MXN-BRL,MXN-CAD,MXN-CNY,MXN-EUR,MXN-INR,MXN-IDR,MXN-JPY,MXN-KRW,MXN-RUB,MXN-SAR,MXN-ZAR,MXN-TRY,MXN-GBP,MXN-USD,RUB-ARS,RUB-AUD,RUB-BRL,RUB-CAD,RUB-CNY,RUB-EUR,RUB-INR,RUB-IDR,RUB-JPY,RUB-KRW,RUB-MXN,RUB-SAR,RUB-ZAR,RUB-TRY,RUB-GBP,RUB-USD,SAR-ARS,SAR-AUD,SAR-BRL,SAR-CAD,SAR-CNY,SAR-EUR,SAR-INR,SAR-IDR,SAR-JPY,SAR-KRW,SAR-MXN,SAR-RUB,SAR-ZAR,SAR-TRY,SAR-GBP,SAR-ISD,ZAR-ARS,ZAR-AUD,ZAR-BRL,ZAR-CAD,ZAR-CNY,ZAR-EUR,ZAR-INR,ZAR-IDR,ZAR-JPY,ZAR-KRW,ZAR-MXN,ZAR-RUB,ZAR-SAR,ZAR-TRY,ZAR-GBP,ZAR-USD,TRY-ARS,TRY-AUD,TRY-BRL,TRY-CAD,TRY-CNY,TRY-EUR,TRY-INR,TRY-IDR,TRY-JPY,TRY-KRW,TRY-MXN,TRY-RUB,TRY-SAR,TRY-ZAR,TRY-GBP,TRY-USD,GBP-ARS,GBP-AUD,GBP-BRL,GBP-CAD,GBP-CNY,GBP-EUR,GBP-INR,GBP-IDR,GBP-JPY,GBP-KRW,GBP-MXN,GBP-RUB,GBP-SAR,GBP-ZAR,GBP-TRY,GBP-USD,USD-ARS,USD-AUD,USD-BRL,USD-CAD,USD-CNY,USD-EUR,USD-INR,USD-IDR,USD-JPY,USD-KRW,USD-MXN,USD-RUB,USD-SAR,USD-SAR,USD-TRY,USD-GBP,ARG-population,AUS-population,BRL-population,CAD-population,CNY-population,EUR-population,GBP-population,IDR-population,INR-population,JPY-population,KRW-population,MEX-population,RUB-population,SAR-population,TRY-population,USD-population,ZAR-population,ARG-employment,AUS-employment,BRL-employment,CAD-employment,CNY-employment,EUR-employment,GBP-employment,IDR-employment,INR-employment,JPY-employment,KRW-employment,MEX-employment,RUB-employment,SAR-employment,TRY-employment,USD-employment,ZAR-employment,ARG-import,AUS-import,BRL-import,CAD-import,CNY-import,EUR-import,GBP-import,IDR-import,INR-import,JPY-import,KRW-import,MEX-import,RUB-import,SAR-import,TRY-import,USD-import,ZAR-import,ARG-export,AUS-export,BRL-export,CAD-export,CNY-export,EUR-export,GBP-export,IDR-export,INR-export,JPY-export,KRW-export,MEX-export,RUB-export,SAR-export,TRY-export,USD-export,ZAR-export,ARG-foreigntrade,AUS-foreigntrade,BRL-foreigntrade,CAD-foreigntrade,CNY-foreigntrade,EUR-foreigntrade,GBP-foreigntrade,IDR-foreigntrade,INR-foreigntrade,JPY-foreigntrade,KRW-foreigntrade,MEX-foreigntrade,RUB-foreigntrade,SAR-foreigntrade,TRY-foreigntrade,USD-foreigntrade,ZAR-foreigntrade,ARG-GDP,AUS-GDP,BRL-GDP,CAD-GDP,CNY-GDP,EUR-GDP,GBP-GDP,IDR-GDP,INR-GDP,JPY-GDP,KRW-GDP,MEX-GDP,RUB-GDP,SAR-GDP,TRY-GDP,USD-GDP,ZAR-GDP,ARG-InflationGDPdeflator,AUS-InflationGDPdeflator,BRL-InflationGDPdeflator,CAD-InflationGDPdeflator,CNY-InflationGDPdeflator,EUR-InflationGDPdeflator,GBP-InflationGDPdeflator,IDR-InflationGDPdeflator,INR-InflationGDPdeflator,JPY-InflationGDPdeflator,KRW-InflationGDPdeflator,MEX-InflationGDPdeflator,RUB-InflationGDPdeflator,SAR-InflationGDPdeflator,TRY-InflationGDPdeflator,USD-InflationGDPdeflator,ZAR-InflationGDPdeflator,ARG-Inflationconsumerprices,AUS-Inflationconsumerprices,BRL-Inflationconsumerprices,CAD-Inflationconsumerprices,CNY-Inflationconsumerprices,EUR-Inflationconsumerprices,GBP-Inflationconsumerprices,IDR-Inflationconsumerprices,INR-Inflationconsumerprices,JPY-Inflationconsumerprices,KRW-Inflationconsumerprices,MEX-Inflationconsumerprices,RUB-Inflationconsumerprices,SAR-Inflationconsumerprices,TRY-Inflationconsumerprices,USD-Inflationconsumerprices,ZAR-Inflationconsumerprices,ARG-interestrate,AUS-interestrate,BRL-interestrate,CAD-interestrate,CNY-interestrate,EUR-interestrate,GBP-interestrate,IDR-interestrate,INR-interestrate,JPY-interestrate,KRW-interestrate,MEX-interestrate,RUB-interestrate,SAR-interestrate,TRY-interestrate,USD-interestrate,ZAR-interestrate
1991,,,,,,,,,,,,,,,,,,,0.892472113,,,17.71546083,,104.9316072,,2.351241665,,2.921106749,2.150962797,,0.441683025,0.7789618,,,,,,,,,,,,,,,,,,1.12048319,,,,19.84987606,,117.5741019,,2.634526761,,3.273051007,2.410117655,,0.494898405,0.872813602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056447868,,0.050378148,,,,5.923165541,,0.13272258,,0.164890249,0.121417265,,0.024932065,0.043970733,,,,,,,,,,,,,,,,,,0.009530017,,0.008505274,,,0.168828643,,,0.022407373,,0.027838197,0.020498712,,0.004209247,0.007423519,,,,,,,,,,,,,,,,,,0.425307196,,0.379574812,,,7.534512975,,44.62816762,,,1.242367721,0.914819956,,0.187850969,0.331298059,,,,,,,,,,,,,,,,,,0.342336,,0.305525333,,,6.06464,,35.92186667,,0.804914667,,0.736352,,0.151204,0.266666667,,0.464908087,,0.414917503,,,8.236061014,,48.78355279,,1.093111266,,1.358046152,,0.20534201,0.362145641,,,,,,,,,,,,,,,,,,2.264067088,,2.020616739,,,40.10899183,,237.5721983,,5.32336887,,6.613581651,4.869924076,,1.763621774,,1.28376,,1.14572,,,22.7424,,134.707,,3.01843,,3.75,2.76132,,0.567015,33193918,17284000,151976577,28171682,1150780000,478976406,57424897,184615979,888054875,123921000,43295704,87071512,148624000,16867829,54840531,252981000,37692367,94.19999981,90.42099953,89.78899956,89.69999981,95.11000013,91.17751713,91.44799995,97.41000009,96.00399995,97.9000001,97.59299994,96.9519999,87.88799953,93.03499985,91.78999996,93.19999981,76.06699944,11531201154,52891452790,52310000000,1.52E+11,43941659170,1.97E+12,2.54E+11,31469555328,22887476748,3.01E+11,85461512238,60602974424,67259259259,48117222964,24956952381,6.24E+11,21011842248,14561091033,52249430971,52310000000,1.49E+11,58573892129,1.94E+12,2.50E+11,31924916523,22875165148,3.53E+11,78673621054,51459972502,68740740741,50652603471,20765547619,5.95E+11,26149639662,0.137530542,0.322450198,0.165909166,0.492020536,0.267404326,0.497580307,0.441609421,0.543589322,0.171715761,0.182820433,0.503892795,0.356373224,0.262567036,0.746992776,0.304760117,0.19735512,0.380508116,1.90E+11,3.26E+11,6.03E+11,6.10E+11,3.83E+11,7.87E+12,1.14E+12,1.17E+11,2.67E+11,3.58E+12,3.26E+11,3.14E+11,5.18E+11,1.32E+11,1.50E+11,6.17E+12,1.24E+11,132.9532282,3.042064209,414.2362617,3.094211252,6.68367145,3.888005908,6.436158125,8.767038886,13.75181894,2.605734723,9.484622004,23.25061944,128.6297717,-2.262508347,59.16410687,3.328513079,15.65197583,171.6716965,3.222679913,432.7846016,5.615234375,3.5435753,5.485300419,7.532649254,9.416131453,13.87024609,3.298059965,9.3,22.66151183,,4.861111111,65.96942143,4.234963965,15.33477322,,10.06831777,,6.637898156,1.833765677,,4.940825844,15.41486706,3.624716594,4.799454231,0.470730945,,,,,4.969412703,4.029783443
1992,,,,,,,,,,,,,,,,,,,0.887695076,,,19.03433335,,93.01288877,,2.272904197,,2.754011677,2.094525025,,0.4184438,0.734403114,,,,,,,,,,,,,,,,,,1.126512952,,,,21.44242304,,104.7802239,,2.560456016,,3.102429823,2.359509568,,0.47138236,0.82731462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052536644,,0.04663652,,,,4.886585051,,0.119410759,,0.144686532,0.110039316,,0.021983633,0.038583075,,,,,,,,,,,,,,,,,,0.010751198,,0.009543786,,,0.20464189,,,0.024436444,,0.029608925,0.022518654,,0.004498772,0.007895713,,,,,,,,,,,,,,,,,,0.43996575,,0.39055543,,,8.374454748,,40.92248538,,,1.211670813,0.921519274,,0.18410094,0.323112217,,,,,,,,,,,,,,,,,,0.363106667,,0.322328,,,6.911493333,,33.7736,,0.825306667,,0.760536,,0.151939733,0.266666667,,0.477435212,,0.423816887,,,9.087660983,,44.4076283,,1.085164498,,1.31486215,,0.199779804,0.350629907,,,,,,,,,,,,,,,,,,2.389807187,,2.121420072,,,45.48838662,,222.2828701,,5.431802785,,6.581556898,5.005510957,,1.75508184,,1.36165,,1.20873,,,25.9181,,126.651,,3.0949,,3.75,2.85201,,0.569774,33655151,17495000,154564278,28519597,1164970000,480438473,57580402,187766086,906021106,124229000,43747962,88828310,148689000,17378833,55748875,256514000,38646788,93.30000019,89.27099991,88.42099953,88.80000019,95.61000013,90.58353311,90.22299957,97.20000005,96.09899998,97.79999995,97.48699999,96.90400004,94.81899977,93.046,91.49100018,92.5,76.46699905,18606904906,53566869184,43538125000,1.57E+11,61849400129,2.12E+12,2.70E+11,34649936943,27574767577,3.02E+11,87029142381,73709195127,2.22E+11,49331375167,27484942029,6.68E+11,22581697055,15095901878,54226716911,43538125000,1.55E+11,68851090750,2.10E+12,2.62E+11,37629266178,25410266170,3.81E+11,86206110293,55406026689,2.87E+11,53610680908,22805811594,6.33E+11,27855890603,0.147309806,0.330967325,0.192533436,0.527173346,0.306150923,0.492355279,0.451278514,0.564562334,0.186328281,0.17510247,0.494885596,0.355093331,1.105768937,0.750920202,0.317373656,0.198927439,0.374874584,2.29E+11,3.26E+11,4.01E+11,5.92E+11,4.27E+11,8.57E+12,1.18E+12,1.28E+11,2.84E+11,3.90E+12,3.50E+11,3.64E+11,4.60E+11,1.37E+11,1.58E+11,6.54E+12,1.35E+11,11.92076022,1.495656856,968.1842555,1.50146792,8.198264637,4.048595663,3.363404796,7.288856258,8.96515236,1.58817394,7.742931257,14.41103367,1490.418425,-0.296625776,65.19943828,2.279550581,14.56769558,24.8999486,0.985915493,951.6484599,1.505845056,6.340344882,4.669439274,4.261548471,7.52573572,11.78781925,1.707358716,6.306306306,15.50854449,,-0.077006006,70.07279114,3.028819678,13.87470208,,8.953758967,,5.889273199,0.408264739,,5.998330405,15.60691171,9.132749407,4.491247242,2.094864802,,,,,3.883587739,3.786527895
1993,,,,,,,,,,,,,,,,,,,0.877264444,,,20.73584213,,75.61609183,,2.118662278,,2.550048961,2.222105864,,0.453403465,0.680013056,,,,,,,,,,,,,,,,,,1.139907137,,,,23.63693443,,86.19532273,,2.415078252,,2.90681901,2.532994334,,0.516837846,0.775151736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048225676,,0.042306671,,,,3.64663713,,0.10217392,,0.122977835,0.107162557,,0.021865689,0.032794089,,,,,,,,,,,,,,,,,,0.013224698,,0.011601558,,,0.274225256,,,0.028018669,,0.033723628,0.02938668,,0.005996124,0.008992968,,,,,,,,,,,,,,,,,,0.471995943,,0.414065258,,,9.78723336,,35.69048857,,,1.203612764,1.048824953,,0.214004596,0.320963404,,,,,,,,,,,,,,,,,,0.392149333,,0.344018667,,,8.131546667,,29.6528,,0.830832,,0.871397333,,0.177801867,0.266666667,,0.450023564,,0.394789671,,,9.331617571,,34.02902312,,0.953447949,,1.147582121,,0.204042243,0.306021899,,,,,,,,,,,,,,,,,,2.205541149,,1.934842829,,,45.73375308,,166.7744021,,4.672796836,,5.624237916,4.900945922,,1.499796778,,1.47056,,1.29007,,,30.4933,,111.198,,3.11562,,3.75,3.26774,,0.666757,34110917,17667000,157132682,28833410,1178440000,482099284,57718614,190879523,924057817,124536000,44194628,90600453,148520000,17859750,56653729,259919000,39619539,89.89999962,89.1260004,89.01299953,88.60000038,95.67000008,89.16772386,89.65200043,95.76399994,95.94000006,97.5,97.12199998,96.78600001,94.1170001,94.01399994,91.03800011,93.0999999,74.09300041,22049649550,55920460933,45983167702,1.68E+11,86072328750,1.87E+12,2.59E+11,37555937063,27354991286,3.11E+11,90604108787,69669686417,1.33E+11,44483311081,34850745455,7.20E+11,23233160939,16357317618,54747048904,45983167702,1.68E+11,79894597198,1.95E+12,2.55E+11,42274397859,27384893529,4.05E+11,93227353707,61187516048,1.66E+11,45678237650,24636054545,6.55E+11,29313278453,0.162231515,0.354280213,0.195993163,0.582448076,0.373185053,0.489364335,0.484802589,0.505233859,0.198642133,0.160116991,0.475873962,0.259656455,0.686985034,0.678070029,0.330170878,0.199859044,0.391233219,2.37E+11,3.12E+11,4.38E+11,5.77E+11,4.45E+11,7.81E+12,1.06E+12,1.58E+11,2.76E+11,4.47E+12,3.86E+11,5.04E+11,4.35E+11,1.33E+11,1.80E+11,6.88E+12,1.34E+11,-1.466659942,0.877815233,2001.347726,1.302939151,15.20223767,4.537241245,2.715823681,19.15257826,9.861782853,0.437403851,6.197872139,34.08150607,887.8407362,-1.664308893,68.37942838,2.379261482,12.98156329,10.6114941,1.813110181,1927.983498,1.84136899,14.583266,4.608314712,2.50650026,9.687785514,6.362038664,1.267416485,4.745762712,9.751530555,874.6218469,1.055795314,66.09708259,2.951656966,9.717446554,,8.464548339,,4.574952008,-3.665065676,,3.21061501,1.203573126,5.814776514,4.407760435,2.246241988,-12.19519869,,,,3.536593706,2.811759681
1994,,,,,,,,,,,,,,,,,,,0.99845732,,,22.93818315,,74.72710656,,2.467643941,,2.741729117,2.596088467,,0.477738622,0.731127765,,,,,,,,,,,,,,,,,,1.001545063,,,,22.97362409,,74.84256466,,2.471456606,,2.745965262,2.600099587,,0.478476758,0.732257403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043595432,,0.043528178,,,,3.257760481,,0.107578003,,0.119526865,0.113177598,,0.020827222,0.031873831,,,,,,,,,,,,,,,,,,0.013382025,,0.013361381,,,0.306959338,,,0.033022073,,0.036689887,0.034740921,,0.00639311,0.00978397,,,,,,,,,,,,,,,,,,0.405244851,,0.404619688,,,9.295580602,,30.28277513,,,1.111071606,1.052051483,,0.193601116,0.296285762,,,,,,,,,,,,,,,,,,0.364733333,,0.364170667,,,8.36632,,27.25546667,,0.900032,,0.94688,,0.1742472,0.266666667,,0.385194886,,0.384600653,,,8.835670835,,28.78449927,,0.950523826,,1.056100034,,0.184022474,0.281626676,,,,,,,,,,,,,,,,,,2.093194802,,2.089965673,,,48.01408574,,156.418391,,5.165259471,,5.738973137,5.434118884,,1.530392837,,1.36775,,1.36564,,,31.3737,,102.208,,3.37512,,3.75,3.5508,,0.653427,34558115,17855000,159705123,29111906,1191835000,483262847,57865745,193945272,942204249,124961000,44641540,92349147,148336000,18311090,57564132,263126000,40558495,87.89999962,90.28100014,89.39599991,89.60000038,95.65999985,88.60296955,90.35000038,92.02799988,96.29999995,97.0999999,97.52399993,95.75299978,91.86900043,93.93300009,91.42300034,93.9000001,80,27299750000,59734347976,53941811356,1.83E+11,97250445198,2.09E+12,2.88E+11,44869883142,33271248862,3.48E+11,1.12E+11,84163224793,91639498027,35240587450,26639520270,8.13E+11,26964909316,19385000000,58015219647,53941811356,1.90E+11,1.09E+11,2.19E+12,2.88E+11,46896633114,32265046188,4.42E+11,1.10E+11,70326131078,1.10E+11,45960747664,27918206081,7.21E+11,30010701814,0.181342255,0.36430513,0.193329055,0.643981499,0.365178497,0.515597583,0.505616997,0.51877101,0.202955359,0.161044764,0.488754504,0.29297148,0.509536988,0.600713174,0.417458523,0.209935071,0.407689533,2.57E+11,3.23E+11,5.58E+11,5.78E+11,5.64E+11,8.30E+12,1.14E+12,1.77E+11,3.23E+11,4.91E+12,4.56E+11,5.27E+11,3.95E+11,1.35E+11,1.31E+11,7.31E+12,1.40E+11,2.849339715,1.000644772,2302.840778,1.470340198,20.60083523,3.542473567,1.355494873,7.776572803,9.980044775,0.115040531,8.101918071,8.232957108,307.2980569,1.094949957,104.7491372,2.128132874,9.524817161,4.177347244,1.894977169,2075.887182,0.185279836,24.23708802,4.708528467,1.97849026,8.518497243,10.21150033,0.687940323,6.256742179,6.965778139,307.6344092,0.564325479,106.2627286,2.607441592,8.938547486,7.010085793,8.006736241,,5.326344419,-7.977420065,,4.052358943,9.263077251,4.337109732,4.013758686,0.368246869,10.22520606,,,,4.905798548,5.531637787
1995,,,,,,,,,,,,,,,,,,,1.017353209,,,24.03734535,,69.72387567,,4.758545029,,2.779775098,2.688665189,,0.469721207,0.741273359,,,,,,,,,,,,,,,,,,0.982942788,,,,23.62733526,,68.53458075,,4.677377517,,2.732359885,2.642804057,,0.461709073,0.728629303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041601932,,0.042323859,,,,2.900647915,,0.197964665,,0.115644014,0.111853666,,0.01954131,0.030838404,,,,,,,,,,,,,,,,,,0.014342289,,0.014591174,,,0.344750562,,,0.06824843,,0.039868339,0.038561614,,0.006736878,0.010631557,,,,,,,,,,,,,,,,,,0.210148269,,0.213795016,,,5.051406513,,14.65235177,,,0.584164925,0.565018335,,0.098711099,0.155777313,,,,,,,,,,,,,,,,,,0.359741333,,0.365984,,,8.647226667,,25.08256,,1.711845333,,0.967224,,0.168978133,0.266666667,,0.371931769,,0.378385979,,,8.940252379,,25.93252442,,1.76985407,,1.03388667,,0.17470424,0.275703112,,,,,,,,,,,,,,,,,,2.128922401,,2.165866037,,,51.17364298,,148.4367208,,10.13057311,,5.917925475,5.72395955,,1.57811346,,1.34903,,1.37244,,,32.4271,,94.0596,,6.41942,,3.75,3.62709,,0.633668,34994814,18072000,162296612,29354000,1204855000,484271345,58019030,196957849,960482795,125439000,45092991,94045579,148375726,18735841,58486381,266278000,41426810,94.19999981,91.53100014,90.09200001,90.5,95.44999981,89.20038394,91.30599976,96.38100004,96.02600002,96.79999995,97.93700004,93.11499977,90.55099964,94.09499979,92.35599995,94.4000001,83.10000038,26038000000,73036828037,57921978860,1.99E+11,1.20E+11,2.54E+12,3.32E+11,55882279824,43216689533,4.20E+11,1.49E+11,71983639437,1.02E+11,39711615487,41271567686,9.03E+11,33385624879,24978750000,65793733294,57921978860,2.18E+11,1.35E+11,2.68E+12,3.36E+11,53185312942,38952670261,4.89E+11,1.44E+11,86544700439,1.16E+11,53521228304,33713478166,8.13E+11,34412064735,0.19771501,0.37685579,0.166326623,0.690973757,0.347590626,0.543621015,0.506129252,0.539585901,0.231153055,0.166794935,0.527850522,0.46111595,0.551837816,0.650417671,0.442426348,0.223821839,0.436109387,2.58E+11,3.68E+11,7.86E+11,6.04E+11,7.35E+11,9.61E+12,1.32E+12,2.02E+11,3.55E+11,5.45E+12,5.56E+11,3.44E+11,3.96E+11,1.43E+11,1.69E+11,7.66E+12,1.55E+11,3.16512339,2.218595917,93.52187915,2.260575656,13.67043908,4.196436117,9.526789477,9.882045131,9.062702221,-0.533482453,6.940949518,31.58003385,144.0030922,5.818222091,86.00754244,2.085676645,10.19676175,3.37611685,4.638135783,66.00787631,2.168229067,16.89706397,4.27489692,2.656452094,9.432054587,10.22488756,-0.123477116,4.479695431,34.999275,197.4713847,4.868431031,88.10770257,2.805419689,8.680425266,14.23111105,8.101660964,,6.244104961,-1.416761557,,-2.586686317,8.162954671,5.864178112,4.060980405,1.925408827,21.16706615,72.25533064,,,6.605716143,6.986658651
1996,,,,,,,,,,,,,,,,,,,1.06699482,,,27.72854616,,85.12591364,,5.947012975,,2.934593774,3.364492198,,0.501587028,0.78255834,,,,,,,,,,,,,,,,,,0.937211673,,,,25.98751714,,79.78099995,,5.57360998,,2.750335541,3.153241362,,0.470093218,0.733422811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036063918,,0.038480013,,,,3.069973923,,0.214472585,,0.105832948,0.121336769,,0.018089193,0.028222119,,,,,,,,,,,,,,,,,,0.011747304,,0.012534313,,,0.325735666,,,0.06986137,,0.034473566,0.039523713,,0.005892295,0.009192951,,,,,,,,,,,,,,,,,,0.168151643,,0.179416932,,,4.662600583,,14.3140622,,,0.493456763,0.565744889,,0.084342683,0.13158847,,,,,,,,,,,,,,,,,,0.340762667,,0.363592,,,9.448853333,,29.00773333,,2.02652,,1.146493333,,0.170922133,0.266666667,,0.297221673,,0.317133985,,,8.241524882,,25.30126647,,1.767581146,,0.872224871,,0.149082536,0.232593299,,,,,,,,,,,,,,,,,,1.993671972,,2.127237666,,,55.28162532,,169.7131481,,11.85639309,,5.850617357,6.707693796,,1.560164629,,1.27786,,1.36347,,,35.4332,,108.779,,7.59945,,3.75,4.29935,,0.640958,35419682,18311000,164913306,29671900,1217550000,485000714,58166950,199914831,978893217,125757000,45524681,95687452,148160042,19131578,59423208,269394000,42210216,82.79999924,91.49400043,88.8039999,90.39999962,95.40999985,89.20172403,91.80799961,95.5999999,96.04900002,96.5999999,97.9519999,94.75099993,90.33500004,93.62099981,93.37099981,94.5999999,79,30148250000,77569802731,57235100985,2.09E+11,1.37E+11,2.62E+12,3.60E+11,60116979038,45250757676,4.37E+11,1.69E+11,95359265205,85589979710,42253404539,50498579853,9.64E+11,33340311213,28381250000,75814112291,57235100985,2.33E+11,1.61E+11,2.78E+12,3.63E+11,58717201042,40681677283,4.58E+11,1.51E+11,1.06E+11,1.02E+11,63501201602,39094658477,8.68E+11,35544390947,0.215063582,0.381723496,0.156355621,0.702995051,0.345390746,0.54936203,0.518872594,0.522647437,0.221671871,0.185244983,0.535043463,0.507242489,0.479230018,0.666538556,0.493693149,0.226112414,0.466673285,2.72E+11,4.02E+11,8.50E+11,6.29E+11,8.64E+11,9.82E+12,1.39E+12,2.27E+11,3.88E+11,4.83E+12,5.98E+11,3.97E+11,3.92E+11,1.59E+11,1.81E+11,8.10E+12,1.48E+11,-0.052375497,2.686613171,15.99427874,1.744551308,6.501037027,3.926128222,4.071251929,8.676509755,7.575018288,-0.496420148,4.255407795,29.24924675,45.8018959,7.842928275,77.22351221,1.825553431,7.898718058,0.155695901,2.6124197,15.7574361,1.570531125,8.324015061,3.339602074,2.481100989,7.968480169,8.977149075,0.131871755,4.923429226,34.37765819,47.74166667,1.222069564,80.34690278,2.9312042,7.354125906,10.56874426,6.85829757,,4.243911479,3.360495891,,1.813451235,9.699419192,7.792994302,3.169738703,4.397462254,5.521569185,69.27649109,,,6.329727347,10.77131915
1997,,,,,,,,,,,,,,,,,,,1.027638825,,,26.95104573,,89.79723612,,5.876931526,,2.783179207,3.419940922,,0.453350948,0.742181122,,,,,,,,,,,,,,,,,,0.973104534,,,,26.2261848,,87.38209762,,5.718868715,,2.708324306,3.327960018,,0.441157863,0.722219815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037104312,,0.038129831,,,,3.331864634,,0.218059499,,0.103267949,0.126894554,,0.016821275,0.02753812,,,,,,,,,,,,,,,,,,0.0111362,,0.011443992,,,0.300132241,,,0.065446686,,0.030994041,0.038085147,,0.005048607,0.008265078,,,,,,,,,,,,,,,,,,0.170156823,,0.174859758,,,4.58590433,,15.27961245,,,0.473576933,0.581926284,,0.077140757,0.126287182,,,,,,,,,,,,,,,,,,0.359301333,,0.369232,,,9.683546667,,32.26426667,,2.111589333,,1.228789333,,0.1628896,0.266666667,,0.292402712,,0.300484379,,,7.880558859,,26.25695536,,1.718430716,,0.813809148,,0.132561047,0.217015773,,,,,,,,,,,,,,,,,,2.205796646,,2.266762273,,,59.44852628,,198.0744422,,12.96331585,,6.13912736,7.543694216,,1.637100629,,1.34738,,1.38462,,,36.3133,,120.991,,7.91846,,3.75,4.60796,,0.610836,35833969,18517000,167545164,29987200,1230075000,485892088,58316954,202826465,997405318,126057000,45953580,97281739,147915307,19505576,60372499,272657000,42921506,85.10000038,91.63799953,88.41600037,90.89999962,95.4000001,89.54723744,92.92799997,95.30000019,95.61399984,96.5999999,97.39199996,95.94500017,88.18700027,93.50600004,93.15899992,95.0999999,77.10000038,37413750000,81973704805,61679962894,2.37E+11,1.45E+11,2.61E+12,3.86E+11,60700151259,49490977677,4.19E+11,1.65E+11,1.16E+11,91218668971,43199465955,57688103357,1.06E+12,34878038194,30928250000,83327594303,61679962894,2.49E+11,1.78E+11,2.78E+12,3.93E+11,60106038404,44327025623,4.66E+11,1.62E+11,1.21E+11,1.00E+11,64989052069,46664617512,9.54E+11,36601345486,0.233361447,0.379046238,0.165761814,0.743849774,0.335778757,0.582147626,0.506861436,0.559938588,0.228645775,0.20040737,0.586330399,0.493200935,0.472571326,0.65188117,0.549703236,0.233441656,0.468452619,2.93E+11,4.36E+11,8.83E+11,6.53E+11,9.62E+11,9.27E+12,1.54E+12,2.16E+11,4.10E+11,4.41E+12,5.58E+11,4.81E+11,4.05E+11,1.66E+11,1.90E+11,8.61E+12,1.53E+11,-0.463913131,1.224605578,7.728887519,1.14132265,1.622145564,4.005616988,1.958295113,12.5713763,6.476271263,0.503366305,4.064135225,17.79880479,15.05915883,3.459724499,81.45486258,1.711503645,7.938024398,0.527258257,0.250417362,6.925316945,1.621216381,2.806843185,2.65393466,1.777945905,6.229896168,7.16425362,1.761461849,4.446869458,20.62648433,14.76676632,0.057151022,85.7332416,2.337689937,8.597770154,9.751652327,5.870174603,65.40905363,3.773937875,6.905831792,,4.516655444,8.21356548,6.909578991,1.93572325,7.507419751,3.685262528,14.75980531,,,6.616914292,11.17490863
