DATE,XUDLADG,XUDLASG,XUDLBFG,XUDLBK67,XUDLBK82,XUDLCDG,XUDLDKG,XUDLDMG,XUDLERG,XUDLFFG,XUDLFMG,XUDLGBG,XUDLGDG,XUDLILG,XUDLIPG,XUDLJYG,XUDLNDG,XUDLNGG,XUDLNKG,XUDLPEG,XUDLSFG,XUDLSKG,XUDLSPG,XUDLUSG
21-Nov-84,154.3676,91.57,89.98,,,96.7606,90.6668,83.77,78.4579,94.7,95.03,107.32,209.8,103.88,94.21,73.3816,109.3982,86.69,111.6169,143.33,89.9683,107.565,96.81,151.5231
22-Nov-84,154.7894,91.73,90.13,,,96.8875,90.8574,83.89,78.6436,94.63,95.05,107.19,208.75,104.03,94.32,73.6007,108.9245,86.92,111.8398,142.6,90.1288,107.5268,96.67,150.8122
23-Nov-84,154.9796,91.55,89.89,,,96.8417,90.6791,83.61,78.3312,94.66,95.03,107.02,210.2,104.05,94.21,73.8136,109.1425,86.7,111.7881,143.58,90.1505,107.6563,96.73,151.3883
26-Nov-84,155.3921,91.45,89.97,,,96.8909,90.761,83.48,78.1812,94.61,94.81,106.14,211.88,104.05,94.22,73.6189,109.2295,86.58,111.6185,142.78,90.2855,107.8065,96.83,152.5111
27-Nov-84,155.4412,91.36,89.82,,,96.7185,90.758,83.49,78.1069,94.59,94.84,106.74,209.44,103.99,94.16,73.7635,109.2522,86.57,111.6721,143.37,90.158,107.5802,96.72,152.2431
28-Nov-84,156.5231,91.45,89.8,,,96.6096,90.6794,83.32,77.8426,94.51,94.93,106.37,210.07,103.8,94.02,73.8471,109.3511,86.4,111.6528,143.09,90.4056,107.618,96.81,152.9727
29-Nov-84,156.8852,91.38,89.79,,,96.7646,90.6196,83.29,77.8389,94.46,94.96,106.41,209.99,103.88,93.94,73.8418,109.3448,86.44,111.8632,142.79,90.3744,107.6618,96.99,152.8723
30-Nov-84,156.8,91.36,89.78,,,96.6873,90.4026,83.15,77.5428,94.19,94.96,107.34,210.26,103.92,93.51,73.4957,109.4484,86.22,111.8144,143.1,90.0849,107.5779,96.93,153.4286
03-Dec-84,156.7694,91.34,89.68,,,96.6563,90.4623,83.1,77.5302,94.26,94.74,106.8,209.69,103.93,93.73,73.4703,109.2752,86.24,111.7202,143.28,89.9917,107.7687,97,153.93
04-Dec-84,155.9288,91.48,89.69,,,96.7131,90.647,83.42,78.0273,94.44,94.87,106.91,208.71,104.17,94.21,73.468,109.3496,86.4,111.5807,142.11,89.8832,107.4386,97.15,152.7941
05-Dec-84,155.8094,91.54,89.81,,,96.7475,90.861,83.19,77.872,94.27,95.07,107.04,209.87,104.26,94.13,73.5438,109.4273,86.4,111.7096,142.65,89.7623,107.4705,97.41,152.9596
06-Dec-84,154.9136,91.43,89.72,,,96.7194,90.752,83.25,77.8721,94.37,94.92,106.94,209.05,104.11,93.96,73.5403,109.3777,86.35,111.6045,143.03,89.9381,107.5343,97.38,153.0282
07-Dec-84,155.3411,91.35,89.61,,,96.8107,90.7745,83.23,77.8001,94.31,95.08,106.99,210.43,104.1,93.82,73.4468,109.4711,86.27,111.6753,143.34,89.939,107.3255,97.53,153.2254
10-Dec-84,153.7303,91.45,89.69,,,96.888,90.9309,83.18,77.7749,94.26,94.75,107.1,209.16,104.23,93.95,73.6424,109.0973,86.3,111.7048,142.75,89.8355,107.4215,97.42,153.0011
11-Dec-84,154.1315,91.46,89.7,,,97.0193,91.0036,83.27,77.8622,94.21,95.06,106.9,208.95,104.28,94.09,73.5556,109.2714,86.28,111.6991,142.77,89.7718,107.3433,97.43,153.0001
12-Dec-84,154.7775,91.41,89.81,,,96.8466,91.1736,83.2,77.8311,94.18,94.88,106.77,209.36,104.32,94.13,73.5229,109.3844,86.25,111.5921,142.85,89.6769,107.3906,97.51,153.2953
13-Dec-84,154.1539,91.38,89.8,,,96.89,91.1053,83.17,77.7469,94.16,95.18,106.41,210.38,104.04,94.16,73.592,109.3715,86.28,111.8327,143.8,89.8471,107.2851,97.58,153.6122
14-Dec-84,153.3583,91.37,89.87,,,96.9088,91.0843,83.12,77.7975,94.08,94.99,106.27,210.14,104.4,94.12,73.4377,109.3196,86.33,111.8213,143.03,89.8785,107.3404,97.67,153.8031
17-Dec-84,153.564,91.41,89.94,,,96.962,91.1818,83.15,77.9099,94.14,94.92,106.15,209.93,104.43,94.32,73.4678,109.1605,86.3,111.7346,142.94,89.8669,107.3552,97.91,153.5867
18-Dec-84,152.978,91.4,90.11,,,97.1029,91.1751,83.31,78.1904,94.34,94.76,105.42,208.92,104.51,94.59,73.6802,109.1535,86.36,111.5392,142.29,90.1565,107.1262,97.8,153.1973
19-Dec-84,152.8185,91.39,90.11,,,97.016,91.1774,83.27,78.2335,94.39,94.9,104.96,209.98,104.58,94.72,73.5293,109.146,86.34,111.5927,142.82,89.8899,107.1533,97.93,153.7611
20-Dec-84,152.9488,91.46,90.14,,,97.2496,91.273,83.21,78.2018,94.44,94.8,104.61,210.01,104.55,94.57,73.6281,108.7388,86.35,111.5023,142.61,89.9383,107.1208,97.9,153.8893
21-Dec-84,153.1828,91.08,90.06,,,97.4163,91.1747,83.22,77.945,94.34,94.71,104.95,209.89,104.29,94.27,73.6875,108.892,86.28,111.4927,142.44,90.1265,107.0078,97.6,153.9937
24-Dec-84,153.81,91.41,89.9,,,97.3953,91.0588,83.14,77.7707,94.27,94.69,105.52,209.78,104.12,94.27,73.6293,108.8405,86.06,111.5026,142.53,89.9157,107.0989,97.78,154.0754
27-Dec-84,153.4139,91.38,89.97,,,97.2352,91.0623,82.97,77.708,94.17,94.92,105.11,210.83,104.26,94.35,73.2763,108.7483,86.08,111.6516,142.53,89.7826,107.2653,98.14,155.0618
28-Dec-84,153.2489,91.25,89.97,,,97.1818,91.0231,83.16,77.7732,94.09,94.96,104.95,209.98,104.31,94.14,73.1628,108.8025,85.99,111.645,142.18,89.9372,107.1047,97.96,155.1807
31-Dec-84,153.118,91.3,90.01,,,97.1886,91.1067,82.95,77.8266,94.18,94.98,104.67,210.75,104.65,94.28,72.9413,108.8841,86.08,111.8332,142.29,89.6894,107.2282,98.2,155.6116
02-Jan-85,151.9657,91.34,90.11,,,97.2304,91.0033,82.89,77.7054,94.07,94.58,104.11,210.71,104.53,94.32,73.0702,108.8506,86.13,111.7275,142.9,89.5958,107.228,98.06,156.2697
03-Jan-85,151.8381,91.32,90.15,,,97.3289,91.3361,83.11,77.7862,94.13,94.33,104.5,210.26,104.29,94.27,72.8441,108.7032,86.13,111.4341,142.11,89.3658,107.0726,97.82,156.0761
04-Jan-85,151.7023,91.34,90.1,,,97.4167,91.3526,82.99,77.838,94.16,94.64,104.54,210.7,104.57,94.35,72.6014,108.8019,86.21,111.7972,142.25,89.2536,107.1914,98.05,156.1754
07-Jan-85,150.3753,91.25,90.19,,,97.3801,91.405,83.09,78.0094,94.24,94.53,104.15,210.95,104.6,94.4,72.0309,108.9508,86.09,111.8923,141.97,88.8743,107.1752,98.39,156.9807
08-Jan-85,150.9292,91.33,90.25,,,97.3682,91.4424,83.26,78.2425,94.32,94.53,104.14,210.75,104.69,94.54,72.1687,109.0866,86.24,111.8825,142.55,88.6632,106.9813,98.13,156.3719
09-Jan-85,152.3849,91.59,90.26,,,97.4186,91.4021,83.29,78.2668,94.38,94.41,103.65,210.71,104.61,94.93,72.1419,108.8682,86.29,111.8813,141.6,88.6472,107.1337,97.9,156.6482
10-Jan-85,152.6049,91.61,90.44,,,97.3546,91.2735,83.49,78.5964,94.49,94.43,102.63,210.82,104.57,95.05,72.4031,108.8728,86.46,111.9275,141.84,88.5123,106.9673,98.14,156.5401
11-Jan-85,153.4942,91.61,90.5,,,97.3524,91.5706,83.47,78.6331,94.46,94.52,102.3,210.86,104.75,95,72.5152,108.6189,86.55,111.9322,141.31,88.6335,107.1103,98.05,156.4576
14-Jan-85,153.6633,91.52,90.4,,,97.2946,91.3831,83.28,78.4606,94.39,95.15,101.64,212.71,104.85,94.9,72.401,108.7449,86.37,111.9547,141.46,88.4467,107.1315,98.23,157.6288
15-Jan-85,152.9819,91.47,90.43,,,97.2506,91.2997,83.3,78.3881,94.35,94.28,102.33,210.24,104.89,94.63,72.4637,108.8899,86.29,111.7056,141.37,88.101,106.7494,98.07,157.488
16-Jan-85,153.6842,91.49,90.37,,,97.217,91.3848,83.27,78.3456,94.33,94.38,102.42,210.59,104.91,94.58,72.4704,108.7219,86.29,111.8609,141.43,88.2674,106.9455,98.01,157.3712
17-Jan-85,153.5381,91.54,90.37,,,97.0992,91.5522,83.36,78.4294,94.37,94.45,102.21,210.6,104.78,94.6,72.4705,108.7963,86.36,111.8526,141.2,88.1835,106.9204,98.1,157.4135
18-Jan-85,152.7396,91.69,90.32,,,97.0081,91.5696,83.33,78.4182,94.4,94.51,102.28,211,104.75,94.53,72.5761,108.8552,86.37,111.8136,141.55,88.125,106.8248,98.08,157.3657
21-Jan-85,152.6889,91.5,90.35,,,97.2918,91.656,83.41,78.4637,94.44,94.45,102.34,211.13,104.66,94.77,72.7643,108.5695,86.38,111.9509,141.22,88.2291,106.6999,98.09,156.7958
22-Jan-85,152.1905,91.62,90.41,,,97.2063,91.6331,83.4,78.5225,94.55,94.45,102.24,210.39,104.7,94.73,72.5913,108.5548,86.39,111.9386,141.36,88.1312,107.2912,97.96,156.9307
23-Jan-85,152.2189,91.56,90.51,,,97.0796,91.7831,83.4,78.6473,94.65,94.44,101.43,211.66,104.81,94.93,72.6157,108.5481,86.38,112.0324,141.35,88.0909,107.3622,98.08,157.3145
24-Jan-85,152.5478,91.57,90.56,,,97.1857,91.7778,83.52,78.7211,94.73,94.18,101.46,210.71,104.57,94.96,72.6229,108.5408,86.5,112.042,140.89,88.4554,107.322,98.02,156.9312
25-Jan-85,152.7943,91.76,90.61,,,97.1332,92.015,83.44,78.7252,94.75,94.58,101.23,210.9,104.53,94.98,72.6485,108.4093,86.45,112.1576,141.14,88.2858,107.7155,98.21,157.0481
28-Jan-85,153.0629,91.68,90.62,,,97.0453,91.8798,83.48,78.751,94.79,94.41,101.16,210.95,104.58,95.05,72.58,108.3854,86.44,112.0219,141.02,88.3392,107.6041,98.06,157.1918
29-Jan-85,152.9247,91.57,90.56,,,97.0132,91.7518,83.47,78.6366,94.75,94.43,101.58,210.89,104.49,94.99,72.5901,108.4288,86.36,112.0013,140.9,88.4482,107.5626,98.01,157.0839
30-Jan-85,152.7998,91.51,90.48,,,96.9182,91.553,83.49,78.5539,94.74,94.29,102.38,210.68,104.48,94.68,72.4303,108.631,86.33,111.8713,140.51,87.9535,107.4082,97.76,157.1036
31-Jan-85,152.315,91.57,90.43,,,96.9452,91.7014,83.46,78.5045,94.65,94.57,102.69,210.68,104.47,94.39,72.3178,108.7162,86.29,111.9708,140.74,87.8041,107.536,97.9,157.1
01-Feb-85,151.9171,91.75,90.35,,,96.9885,91.5959,83.45,78.5501,94.79,94.42,102.77,210.91,104.37,94.58,71.9298,108.9277,86.24,112.0066,141.04,87.3721,107.4311,98.09,157.5938
04-Feb-85,150.1525,91.6,90.41,,,96.8018,91.6567,83.38,78.4597,94.74,94.45,102.37,211.5,104.67,94.44,71.5029,108.7702,86.14,112.0933,137.57,86.8497,107.4706,98.06,158.982
05-Feb-85,147.9485,91.5,90.25,,,96.7372,91.5072,83.24,78.169,94.6,94.38,102.56,212.45,104.56,94.35,71.6423,108.6467,86.04,112.0907,137.67,87.2131,107.5933,98.04,159.2562
06-Feb-85,148.1361,91.41,90.24,,,96.7185,91.4693,83.22,78.0481,94.57,94.48,102.69,211.27,104.51,94.3,71.5863,108.7793,85.96,112.2022,135.28,87.2672,107.5401,98.07,159.499
07-Feb-85,145.443,91.39,90.11,,,96.6223,91.2288,83.13,77.8714,94.5,94.58,103.35,211.6,104.43,94.06,71.4026,108.6585,85.88,112.1763,136.68,86.8505,107.6703,97.98,159.8754
08-Feb-85,146.8092,91.57,89.94,,,96.74,91.3445,83.04,77.7203,94.49,94.57,103.24,211.23,104.22,93.91,71.5625,108.6636,85.87,112.1434,136.3,86.727,107.8879,98.18,160.0259
11-Feb-85,145.449,91.54,89.99,,,96.5926,91.3011,82.98,77.7225,94.37,94.67,102.25,212.32,104.42,94.16,71.5773,108.5389,85.85,112.1906,137.41,86.5589,107.9761,98.18,160.9917
12-Feb-85,143.5886,91.41,89.86,,,96.6944,91.2132,82.94,77.6,94.45,94.52,102.15,213.03,104.23,94.16,71.2496,109.2615,85.81,112.2153,138.1,86.7443,107.89,98.01,161.7268
13-Feb-85,142.5234,91.58,89.86,,,96.6161,90.9762,82.88,77.452,94.32,94.68,102.1,212.35,104.09,94.23,71.3918,108.5078,85.66,112.016,138.78,86.7852,107.8917,98.02,162.0614
14-Feb-85,142.7101,91.34,89.84,,,96.5606,90.8665,83,77.3517,94.14,94.42,102.42,211.79,103.87,93.94,71.9387,108.5385,85.79,112.1863,139.04,86.705,107.7672,97.82,161.4009
15-Feb-85,140.5184,91.38,89.71,,,96.4483,90.7697,82.99,77.3073,94.22,94.52,102.85,210.43,103.67,94.03,72.8054,108.6706,85.83,112.1129,138.5,86.8135,107.7205,97.9,160.1674
18-Feb-85,140.5247,91.36,89.59,,,96.5592,90.8384,82.96,77.2374,94.2,94.59,102.52,211.41,103.48,94.02,72.1775,109.4001,85.78,112.1534,140.97,86.8273,107.8882,97.93,161.2607
19-Feb-85,130.7961,91.34,89.51,,,96.2073,90.8205,82.77,76.9216,93.91,95.21,103.05,211.23,103.61,93.69,72.3439,107.8425,85.71,112.1398,139.64,86.8019,107.8744,97.88,161.8767
20-Feb-85,130.8855,91.25,89.5,,,95.9641,90.7055,82.69,76.7909,94.08,94.63,102.83,210.47,103.39,93.64,72.2976,107.7748,85.55,112.31,139.87,86.9812,108.0395,97.77,162.4946
21-Feb-85,138.2992,91.25,89.4,,,94.858,90.498,82.65,76.3107,93.91,94.51,103.46,211.14,102.54,93.33,72.2814,108.1362,85.31,112.1838,140.27,87.3002,107.9152,97.67,163.4011
22-Feb-85,136.8018,91.12,89.2,,,93.4165,90.3314,82.48,75.9863,93.79,94.54,103.21,211.32,102.3,93.16,72.2859,108.142,85.31,111.8178,141.42,87.2531,108.0631,97.55,165.2661
25-Feb-85,135.4744,91.09,88.94,,,92.977,90.036,82.25,75.4686,93.62,95.14,102.65,210.81,101.78,92.81,72.7626,108.4669,85.06,112.0176,141.52,86.7105,107.7136,97.66,167.0521
26-Feb-85,136.6552,90.9,88.91,,,92.8939,90.0584,82.32,75.3589,93.6,94.54,101.78,210.33,101.72,92.76,73.559,108.4285,85.04,111.944,140.39,86.7549,107.586,97.24,167.0895
27-Feb-85,137.393,91.52,89.37,,,93.6654,90.8032,82.66,76.5775,94,95.02,103.29,202.96,103.04,93.48,72.854,107.6904,85.78,111.9545,139.16,86.5009,107.6896,97.28,163.2942
28-Feb-85,136.6001,91.18,89.56,,,93.533,90.8195,82.77,76.6459,94.1,94.72,102.81,206.64,102.83,93.38,72.8705,107.6404,85.69,112.1004,139.12,86.2505,107.569,97.44,163.6674
01-Mar-85,137.6714,91.46,89.41,,,93.3271,90.8613,82.86,76.7652,94.14,94.43,102.22,206.87,102.67,93.61,72.5278,104.5418,85.72,111.5971,139.77,85.9482,107.6984,97.84,164.585
04-Mar-85,136.9373,91.34,89.41,,,93.1799,90.7488,82.74,76.5486,94.04,94.41,102.4,205.79,102.73,93.49,73.0545,105.3425,85.58,112.0396,139.37,85.8138,107.3135,97.59,164.5304
05-Mar-85,134.2947,91.22,89.2,,,93.1149,90.5901,82.41,75.9827,93.9,94.55,102.5,205.38,102.39,93.08,73.1979,110.5275,85.35,111.8299,139.91,86.0345,107.0285,97.46,165.7325
06-Mar-85,132.276,91.26,89.17,,,92.5081,90.5032,82.31,75.9024,93.74,94.72,102.29,204.35,102.55,93.12,73.0451,114.9977,85.36,112.0846,140.64,86.067,106.9469,97.5,166.6633
07-Mar-85,134.0363,91.2,89.36,,,92.7926,90.6351,82.59,76.2167,94,94.52,102.41,203.44,102.36,93.42,73.0198,110.252,85.49,111.735,139.09,86.1196,106.8517,97.49,165.6676
08-Mar-85,134.1717,91.27,89.34,,,93.0003,90.7546,82.62,76.1764,94.05,94.59,102.77,202.01,102.14,93.23,72.8586,112.5581,85.53,111.538,138.79,86.4722,106.7443,97.32,165.4065
11-Mar-85,134.5564,91.35,89.45,,,93.229,90.9384,82.79,76.5373,94.22,94.28,103.27,199.47,102.47,93.48,72.9576,114.8732,85.66,111.9153,138.18,86.304,106.7403,97.28,163.8296
12-Mar-85,134.0043,90.75,89.64,,,93.4576,90.9852,82.95,76.5291,94.24,94.21,103.6,202.14,101.97,93.47,72.7368,108.1232,85.68,111.8288,138.27,86.7933,106.359,97.48,163.6987
13-Mar-85,133.9165,91.33,89.5,,,93.4304,90.6691,82.77,76.368,94.12,94.66,103.38,203.16,101.9,93.5,72.8324,108.3412,85.65,112.0199,138.84,86.7706,106.7413,97.56,164.1108
14-Mar-85,133.5382,91.22,89.36,,,93.4441,90.7129,82.6,75.9683,94.08,94.59,103.7,202.81,101.52,93.18,72.9613,108.4743,85.43,112.1677,139.46,86.4806,106.8008,97.37,164.7611
15-Mar-85,132.9405,91.42,89.35,,,93.65,90.5987,82.74,76.0744,94.22,94.57,103.94,201.61,101.09,93.14,72.8733,108.2048,85.63,111.7521,140.35,86.3779,106.6378,97.31,164.4567
18-Mar-85,133.006,91.28,89.39,,,93.8348,90.685,82.86,75.9433,94.19,94.61,105.29,201.13,100.7,92.87,72.7802,108.5663,85.63,112.1289,137.8,86.3365,106.6241,97.18,163.5962
19-Mar-85,132.4747,91.46,89.64,,,93.9243,90.9503,82.92,76.3321,94.32,94.73,106.57,197.3,100.88,93.19,72.5777,107.6222,85.99,112.4517,138,87.1919,106.6142,97.55,161.5154
20-Mar-85,132.0632,91.58,89.52,,,94.4264,90.993,83,76.3541,94.31,95,106.44,202.26,100.56,93.63,72.6777,108.7355,85.89,112.4223,139.05,87.4645,106.9251,97.91,160.8847
21-Mar-85,132.6822,91.59,89.66,,,94.0786,90.9038,83.32,76.3011,94.36,93.87,109.75,197.48,100.1,93.03,72.875,108.6697,85.97,112.0057,136.34,87.5184,105.9519,97.12,158.581
22-Mar-85,132.031,91.67,89.58,,,93.6332,90.7792,83.12,76.4152,94.54,94.96,108.47,199.59,100.51,93.38,72.7167,109.1846,85.88,112.2466,136.37,87.3738,106.6981,97.37,159.59
25-Mar-85,131.5036,91.42,89.53,,,93.3148,90.881,83.07,76.1926,94.42,95.04,108.74,200.66,100.38,93.11,72.6673,108.9614,85.66,112.3164,137,87.2902,106.3614,97.29,160.2349
26-Mar-85,131.4696,91.59,89.64,,,93.5538,91.0323,83.19,76.5283,94.54,94.89,108.73,199.97,100.64,93.38,72.5444,109.2828,85.9,112.2957,137.09,87.3818,106.4188,97.36,159.4127
27-Mar-85,131.3094,91.55,89.74,,,93.928,91.085,83.34,76.6225,94.66,94.77,111.2,198.14,100.43,93,72.7035,109.7118,85.98,112.1611,135.46,87.5765,106.0745,97.36,156.9001
28-Mar-85,130.3654,91.78,89.8,,,93.7384,91.3859,83.43,76.9856,94.97,95.15,110.81,199.58,100.36,93.47,72.5344,107.6092,86.37,112.1513,135.5,87.6994,105.9879,97.53,156.6244
29-Mar-85,129.1755,92,90.05,,,93.6683,91.6118,83.68,77.5083,95.21,94.97,110.26,199.87,100.73,93.66,72.5989,108.3832,86.53,112.3174,135.34,88.1235,105.8805,97.37,155.6404
01-Apr-85,125.3886,91.69,89.94,,,93.7816,91.3395,83.62,77.3304,95.14,94.74,110.23,200.54,100.72,93.73,72.6346,108.7953,86.38,112.1249,137.67,87.9874,105.8896,97.09,156.1607
02-Apr-85,125.5489,91.52,89.7,,,93.5564,91.122,83.51,77.015,94.87,94.85,109.95,200.24,100.67,93.59,72.4293,109.4151,86.23,112.1707,138.18,88.0082,105.7088,97.11,157.5163
03-Apr-85,122.7193,91.75,89.77,,,93.6077,90.9144,83.55,77.241,95,94.99,110.19,199.59,100.78,93.79,72.5144,109.3297,86.32,113.042,137.88,87.8155,105.6595,97.32,156.8271
04-Apr-85,122.2791,91.83,89.59,,,93.337,91.1767,83.31,76.9576,94.87,95.19,109.14,201.1,100.75,93.88,72.6321,107.8459,86.09,112.141,138.08,87.5737,106.2768,97.63,158.3195
09-Apr-85,124.9444,91.69,89.61,,,93.6073,91.0137,83.38,76.9408,94.88,95.11,109.54,199.42,100.84,93.75,72.2537,107.6074,86.11,112.3674,137.99,87.9281,105.966,97.07,158.2396
10-Apr-85,124.7114,91.5,89.83,,,93.5444,91.4681,83.67,77.2083,95.14,94.44,110.42,197.71,100.63,93.74,72.2355,107.1605,86.22,112.4099,136.77,87.899,105.7134,96.86,157.0202
11-Apr-85,123.8552,91.95,89.8,,,93.762,91.2933,83.76,77.3743,95.15,94.8,111.6,196.97,100.51,93.76,72.3823,107.4557,86.32,112.3806,136.56,88.2351,105.2743,97.21,155.4792
12-Apr-85,123.1907,92.03,89.7,,,93.7713,91.2682,83.72,77.3286,95.06,94.99,111.76,199.34,100.63,93.75,72.4497,107.4911,86.25,112.6789,137.03,88.5802,105.3746,97.25,155.1918
15-Apr-85,121.9285,91.87,90.01,,,93.7882,91.7606,83.92,77.7356,95.37,94.52,112.82,196.6,100.78,93.92,72.3237,106.6599,86.39,112.1491,135.36,89.3959,105.2999,97.32,153.4173
16-Apr-85,121.6594,92.19,89.87,,,93.9134,91.3576,83.88,77.7473,95.25,95.08,112.52,199.43,100.8,94.24,72.4807,106.7072,86.32,112.6266,136.68,89.3646,105.0712,97.69,153.4
17-Apr-85,118.1154,91.93,89.93,,,94.1656,91.1067,83.83,77.664,95.24,94.78,112.89,199.1,100.83,94.08,72.549,107.0635,86.37,112.4519,136.63,89.5158,105.0809,97.5,153.2171
18-Apr-85,117.9853,91.97,90.03,,,94.2794,91.2262,84.08,77.9038,95.37,94.75,113.09,195.04,100.74,94.18,72.6542,107.4247,86.36,112.3262,135.18,89.9585,105.1606,97.49,152.1981
19-Apr-85,116.7349,91.97,90,,,94.3833,91.1369,84.26,78.1588,95.46,94.81,112.78,197.19,100.88,94.27,72.7326,106.8413,86.52,111.8542,135.15,90.0857,104.7965,97.45,151.7948
22-Apr-85,115.4973,92.09,90.08,,,94.4813,91.3731,83.96,77.9206,95.53,94.87,112.57,199.65,100.91,94.34,72.6864,106.8095,86.27,112.0149,135.3,90.1884,105.2136,97.29,152.3504
23-Apr-85,118.1032,91.56,89.73,,,94.2245,91.1363,83.61,77.1933,95.17,95.43,112.32,200.56,100.63,93.85,72.9125,106.9931,86.16,112.4457,136.14,90.0989,105.2657,97.06,153.948
24-Apr-85,121.7503,91.55,89.62,,,94.3207,91.2404,83.46,76.8686,94.92,94.83,110.52,200.02,100.56,93.83,73.0372,107.2124,86.08,112.1294,135.04,89.1823,105.5401,97.19,156.0348
25-Apr-85,125.5269,91.72,89.53,,,94.019,91.0048,83.4,76.7988,94.85,95.16,109.64,199.81,100.48,93.89,72.9357,107.3882,85.91,112.4511,136.38,88.9876,106.0894,97.36,156.9775
26-Apr-85,123.6398,91.7,89.8,,,94.0349,90.7809,83.42,76.9084,95.14,94.42,110.19,197.17,100.53,93.89,72.7555,107.8606,86.07,112.2959,135.12,89.1565,105.8121,96.79,156.6665
29-Apr-85,121.6034,91.62,89.73,,,93.772,90.5317,83.49,77.0103,95.1,94.93,110.85,198.69,100.61,93.77,72.519,108.0945,86.12,112.3221,135.82,88.5947,105.7398,96.96,156.612
30-Apr-85,119.4381,92.04,89.7,,,93.827,90.7899,83.58,77.039,95.15,94.94,111.43,196.29,100.26,93.64,72.7534,107.8266,86.15,112.6762,136.57,88.7034,105.6477,96.87,155.829
01-May-85,120.1131,91.66,89.54,,,93.8359,90.2168,83.33,76.6096,95.01,95,111.1,199.37,100.24,93.51,72.7724,108.3427,85.77,112.5171,137.15,88.4039,105.8795,96.79,157.1198
02-May-85,120.9184,91.61,89.48,,,93.5686,90.2871,83.22,76.4027,94.75,94.67,111.26,196.67,100.48,93.17,72.9305,108.2264,85.89,112.4178,136.5,88.3351,105.7899,96.51,157.5059
03-May-85,123.544,91.65,89.43,,,93.1407,89.971,82.68,75.9096,94.54,95.14,111.3,196.8,100.67,93.11,73.127,108.4877,85.7,112.4547,135.61,87.8595,106.1771,96.76,158.7058
07-May-85,125.0632,91.4,89.66,,,93.0121,90.4292,83.1,76.4319,94.91,94.76,110.64,193.31,100.81,93.42,72.9127,107.7617,85.88,112.4992,133.76,87.9848,106.1198,96.36,158.177
08-May-85,127.4734,91.43,89.45,,,92.8469,90.3276,83.02,76.0891,94.7,94.9,111.16,196.05,100.55,93.08,73.0631,107.5942,85.82,112.4868,134.27,87.9007,105.9599,96.11,158.4477
09-May-85,127.6128,91.69,89.71,,,93.0163,90.8398,83.39,76.7875,95.05,94.93,111.49,193.96,100.63,93.61,72.8584,106.8583,86.17,112.2432,134.05,88.304,105.5333,96.31,156.6352
10-May-85,127.6924,91.53,89.73,,,93.0901,90.9487,83.55,76.9309,95.12,94.72,111.65,195.82,100.6,93.65,72.5775,106.5837,86.29,112.1046,134.06,88.2719,105.369,96.23,156.4878
13-May-85,128.6493,91.82,89.85,,,93.1092,90.7691,83.6,77.075,95.13,94.86,112.27,194.34,100.67,93.7,72.5126,106.1422,86.2,111.8722,134.74,88.4546,106.0769,96.35,155.5592
14-May-85,127.2245,91.56,89.79,,,92.8021,90.8715,83.81,77.2818,95.1,94.61,112.97,195.05,100.83,93.69,72.7593,105.6446,86.42,111.6843,134.96,88.4936,105.6645,96.3,154.5171
15-May-85,126.3663,91.74,89.71,,,93.1971,90.876,83.64,77.1111,95.13,94.82,112.86,196.23,100.75,93.67,72.5396,106.0291,86.22,112.1276,135.98,88.6129,105.7346,96.29,154.9862
16-May-85,125.4919,91.57,89.57,,,93.349,90.9597,83.5,76.7813,94.94,95.15,112.7,196.51,100.66,93.27,72.5385,105.3237,86.02,112.2568,135.87,88.5901,106.1094,96.24,155.7262
17-May-85,126.0263,91.63,89.77,,,93.2563,90.9605,83.6,76.9795,95.09,94.94,112.86,195.91,100.61,93.5,72.6516,105.3454,86.26,112.7127,134.36,88.4729,105.7924,96.21,155.131
20-May-85,126.9584,91.9,89.93,,,93.4438,91.0969,83.88,77.4326,95.29,94.72,113.59,195.44,100.58,93.74,72.5104,104.9349,86.43,112.2894,134.98,88.6555,105.8632,96.4,153.5413
21-May-85,127.1676,91.57,89.64,,,93.2646,90.8248,83.61,76.8718,94.93,94.73,113.46,197.97,100.51,93.33,72.665,105.5615,86.2,111.7965,135.34,88.3738,105.86,96.4,154.9434
22-May-85,127.246,91.75,89.68,,,93.4517,90.9031,83.62,77.0336,95.1,95.01,113.16,195.79,100.64,93.53,72.6082,105.4522,86.27,112.2458,136.72,88.4862,105.7253,96.08,154.7487
23-May-85,125.4239,91.66,89.67,,,93.3574,90.8358,83.51,76.8308,95.1,94.94,112.77,195.82,100.61,93.38,72.5927,105.9444,86.12,112.4691,136.18,88.534,105.8128,95.81,155.5807
24-May-85,125.5621,91.74,89.71,,,93.1259,90.9488,83.39,76.8256,95.12,95.02,113.04,196.93,100.72,93.43,72.6724,105.8653,86.19,112.3058,136.37,88.3885,105.7894,95.89,155.4717
28-May-85,122.5157,91.57,89.58,,,92.987,90.7515,83.36,76.6291,94.96,95.08,112.84,196.13,100.72,93.31,72.7696,106.3438,86.09,112.3962,135.25,88.2244,106.0209,95.8,156.1324
29-May-85,122.549,91.72,89.62,,,92.6931,90.7298,83.55,76.8886,95.23,94.6,113.27,194.69,100.62,93.34,72.4611,106.0661,86.28,112.4303,134.76,88.3303,105.7956,95.69,155.7761
