SERIES,DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,
XUDLADG,Effective exchange rate index - Australian Dollar (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLASG,Effective exchange rate index - Austrian Schilling (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLBFG,Effective exchange rate index - Belgian Franc (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLBK67,Effective exchange rate index - Sterling (Jan 2005 = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLBK82,Broad Effective exchange rate index - Sterling (Jan 2005 = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLCDG,Effective exchange rate index - Canadian Dollar (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLDKG,Effective exchange rate index - Danish Krone (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLDMG,Effective exchange rate index - Deutschemark (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLERG,Effective exchange rate index - Euro (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLFFG,Effective exchange rate index - French Franc (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLFMG,Effective exchange rate index - Finnish Mark (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLGBG,Old IMF-based Effective exchange rate index - Sterling (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLGDG,Effective exchange rate index - Greek Drachma (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLILG,Effective exchange rate index - Italian Lire (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLIPG,Effective exchange rate index - Irish Punt (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLJYG,Effective exchange rate index - Japanese Yen (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLNDG,Effective exchange rate index - New Zealand Dollar (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLNGG,Effective exchange rate index - Netherlands Guilder (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLNKG,Effective exchange rate index - Norwegian Krone (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
XUDLPEG,Effective exchange rate index - Portuguese Escudo (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLSFG,Effective exchange rate index - Swiss Franc (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLSKG,Effective exchange rate index - Swedish Krona (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLSPG,Effective exchange rate index - Spanish Peseta (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
XUDLUSG,Effective exchange rate index - US $ (1990 average = 100),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DATE,XUDLADG,XUDLASG,XUDLBFG,XUDLBK67,XUDLBK82,XUDLCDG,XUDLDKG,XUDLDMG,XUDLERG,XUDLFFG,XUDLFMG,XUDLGBG,XUDLGDG,XUDLILG,XUDLIPG,XUDLJYG,XUDLNDG,XUDLNGG,XUDLNKG,XUDLPEG,XUDLSFG,XUDLSKG,XUDLSPG,XUDLUSG
02-Jan-75,195.9967,77.5,95.52,,,119.95,110.8548,62.28,104.7682,122.47,104.49,136.16,527.65,197.5,135.11,47.5297,241.4791,75.85,115.6895,536.58,57.6887,147.6445,170.09,117.3693
03-Jan-75,195.3923,77.73,95.68,,,119.804,110.2321,62.58,105.26,122.61,104.16,135.88,526.19,197.3,134.92,47.4388,240.5405,76.01,116.1209,534.99,57.3866,148.2755,169.36,117.1071
06-Jan-75,195.3424,77.89,96.36,,,119.6986,109.7022,62.83,105.815,122.5,104.05,135.71,526.01,198.01,134.82,47.2623,240.5681,75.79,116.1149,534.54,57.1185,149.3018,168.73,116.7672
07-Jan-75,195.6501,78.1,96.35,,,119.9565,109.7525,62.87,105.9291,122.76,103.94,135.71,523.89,197.04,134.81,47.2536,240.9494,76.4,116.5425,534.77,57.2102,148.5869,168.18,116.5889
08-Jan-75,195.9412,77.85,95.97,,,119.9496,110.295,62.52,105.6749,123.22,104.33,135.95,524.46,197.69,134.97,47.3702,241.6304,76.22,116.1921,537.21,56.6812,148.3117,168.82,116.9035
09-Jan-75,195.635,77.67,95.98,,,120.3052,110.3887,62.91,105.7062,122.84,103.96,135.97,525.38,196.9,134.98,47.3397,241.0654,75.97,116.2623,533.84,56.4961,148.2865,168.5,116.8024
10-Jan-75,195.5876,78.02,96.09,,,120.005,110.4613,62.82,105.8629,123.11,104.12,135.92,525.22,196.67,134.95,47.2981,241.1052,76.32,116.6156,534.21,56.5775,148.0066,168.43,116.7792
13-Jan-75,195.4773,78.06,96.13,,,120.4861,110.483,62.79,105.7322,123.25,104.11,136.05,524.91,196.36,135.04,47.2953,243.0153,76.07,116.8621,534.57,56.6411,148.2207,168.32,116.6711
14-Jan-75,196.0145,78.06,95.93,,,120.449,110.1106,62.66,105.3553,122.92,104.38,136.3,526.15,196.69,135.21,47.4048,241.6653,75.65,116.5882,534.72,56.5343,147.9062,168.92,117.011
15-Jan-75,195.4925,78.22,95.87,,,120.2417,109.3895,62.85,105.6655,123.22,104,136.23,525.64,196.25,135.15,47.3703,241.1912,75.95,116.5995,531.41,56.5538,147.1668,168.23,116.898
16-Jan-75,195.6728,77.93,96.07,,,119.9845,109.6586,62.87,105.7491,123.23,103.98,136.15,526.57,196.38,135.11,47.3335,241.4333,75.96,116.8364,531.64,56.5586,147.7224,168.27,116.8404
17-Jan-75,195.716,78.08,96.24,,,119.7723,109.545,62.72,105.8118,123.46,104.2,136.03,544.21,196.57,135.03,47.3004,241.3163,76.02,116.9705,532.18,56.5879,147.7745,168.42,116.8573
20-Jan-75,195.5301,78.24,96.49,,,119.6112,109.1801,62.94,106.0399,123.56,103.85,135.73,523.26,195.97,134.82,47.2062,241.0499,76.03,116.8859,530.82,57.3492,147.8338,167.74,116.6731
21-Jan-75,195.6713,78.3,96.74,,,119.7639,109.7954,63.14,106.1084,122.53,104.32,135.91,523.55,196.32,134.96,47.1797,241.2674,76.27,117.1703,532.95,57.1423,147.7808,167.64,116.4839
22-Jan-75,195.0607,78.24,96.51,,,119.5911,110.2731,63.22,106.4977,124.05,103.59,136.49,523.2,195.75,135.36,47.0936,240.5947,76.2,117.3906,529.43,57.321,146.7444,166.1,115.9145
23-Jan-75,195.2459,77.81,96.35,,,119.7546,110.0251,63.47,106.7905,124.12,103.89,135.76,514.79,195.99,134.85,47.2,241.2245,76.13,117.2698,530.92,57.0216,147.3929,165.87,115.7467
24-Jan-75,194.4251,78.15,96.64,,,119.7197,109.9969,63.28,106.5368,123.67,103.8,135.42,515.26,196.36,134.63,47.8196,239.8471,76.32,117.7941,532.88,57.706,147.741,165.41,115.0708
27-Jan-75,194.4258,78.04,96.98,,,119.7142,110.161,63.69,106.9143,123.84,103.58,135.47,514.63,195.32,134.68,47.5555,239.3117,76.29,118.0616,531.64,57.8778,148.5745,164.31,114.6912
28-Jan-75,196.1699,77.95,97.05,,,119.9012,110.2988,63.51,106.9686,123.64,104.54,135.09,512.03,196.36,134.41,47.3711,241.6434,76.26,117.7811,536.17,57.539,148.4816,165.22,115.1529
29-Jan-75,195.8415,78,96.67,,,120.0119,109.619,63.23,106.2985,123.65,104.38,135.33,513.48,195.6,134.56,47.5609,241.5016,76.03,116.477,536.64,57.3121,150.4615,166.1,115.569
30-Jan-75,195.4542,78.22,96.76,,,120.232,110.1976,63.22,106.4823,123.55,104.07,135.54,512.53,196.38,134.71,47.4544,241.6756,76.17,117.3057,531.5,57.3537,148.1251,166.1,115.5417
31-Jan-75,195.3854,77.97,96.63,,,120.3867,109.8474,63.19,106.3586,123.55,104.38,135.9,517.97,196.37,134.96,47.4497,241.1142,76.22,117.2591,531.6,57.2921,148.1316,165.91,115.502
03-Feb-75,195.7607,78.07,96.56,,,120.4773,110.0692,62.9,106.2274,123.59,104.33,135.93,518.24,197,134.98,47.599,241.2361,76.25,117.7734,537.13,56.7313,148.2607,166.7,115.6427
04-Feb-75,195.8593,77.8,96.32,,,120.4671,109.4714,62.54,105.6348,123.9,104.88,136.52,519.93,196.55,135.37,47.8379,241.7249,76.19,117.3754,531.07,56.6493,147.2744,167.17,116.0195
05-Feb-75,195.7136,77.58,96.37,,,120.425,109.5173,62.6,105.6304,123.76,104.82,136.47,523.47,196.55,135.34,47.7969,241.7388,76.24,117.4249,531.23,56.8466,147.2093,167.01,116.0068
06-Feb-75,195.4906,78.07,96.48,,,120.4888,109.5892,62.85,105.7692,123.46,104.56,136.11,521.96,196.19,135.09,47.872,241.4198,76.17,117.3666,528.5,56.8841,147.6329,166.41,115.7931
07-Feb-75,195.4564,77.94,96.49,,,120.4982,109.4575,62.91,105.7684,123.5,104.33,136.13,522.12,195.87,135.11,47.995,240.5288,76.21,117.3251,530.09,57.045,147.9745,166.12,115.5113
10-Feb-75,194.7609,78.2,96.75,,,120.5333,110.2183,63.05,105.7508,123.03,103.9,136.18,521.13,195.56,135.16,48.39,239.3442,76.37,116.981,528.61,57.1199,148.4354,165.64,114.8437
11-Feb-75,195.4631,78.26,96.8,,,120.8786,109.9165,62.82,105.8201,123.72,104.24,135.97,518.57,195.77,135.01,48.5068,240.6123,76.34,117.3965,528.44,57.1327,148.0827,165.69,114.6719
12-Feb-75,195.5737,78.03,96.66,,,120.4912,109.8302,63.14,105.9164,123.51,102.19,136.22,517.95,195.53,135.18,48.3233,240.7151,76.25,117.7194,529.36,57.0998,148.0993,165.38,114.7831
13-Feb-75,195.7891,78.28,96.8,,,120.5752,109.8126,63.3,106.4391,124.01,104,135.75,515.55,195.37,134.86,47.8382,240.9536,76.22,117.7788,529.22,57.4995,148.0494,164.78,114.7818
14-Feb-75,195.6145,78.27,96.37,,,120.5042,109.5807,63.17,106.3094,124.03,104.21,135.7,515.25,195.9,134.83,48.108,240.6483,76.18,117.7008,531.67,57.5602,148.5235,165.17,114.5716
17-Feb-75,195.4052,78.02,96.81,,,120.5302,110.0026,63.24,106.5288,124.16,104,135.54,514.39,195.7,134.72,48.071,240.4922,76.41,117.6353,530.57,57.536,148.3838,164.82,114.4268
18-Feb-75,195.5098,78.12,96.83,,,120.6658,110.0569,63.27,106.5043,123.98,104.05,135.66,513.76,195.52,134.8,48.035,240.6717,76.51,117.491,530.5,57.4151,148.3765,164.77,114.4609
19-Feb-75,195.2878,78.04,96.73,,,120.4788,109.9596,62.97,106.2821,124.13,104.44,135.96,522.39,195.83,135.01,48.3288,240.3946,76.72,117.6053,532.32,57.2722,148.0945,165.07,114.3476
20-Feb-75,195.1723,78.42,96.55,,,120.3891,109.674,63.4,106.5489,124.19,103.46,135.58,512.65,194.83,134.75,48.2764,240.2776,76.67,117.6414,527.22,57.6716,148.8356,164.29,114.0529
21-Feb-75,195.0506,78.17,96.54,,,120.1422,109.9348,63.18,106.4854,124.37,103.71,135.55,511.56,195.59,134.73,48.5733,240.0851,76.68,117.8016,530.48,57.7301,148.4585,164.38,113.8485
24-Feb-75,194.1626,78.01,96.77,,,119.9256,109.8579,63.25,106.5123,124.95,103.02,135.84,513.36,194.69,134.94,49.0742,238.839,76.66,117.6334,526.74,57.8001,148.7175,163.43,113.0438
25-Feb-75,195.7773,78.2,96.93,,,119.6203,110.6703,62.84,106.3183,124.89,103.56,135.82,508.51,195.31,134.93,49.0277,240.0648,76.83,117.9394,533.2,57.9913,148.7328,164.34,113.3452
26-Feb-75,194.7047,77.83,97.04,,,119.2965,110.4859,63.21,106.7295,125.07,102.9,135.58,507.1,195.15,134.77,49.0323,239.6297,76.89,118.0774,529.91,58.0774,148.5317,163.25,113.0158
27-Feb-75,195.0533,78,97.12,,,119.5659,111.0923,62.98,107.0233,126.04,102.91,135.37,506.31,195.19,134.62,48.9008,239.4811,77.24,117.9459,530.64,58.2017,148.5967,163.37,112.8109
28-Feb-75,195.1624,78.03,96.91,,,119.5716,110.231,63.28,107.098,125.44,102.83,135.41,505.42,195.09,134.65,48.7987,240.0754,77.17,117.9443,530.05,58.0492,149.0606,163.47,112.8459
03-Mar-75,194.7788,78.05,97.04,,,119.595,110.5268,63.14,107.0205,125.54,102.74,135.41,504.54,195.1,134.66,48.9499,239.796,77.26,118.4035,530.55,58.0653,149.8241,163.56,112.6284
04-Mar-75,195.2649,78.11,97.05,,,119.5369,110.4694,62.91,106.7753,125.59,103.23,135.82,505.83,195.21,134.93,49.205,239.8654,77.05,118.2473,532.63,57.2898,149.3986,164.12,112.8151
05-Mar-75,195.2422,77.93,97.08,,,119.5237,110.378,62.98,106.8151,125.79,102.58,135.96,507.4,194.76,135.03,49.0862,239.7666,77.29,118.6634,527.4,57.4023,149.0684,163.71,112.8266
06-Mar-75,195.4972,78.27,97.1,,,119.6966,110.6476,62.73,106.5177,125.5,103.14,136.05,508.03,195.29,135.1,49.0487,240.5257,76.94,118.7408,531.22,57.4062,149.7259,164.44,113.0631
07-Mar-75,195.9643,77.95,97.04,,,119.9388,110.5419,62.57,106.1842,125.32,103.77,135.94,508.18,195.15,135.01,49.1586,240.8659,76.73,118.3182,533.77,57.0779,148.7939,165.41,113.5844
10-Mar-75,194.8366,77.98,96.92,,,120.0649,109.9391,62.79,106.2379,125.11,102.69,135.8,510.85,195.25,134.9,49.165,240.0805,76.85,118.1954,527.1,57.1232,149.0195,164.58,113.5262
11-Mar-75,194.6814,77.99,97.04,,,120.2435,110.9692,62.95,106.5952,125.65,102.19,135.95,510.85,194.86,135.01,49.0257,239.337,76.98,118.7428,523.87,56.9578,149.1023,163.84,113.106
12-Mar-75,195.8873,78.24,96.82,,,120.0885,111.0042,62.59,106.3493,125.2,103.42,136.04,511.83,195.82,135.07,48.9433,239.9979,77.12,118.498,526.69,56.7934,148.7211,165.33,113.6568
13-Mar-75,195.4852,77.99,96.78,,,120.1633,110.9046,62.71,106.4713,125.4,102.6,136.25,511.96,195.94,135.22,48.6813,240.0916,77.08,118.6971,526.26,56.7841,148.6761,164.72,113.7345
14-Mar-75,195.0727,78.02,96.96,,,120.004,110.9367,62.73,106.6396,125.82,102.38,136.1,511,195.85,135.11,48.7823,240.2202,76.98,119.003,525.15,56.6684,148.7529,164.4,113.5498
17-Mar-75,194.8669,77.98,97,,,120.0056,111.3504,62.68,106.5766,125.77,102.47,136.08,510.43,196.11,135.1,49.0556,239.9206,76.87,118.4301,526.85,56.6005,148.7179,164.35,113.3216
18-Mar-75,195.149,77.97,96.95,,,119.9554,110.9785,62.74,106.7713,125.75,102.13,136.05,510.44,196.51,135.09,48.8717,239.8024,77.14,118.6435,526.27,56.8552,149.1364,164.06,113.2038
19-Mar-75,195.4094,77.86,97,,,119.8101,111.2907,62.89,106.9888,125.68,102.07,136.02,510.56,196.45,135.07,48.599,240.3741,77.28,118.4672,526.91,56.9312,149.2617,164.03,113.2691
20-Mar-75,195.1794,77.5,97.17,,,119.9811,112.5845,62.73,106.6873,125.57,102.13,136.04,511,196.57,135.08,48.851,240.2512,77.1,118.7291,526.92,56.7361,149.1382,164.3,113.2547
21-Mar-75,195.3984,77.78,97.02,,,120.0019,111.0578,62.59,106.5819,125.6,102.3,136.2,511.63,196.8,135.19,48.8927,240.4932,77.02,118.9252,527.44,56.5576,149.1668,164.69,113.4313
24-Mar-75,195.5209,77.59,97.02,,,120.0754,111.5341,62.46,106.4477,125.61,102.37,136.3,511.19,197.27,135.26,48.848,240.8389,76.93,119.1364,528.05,56.3686,149.1938,164.68,113.6253
25-Mar-75,195.3047,77.73,96.8,,,120.2968,111.3662,62.51,106.4895,125.95,102.04,136.38,511.23,197.01,135.3,48.5199,240.6819,76.76,119.1395,525.54,56.3766,149.4588,164.59,113.8858
26-Mar-75,195.2357,77.79,96.62,,,120.3256,111.4478,62.42,106.3813,125.79,102.24,136.49,511.93,197.4,135.38,48.5036,240.9883,76.81,119.307,527.94,56.203,149.413,164.76,114.0526
27-Mar-75,195.8444,77.56,96.59,,,120.5948,111.6236,62.47,106.4467,125.94,102.4,136.28,511.03,197.24,135.22,48.2699,241.2996,76.68,119.291,529.35,55.9832,149.2996,164.98,114.3808
01-Apr-75,194.6985,77.7,96.45,,,120.4633,111.0948,62.46,106.521,126.3,101.99,136.23,510.34,197.22,135.18,48.417,240.4203,76.84,118.4858,526.26,56.2463,149.7102,164.48,114.1019
02-Apr-75,195.3808,77.86,96.58,,,120.4015,111.4413,62.31,106.6155,126.45,102.25,136.23,508.49,197.89,135.19,48.3323,240.598,76.81,119.2806,527.88,55.955,149.8914,164.68,114.1789
03-Apr-75,195.5968,77.66,96.57,,,120.6332,111.4132,62.2,106.4322,126.47,102.43,136.27,512.33,197.73,135.21,48.2824,241.0175,76.87,119.4415,527.5,55.991,149.6034,164.84,114.3856
04-Apr-75,195.6653,77.63,96.25,,,120.8064,112.0065,61.82,105.9656,126.52,102.76,136.39,513.22,198.37,135.29,48.4154,241.6055,76.63,119.6511,528.5,55.8506,149.4222,165.63,114.7421
07-Apr-75,195.7926,77.72,96.19,,,120.9208,111.9803,61.98,106.1117,126.53,102.47,135.7,509.41,198.35,134.8,48.4942,240.2513,76.56,119.1773,527.04,56.082,149.4989,165.29,114.6672
08-Apr-75,195.0015,77.73,96.04,,,121.2192,111.2461,62.16,106.4058,126.84,102.31,135.53,511.02,198.09,134.68,48.4369,239.8106,76.71,119.1872,525.74,56.0103,149.2035,164.85,114.4783
09-Apr-75,195.1895,77.79,96.12,,,121.009,110.9373,62.01,106.4191,127.02,102.65,135.41,512.15,198.39,134.59,48.4739,240.1944,76.66,119.3912,526.17,55.8807,149.5723,165.28,114.5653
10-Apr-75,195.5197,77.48,95.9,,,121.2208,113.1982,61.85,106.0873,126.97,102.61,135.17,511.37,198.54,134.41,48.5942,240.4021,76.51,119.1512,526.32,55.7673,148.9235,165.88,114.8614
11-Apr-75,194.9643,77.55,95.94,,,121.3227,110.478,61.86,106.1522,127.03,102.42,135.23,512.79,198.64,134.46,48.7148,239.4922,76.6,119.1368,524.98,55.8041,149.3799,165.57,114.689
14-Apr-75,195.3379,77.46,95.67,,,121.5455,111.3141,61.7,106.0912,127.95,102.63,135.04,512.5,198.46,134.31,48.7457,240.1332,76.24,117.966,524.37,55.7458,148.9157,165.64,114.8396
15-Apr-75,193.4071,77.34,95.92,,,121.6883,110.1664,61.73,106.2477,128.14,102.16,135.18,512.98,198.32,134.41,48.7014,239.7487,76.47,118.7379,523.01,55.8151,149.3349,165.22,114.596
16-Apr-75,195.086,77.39,95.95,,,121.6435,110.6135,61.79,106.3147,128.09,102.2,135.11,513.19,198.37,134.36,48.6275,239.5647,76.42,118.5309,523.41,55.8364,149.4391,165.13,114.5831
17-Apr-75,195.1144,77.56,95.93,,,122.1647,110.4789,61.8,106.3721,128.01,102.47,135.15,513.04,198.37,134.39,48.5707,239.4994,76.52,118.5627,524.37,55.7272,149.3642,165.1,114.4808
18-Apr-75,195.1821,77.53,96.01,,,122.3789,110.5983,61.77,106.3014,127.93,102.55,135.52,513.82,198.37,134.66,48.5196,240.0444,76.42,118.4479,524.84,55.7544,149.2359,165.21,114.3996
21-Apr-75,195.531,77.53,96.02,,,122.149,110.8377,61.74,106.3966,128.17,102.6,135,510.52,198.46,134.29,48.405,240.5755,76.46,118.4191,524.5,55.8471,149.3056,165.25,114.6938
22-Apr-75,195.0789,77.44,96.15,,,122.0629,110.9363,61.86,106.6633,128.36,102.49,134.34,510.02,198.5,133.83,48.3934,239.9302,76.46,118.3078,524.56,55.9055,149.5556,165.09,114.6641
23-Apr-75,194.8008,77.48,96.26,,,122.235,110.5646,61.99,106.9394,128.72,102.08,134.62,513.37,197.98,134.03,48.2429,239.1999,76.71,118.0905,522.96,56.0009,149.8641,164.56,114.2895
24-Apr-75,195.4118,77.54,96.1,,,122.1749,110.9477,61.83,106.9933,129.03,102.51,134.15,510.69,198.57,133.7,48.2743,240.3451,76.57,118.12,525.65,55.9933,149.907,165.03,114.4085
25-Apr-75,195.5775,77.45,95.99,,,122.4298,111.3405,61.76,106.8828,128.94,102.61,134.19,511.74,198.82,133.72,48.1935,240.9187,76.51,118.0933,527.5,55.7549,149.4968,165.36,114.6876
28-Apr-75,195.3981,77.58,95.9,,,122.7544,111.4246,61.68,106.795,129.39,102.41,134.05,512.28,198.45,133.61,48.1297,240.0958,76.39,117.9644,524.32,55.9038,149.3939,165.19,114.8212
29-Apr-75,194.7997,77.63,96.04,,,122.5476,110.8184,61.88,106.9824,128.92,102.2,134.13,512.37,198.46,133.68,48.1726,239.35,76.64,117.8447,523.97,55.8402,149.6832,165,114.5837
30-Apr-75,194.7612,77.63,96.09,,,122.6026,111.9914,61.66,107.0066,129.65,102.33,133.81,512.11,198.54,133.45,48.4134,239.4543,76.61,117.9488,525.03,55.8471,149.723,164.98,114.3079
01-May-75,195.0329,77.51,96.04,,,122.8519,111.9959,61.67,107.0799,129.91,102.32,133.58,510.96,198.62,133.29,48.4133,239.2163,76.45,117.884,524.83,55.8683,149.8106,165.13,114.243
02-May-75,194.7671,77.35,95.95,,,122.9581,111.3452,61.71,107.032,129.79,102.25,133.18,509.62,198.52,133,48.7466,239.016,76.51,118.0828,523.71,55.8057,149.3666,165.26,114.1388
05-May-75,194.72,77.59,96.04,,,123.5673,110.601,61.84,107.2905,129.98,102.11,132.93,514.41,198.24,132.83,48.6183,238.4185,76.61,117.9195,523.42,55.9237,149.7815,164.71,113.8749
06-May-75,194.9189,77.51,95.98,,,123.5189,110.8964,61.78,107.4001,130.32,102.35,132.75,510.54,198.43,132.71,48.5314,238.9198,76.63,118.411,524.7,56.0056,149.6583,164.84,113.9084
07-May-75,194.6491,77.32,95.84,,,123.3769,110.6553,61.88,107.6456,131,102.08,132.41,510.07,198.08,132.46,48.4762,238.5138,76.67,118.768,523.47,56.1566,149.929,164.45,113.7863
08-May-75,194.6774,77.62,95.79,,,123.198,110.2392,61.97,108.0147,131.55,102.15,131.96,509.33,197.99,132.15,48.3421,238.3776,76.78,119.0526,521.45,56.4651,150.1942,163.99,113.6376
09-May-75,195.0261,77.78,95.85,,,123.6786,111.1008,61.99,108.0265,131.09,102.21,131.08,506.24,198.28,131.53,48.4019,238.9707,76.79,119.214,525.61,56.5518,150.3873,164.36,113.71
12-May-75,194.5166,77.63,95.95,,,124.4762,111.1252,62.12,108.2292,131.16,102.04,130.12,503.65,198.01,130.84,48.446,238.0225,76.88,119.2883,525.18,56.6188,150.4335,164.51,113.6288
13-May-75,193.9967,77.92,95.99,,,124.3495,110.6235,62.4,108.7412,131.35,101.86,129.65,509.02,197.76,130.53,48.2859,237.1509,77.05,119.8787,525.19,57.1009,150.275,164.03,113.2762
14-May-75,194.7057,77.87,96.06,,,124.1516,111.8047,62.12,108.5289,131.42,102.4,129.73,510.84,198.1,130.59,48.272,237.6851,76.96,119.9556,528.47,57.0913,150.5921,164.67,113.4598
15-May-75,195.0856,77.56,95.93,,,124.3877,112.4827,61.9,108.0597,131.25,102.49,130.28,513.44,198.69,130.97,48.4247,238.0953,76.39,119.238,528.79,56.623,149.8587,165.3,113.7584
16-May-75,194.5575,77.58,95.93,,,124.3178,111.6976,62.06,108.304,131.48,102.26,130.18,510.87,198.52,130.89,48.419,238.1096,76.42,119.1476,527.42,56.3608,149.9192,164.91,113.7032
19-May-75,194.6592,77.79,95.89,,,124.27,111.3645,62.12,108.5514,131.74,102.02,129.96,509.95,198.25,130.74,48.307,237.5075,76.77,119.3786,526.35,56.3154,150.4655,164.68,113.647
20-May-75,194.7642,77.72,95.98,,,123.9335,111.8472,62.06,108.5135,131.91,102.07,130.04,510.58,198.47,130.79,48.2744,237.8502,76.52,119.1623,526.28,56.4068,150.225,164.54,113.7639
21-May-75,194.4592,77.71,95.91,,,123.3886,111.3372,62.16,108.8268,132.55,101.95,130.12,511.06,198.11,130.85,48.1745,237.4308,76.68,119.0286,525.6,56.5563,150.1976,164.04,113.6104
22-May-75,194.5656,77.75,95.73,,,123.872,111.6325,62.19,108.6866,132.67,101.78,130.6,512.45,197.84,131.19,48.171,237.6278,76.42,118.9032,524.72,56.8667,150.2453,163.7,113.2466
23-May-75,194.6052,77.58,95.38,,,123.4548,111.8927,62.15,108.6657,133.15,101.86,130.6,510.91,197.88,131.18,48.3216,238.1065,76.19,118.7989,524.4,56.6996,149.9523,163.9,113.2834
27-May-75,194.695,77.64,94.77,,,123.5901,111.749,62.11,108.6811,133.84,101.96,130.51,511.3,197.81,131.11,48.279,238.009,76.07,118.7384,524.22,56.8597,150.137,163.81,113.2436
28-May-75,194.6226,77.64,95,,,123.4224,111.7067,62.14,108.7179,133.4,102.06,130.39,509.67,197.98,131.03,48.3589,236.0906,76.21,118.8889,524.94,56.8608,150.1426,163.97,113.2089
29-May-75,194.7508,77.5,95.28,,,123.4278,112.0168,62.06,108.6223,132.76,102.04,130.18,509.46,198.5,130.89,48.4616,236.2887,76.37,118.9477,526.41,56.6878,150.0443,164.58,113.3633
30-May-75,194.6785,77.74,95.51,,,123.1062,112.1722,62.07,108.4399,132,102.1,130.52,511.47,198.61,131.13,48.3363,237.9186,76.46,119.0815,525.64,56.5903,149.9687,164.52,113.6868
02-Jun-75,194.7029,77.63,95.28,,,123.1518,111.3905,62.09,108.496,132.07,101.39,130.6,510.89,198.98,131.18,48.3407,237.8752,76.57,118.9841,525.99,56.5061,150.0479,164.45,113.6566
03-Jun-75,194.4648,77.73,95.23,,,123.4557,110.9173,62.09,108.6967,132.69,102.21,130.33,509.32,198.68,131,48.3363,237.5109,76.58,119.4158,525.54,56.7576,150.3029,163.96,113.3391
04-Jun-75,194.6584,77.68,95.33,,,123.5415,111.5049,61.98,108.6255,132.89,102.37,130.38,510.89,198.69,131.03,48.3192,238.0791,76.4,119.4929,526.3,56.5267,150.2467,164.26,113.4627
05-Jun-75,194.7589,77.58,95.34,,,123.3629,111.5478,62.04,108.6201,132.88,102.17,130.56,511.09,198.54,131.16,48.1568,237.9766,76.42,119.664,525.24,56.6455,150.2643,164.01,113.5727
06-Jun-75,194.7193,77.73,95.34,,,123.2279,111.7964,61.96,108.5262,132.68,102.39,130.64,511.82,198.86,131.22,48.2472,238.2153,76.31,119.6794,526.32,56.4984,150.2897,164.29,113.61
09-Jun-75,194.741,77.56,95.42,,,123.431,111.9662,61.98,108.5451,132.97,101.4,130.55,510.47,198.58,131.14,48.2718,237.9338,76.3,119.5484,525.36,56.3492,149.9967,164.1,113.6586
10-Jun-75,194.6852,77.61,95.54,,,123.3096,111.3426,62.13,108.7661,132.67,102.33,129.98,510.13,198.53,131.21,48.2443,237.947,76.4,119.6172,524.91,56.4807,150.2434,164.31,113.6583
11-Jun-75,194.5436,77.8,95.5,,,123.0639,111.43,62.33,109.2927,132.97,102.4,128.5,504.03,198.46,129.69,48.2327,237.6987,76.66,120.035,526.11,56.5921,150.6155,164.26,113.7393
12-Jun-75,194.4209,77.81,95.73,,,123.3413,111.5377,62.35,109.4118,133.12,102.35,128,507.41,198.15,129.34,48.1587,236.7181,76.69,120.4609,527.93,56.7651,150.9253,164.31,113.731
13-Jun-75,194.5497,77.9,95.68,,,123.2378,112.3606,62.24,109.1833,133.15,101.4,128.55,512.85,198.15,129.73,48.1287,237.1094,76.54,120.3282,528.19,56.7396,150.6234,164.37,113.7998
16-Jun-75,194.7763,77.78,95.7,,,123.4102,112.0029,62.35,109.5473,133.62,102.38,127.99,508.09,198.16,129.33,47.8518,237.5203,76.43,120.2213,527.56,56.8078,150.7973,164.38,113.9316
17-Jun-75,194.2524,77.95,95.59,,,123.3632,112.2538,62.38,109.624,133.75,102.63,127.52,508.33,198.03,129,47.9896,237.42,76.4,120.4462,527.76,56.9111,150.7706,164.39,113.8346
