SERIES,DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Oct-92,1.3879,10.37,,30.4,,,,,,,,,,,,,,,,,,,1.2435,5.6925,1.4755,0.7332,5.0125,4.687,0.5877,191.5,7.7315,1300,0.5626,121.15,1.8477,1.661,6.01,130.95,1.311,,5.552,105.45,3.7505,,2.869
13-Oct-92,1.386,10.38,,30.33,,,,,,,,,,,,,,,,,,,1.2463,5.6815,1.4737,0.7323,5.002,4.68,0.5829,191.5,7.733,1299.5,0.5637,121.4,1.8416,1.659,5.9865,131.25,1.314,,5.534,105.35,3.7505,,2.869
14-Oct-92,1.386,10.3,,30.15,,,,,,,,,,,,,,,,,,,1.2492,5.647,1.4657,0.7284,4.976,4.652,0.586,190.25,7.732,1295,0.558,121.1,1.8413,1.648,5.9625,130.3,1.308,,5.507,104.8,3.7505,,2.858
15-Oct-92,1.3835,10.2,,29.86,,,,,,,,,,,,,,,,,,,1.2503,5.6,1.4497,0.7211,4.9255,4.61,0.5881,188.6,7.728,1285,0.5519,120.45,1.8433,1.632,5.92,129.1,1.2945,,5.467,103.6,3.7505,,2.858
16-Oct-92,1.385,10.35,,30.33,,,,,,,,,,,,,,,,,,,1.2477,5.68,1.4725,0.7311,4.999,4.69,0.6015,191.5,7.73,1290,0.5613,119.7,1.845,1.6565,6.005,131.7,1.314,,5.555,105.4,3.7505,,2.867
19-Oct-92,1.3918,10.45,,30.57,,,,,,,,,,,,,,,,,,,1.247,5.725,1.4855,0.7365,5.0385,4.716,0.614,192.55,7.7315,1302.25,0.5663,119.85,1.8501,1.673,6.06,131.8,1.3215,,5.6045,104.3,3.7505,,2.893
20-Oct-92,1.3986,10.67,,31.18,,,,,,,,,,,,,,,,,,,1.236,5.845,1.5185,0.7532,5.1475,4.808,0.6189,196.3,7.7315,1333.75,0.5755,121.8,1.8556,1.7085,6.183,134.9,1.36,,5.712,107.7,3.7505,,2.913
21-Oct-92,1.3918,10.59,,30.99,,,,,,,,,,,,,,,,,,,1.2377,5.797,1.5055,0.747,5.109,4.7725,0.6194,195.45,7.732,1322,0.5709,122.1,1.8549,1.694,6.138,134.15,1.346,,5.682,106.65,3.7505,,2.918
22-Oct-92,1.3879,10.64,,31.12,,,,,,,,,,,,,,,,,,,1.2438,5.8145,1.513,0.7511,5.133,4.79,0.6157,195.15,7.7295,1329.5,0.5737,120.85,1.8519,1.7025,6.164,134.9,1.3515,,5.7035,108,3.7505,,2.918
23-Oct-92,1.3908,10.76,,31.5,,,,,,,,,,,,,,,,,,,1.246,5.885,1.53,0.7591,5.186,4.82,0.6194,198,7.7295,1337.5,0.5797,121.75,1.8477,1.721,6.235,137,1.3655,,5.7665,109.6,3.7505,,2.939
26-Oct-92,1.3976,10.78,,31.63,,,,,,,,,,,,,,,,,,,1.2502,5.902,1.5342,0.7598,5.203,4.8495,0.6295,198.47,7.731,1328.5,0.5804,121.9,1.8522,1.725,6.26,137.1,1.367,,5.7755,109.15,3.7505,,2.949
27-Oct-92,1.4205,10.78,,31.58,,,,,,,,,,,,,,,,,,,1.2382,5.8915,1.5322,0.7591,5.196,4.8325,0.6347,198.9,7.7275,1330.25,0.5821,122.2,1.8727,1.7235,6.24,136.8,1.3645,,5.775,108.75,3.7505,,2.949
28-Oct-92,1.4337,10.82,,31.68,,,,,,,,,,,,,,,,,,,1.2387,5.915,1.54,0.7618,5.225,4.854,0.6333,198.6,7.7275,1326.75,0.5838,122.65,1.8832,1.732,6.27,136.95,1.369,,5.793,109.1,3.7505,,2.952
29-Oct-92,1.442,10.81,,31.63,,,,,,,,,,,,,,,,,,,1.2415,5.906,1.538,0.7598,5.216,4.847,0.6363,199.5,7.73,1312.25,0.5845,123.25,1.8968,1.7305,6.264,136.9,1.371,,5.785,109.1,3.7505,,2.954
30-Oct-92,1.4388,10.84,,31.71,,,,,,,,,,,,,,,,,,,1.2415,5.932,1.5425,0.7626,5.234,4.881,0.6397,200.25,7.731,1320,0.5862,123.2,1.9048,1.7355,6.291,137.7,1.376,,5.813,109.8,3.7505,,2.958
02-Nov-92,1.4461,11,,32.23,,,,,,,,,,,,,,,,,,,1.2408,6.0175,1.5663,0.7745,5.3095,4.9475,0.6509,203,7.731,1343.25,0.5952,123.75,1.9164,1.7635,6.387,139.65,1.3975,,5.9045,111.4,3.7505,,2.975
03-Nov-92,1.4337,11.04,,32.24,,,,,,,,,,,,,,,,,,,1.2422,6.019,1.5682,0.7749,5.312,4.945,0.6455,203.1,7.7305,1339.75,0.5938,122.35,1.9048,1.7645,6.3745,139.7,1.398,,5.908,111.65,3.7505,,2.977
04-Nov-92,1.4472,11.04,,32.28,,,,,,,,,,,,,,,,,,,1.2455,6.021,1.5695,0.7748,5.3125,4.942,0.645,202.75,7.7305,1335.75,0.5938,123.05,1.9066,1.764,6.38,139.65,1.402,,5.9,111.65,3.7505,,2.969
05-Nov-92,1.4358,11.11,,32.54,,,,,,,,,,,,,,,,,,,1.2487,6.057,1.579,0.7805,5.343,4.972,0.6493,205,7.731,1349.5,0.5981,122.85,1.904,1.7765,6.424,141.25,1.4175,,5.94,113.1,3.7505,,2.984
06-Nov-92,1.4265,11.17,,32.67,,,,,,,,,,,,,,,,,,,1.2508,6.09,1.5878,0.785,5.375,4.9975,0.6483,205.25,7.7315,1358.75,0.6008,122.95,1.8886,1.7875,6.457,141.35,1.4285,,5.97,113.75,3.7505,,2.985
09-Nov-92,1.4378,11.16,,32.59,,,,,,,,,,,,,,,,,,,1.2613,6.08,1.5855,0.7834,5.358,5.004,0.6537,205.5,7.7325,1356,0.599,123.52,1.9022,1.785,6.459,141.2,1.423,,5.961,113.4,3.7505,,2.996
10-Nov-92,1.4472,11.24,,32.85,,,,,,,,,,,,,,,,,,,1.2622,6.1265,1.5972,0.7887,5.3955,5.029,0.6596,207.3,7.732,1362.25,0.6024,124.35,1.9095,1.7965,6.505,142,1.438,,6.012,114.25,3.7505,,3.006
11-Nov-92,1.4451,11.17,,32.65,,,,,,,,,,,,,,,,,,,1.2665,6.078,1.586,0.7832,5.355,4.995,0.656,205.4,7.731,1353.5,0.5983,123.85,1.9095,1.7835,6.458,140.8,1.431,,5.964,113.35,3.7505,,2.997
12-Nov-92,1.4409,11.17,,32.59,,,,,,,,,,,,,,,,,,,1.2637,6.09,1.5867,0.7837,5.3535,4.997,0.6577,205.7,7.7315,1358,0.5988,124.1,1.912,1.7855,6.466,141,1.4335,,5.984,113.5,3.7505,,2.989
13-Nov-92,1.442,11.04,,32.3,,,,,,,,,,,,,,,,,,,1.2632,6.0225,1.5685,0.7752,5.294,4.965,0.6468,203.65,7.7315,1342,0.5938,123.9,1.9055,1.7655,6.396,139.4,1.417,,5.9115,112.55,3.7505,,2.983
16-Nov-92,1.4514,11.17,,32.63,,,,,,,,,,,,,,,,,,,1.2693,6.0865,1.5885,0.7841,5.354,5.045,0.6572,206.2,7.7315,1355.5,0.5993,124.75,1.9212,1.786,6.46,140.8,1.4355,,5.982,113.6,3.7505,,2.999
17-Nov-92,1.4599,11.28,,32.94,,,,,,,,,,,,,,,,,,,1.2752,6.132,1.6025,0.7909,5.398,5.12,0.6598,208,7.7345,1365.5,0.6039,124.55,1.9417,1.802,6.514,141.85,1.455,,6.029,114.65,3.7505,,3.008
18-Nov-92,1.4535,11.18,,32.61,,,,,,,,,,,,,,,,,,,1.2748,6.113,1.5892,0.7844,5.356,5.113,0.6562,206.45,7.7385,1355,0.5995,124.3,1.9342,1.787,6.47,140.5,1.4495,,6.0175,113.8,3.7505,,2.998
19-Nov-92,1.462,11.07,,32.36,,,,,,,,,,,,,,,,,,,1.2738,6.085,1.5762,0.7793,5.326,5.1225,0.6525,205,7.7355,1353.25,0.5954,123.4,1.9361,1.7715,6.5,140.6,1.4265,,6.517,112.7,3.7505,,2.992
20-Nov-92,1.462,11.21,,32.8,,,,,,,,,,,,,,,,,,,1.278,6.204,1.5935,0.7893,5.3935,5.16,0.6578,207.25,7.7345,1375,0.6075,124.1,1.9425,1.7935,6.402,144.35,1.4315,,6.691,114.15,3.7505,,2.994
23-Nov-92,1.4641,11.27,,33,,,,,,,,,,,,,,,,,,,1.2857,6.225,1.6017,0.795,5.4365,5.11,0.6601,208.5,7.736,1391.75,0.6103,124.1,1.9436,1.8025,6.45,143.25,1.4405,,6.762,116.1,3.7505,,2.994
24-Nov-92,1.4609,11.26,,32.97,,,,,,,,,,,,,,,,,,,1.2897,6.24,1.6027,0.7954,5.4475,5.16,0.6595,208.55,7.737,1391.5,0.6111,124.1,1.9399,1.802,6.552,143,1.44,,6.7305,116,3.7505,,3.012
25-Nov-92,1.4524,11.15,,32.75,,,,,,,,,,,,,,,,,,,1.2817,6.13,1.5875,0.7871,5.3845,5.06,0.6546,207.5,7.7355,1374.5,0.605,123.75,1.9369,1.7855,6.45,141.3,1.4235,,6.6975,114.5,3.7505,,3.003
26-Nov-92,1.4556,11.22,,32.81,,,,,,,,,,,,,,,,,,,1.2827,6.167,1.5948,0.7906,5.402,5.089,0.6567,208,7.7335,1384,0.6075,124.1,1.9369,1.7927,6.507,143,1.4325,,6.788,114.85,3.7505,,3.01
27-Nov-92,1.451,11.27,,33,,,,,,,,,,,,,,,,,,,1.283,6.1915,1.6012,0.7952,5.4325,5.15,0.662,209.5,7.7365,1396.25,0.6111,124.47,1.9417,1.8,6.5725,143.9,1.444,,6.845,115.8,3.7505,,3.022
30-Nov-92,1.4663,11.23,,32.84,,,,,,,,,,,,,,,,,,,1.2862,6.172,1.5947,0.7922,5.4165,5.13,0.66,208.25,7.7405,1395.25,0.6042,124.42,1.9573,1.7935,6.5225,143.15,1.439,,6.8435,115,3.7505,,3.022
01-Dec-92,1.462,11.17,,32.67,,,,,,,,,,,,,,,,,,,1.2875,6.175,1.5872,0.7906,5.413,5.13,0.6551,207.7,7.755,1405,0.6019,124.47,1.9531,1.7855,6.516,142.3,1.4235,,6.811,114.7,3.7505,,3.013
02-Dec-92,1.4641,11.04,,32.33,,,,,,,,,,,,,,,,,,,1.2812,6.0975,1.5705,0.7823,5.3575,5.08,0.6454,205.5,7.743,1390,0.5944,124.3,1.9505,1.766,6.4215,140.75,1.3995,,6.775,113.55,3.7505,,2.997
03-Dec-92,1.4503,11.115,,32.52,,,,,,,,,,,,,,,,,,,1.2757,6.135,1.58,0.7856,5.3735,5.095,0.6394,207.25,7.747,1388.75,0.5992,124.55,1.938,1.776,6.4605,141.3,1.4085,,6.8,114,3.7505,,2.997
04-Dec-92,1.444,11.2,,32.8,,,,,,,,,,,,,,,,,,,1.2782,6.171,1.5927,0.7913,5.4115,5.11,0.641,209,7.744,1399,0.6031,124.8,1.9339,1.79,6.5065,141.55,1.4315,,6.8445,114.25,3.7505,,3.008
07-Dec-92,1.444,11.08,,32.38,,,,,,,,,,,,,,,,,,,1.2762,6.105,1.573,0.7822,5.3625,5.046,0.6319,207.5,7.7455,1383.5,0.5945,124.45,1.9283,1.7685,6.43,140.1,1.409,,6.774,112.85,3.7505,,3.004
08-Dec-92,1.442,11,,32.16,,,,,,,,,,,,,,,,,,,1.2737,6.046,1.5628,0.7768,5.3275,5.016,0.6266,205.85,7.745,1376,0.5894,124.05,1.9324,1.7545,6.38,138.6,1.401,,6.715,111.45,3.7505,,2.974
09-Dec-92,1.4399,11.05,,32.33,,,,,,,,,,,,,,,,,,,1.2755,6.09,1.573,0.7824,5.366,5.0525,0.6384,207.5,7.738,1391.75,0.5952,124.05,1.9294,1.7645,6.435,140.35,1.4115,,6.775,112.2,3.7505,,2.994
10-Dec-92,1.4503,11.07,,32.38,,,,,,,,,,,,,,,,,,,1.2712,6.12,1.5725,0.7832,5.368,5.09,0.6403,207.55,7.7395,1395.75,0.5988,123.6,1.9414,1.767,6.8,140.8,1.406,,6.78,112.5,3.7505,,3.009
11-Dec-92,1.4482,11.11,,32.46,,,,,,,,,,,,,,,,,,,1.2746,6.125,1.576,0.785,5.384,5.105,0.641,208.4,7.743,1395,0.6008,123.82,1.9354,1.7735,6.81,141.7,1.406,,6.783,112.7,3.7505,,3.014
14-Dec-92,1.4567,11.06,,32.34,,,,,,,,,,,,,,,,,,,1.275,6.0475,1.5712,0.7822,5.3575,5.09,0.6388,207.8,7.7415,1395,0.5935,123.7,1.9399,1.7665,6.764,140.3,1.409,,6.776,112,3.7505,,3.009
15-Dec-92,1.4524,11.03,,32.24,,,,,,,,,,,,,,,,,,,1.2765,6.0355,1.5675,0.7815,5.3555,5.084,0.6378,206.9,7.7395,1403.5,0.5936,124,1.944,1.7625,6.738,140.25,1.4085,,6.765,111.55,3.7505,,3.012
16-Dec-92,1.4514,10.93,,31.98,,,,,,,,,,,,,,,,,,,1.2792,5.9835,1.5542,0.7756,5.312,5.087,0.6333,206.35,7.74,1397.25,0.5889,122.97,1.9305,1.7485,6.656,139.15,1.3965,,6.792,110.7,3.7505,,3.012
17-Dec-92,1.4503,10.96,,31.97,,,,,,,,,,,,,,,,,,,1.2752,6.0045,1.5555,0.7764,5.3165,5.1235,0.6327,206.95,7.737,1400,0.5888,122.85,1.9275,1.748,6.663,139.1,1.397,,6.922,110.8,3.7505,,2.993
18-Dec-92,1.4463,11.01,,32.19,,,,,,,,,,,,,,,,,,,1.2742,6.047,1.565,0.7808,5.3455,5.1475,0.638,208.3,7.737,1406,0.5928,123.2,1.9339,1.7595,6.7295,140,1.409,,6.92,111.4,3.7505,,3.005
21-Dec-92,1.444,11.04,,32.24,,,,,,,,,,,,,,,,,,,1.2705,6.045,1.568,0.7822,5.356,5.131,0.6396,208.35,7.7365,1408,0.5926,123,1.9324,1.7625,6.745,141.3,1.414,,6.94,111.5,3.7505,,3.004
22-Dec-92,1.4472,11.16,,32.65,,,,,,,,,,,,,,,,,,,1.2615,6.1335,1.5867,0.7912,5.4165,5.1955,0.6498,210.8,7.7375,1422,0.5995,123.37,1.9402,1.7845,6.79,143.3,1.434,,7,112.8,3.7505,,3.014
23-Dec-92,1.4482,11.19,,32.77,,,,,,,,,,,,,,,,,,,1.2597,6.1485,1.5927,0.7941,5.434,5.2395,0.653,211.8,7.7395,1427.5,0.6026,123.85,1.9459,1.792,6.768,143.4,1.44,,7.0545,113.15,3.7505,,3.021
24-Dec-92,1.4461,11.19,,32.75,,,,,,,,,,,,,,,,,,,1.2595,6.1455,1.5922,0.7935,5.43,5.23,0.6523,211.25,7.7405,1424.5,0.6031,123.8,1.941,1.7915,6.7765,143.85,1.439,,7.055,112.9,3.7505,,3.018
29-Dec-92,1.4503,11.39,,33.23,,,,,,,,,,,,,,,,,,,1.2647,6.245,1.6192,0.8083,5.51,5.2695,0.6653,214.7,7.741,1473.75,0.6137,124.7,1.9463,1.8185,6.8965,145.6,1.4665,,7.098,114.8,3.7505,,3.063
30-Dec-92,1.4503,11.35,,33.14,,,,,,,,,,,,,,,,,,,1.269,6.235,1.6132,0.8059,5.501,5.238,0.6609,214.75,7.7405,1469.5,0.6131,124.55,1.9478,1.813,6.912,145.5,1.46,,7.045,114.45,3.7505,,3.054
31-Dec-92,1.4514,11.39,,33.22,,,,,,,,,,,,,,,,,,,1.271,6.2715,1.6185,0.8085,5.52,5.252,0.6601,215.25,7.7415,1473.5,0.6158,124.8,1.9474,1.818,6.927,147,1.466,,7.072,114.8,3.7505,,3.053
04-Jan-93,1.4663,11.5,,33.66,,,,,,,,,,,,,,,,,,,1.2785,6.347,1.6375,0.8211,5.593,5.401,0.6664,217.7,7.7425,1522.5,0.6227,125.35,1.9512,1.84,6.995,147.65,1.4775,,7.188,116.4,3.7505,,3.077
05-Jan-93,1.487,11.47,,33.52,,,,,,,,,,,,,,,,,,,1.2768,6.324,1.6295,0.8187,5.562,5.374,0.6527,217.5,7.7405,1533.5,0.6198,125.17,1.9782,1.831,6.9765,147.1,1.4765,,7.256,116.2,3.7505,,3.063
06-Jan-93,1.4959,11.5,,33.64,,,,,,,,,,,,,,,,,,,1.2755,6.308,1.6352,0.8201,5.568,5.392,0.6498,217.2,7.7425,1528,0.6221,125.05,1.9743,1.8365,6.981,146.8,1.487,,7.26,116.35,3.7505,,3.065
07-Jan-93,1.4881,11.51,,33.65,,,,,,,,,,,,,,,,,,,1.2787,6.317,1.635,0.8187,5.5575,5.4495,0.6491,218.25,7.742,1512.5,0.6231,125.15,1.9666,1.8375,7.021,147.15,1.4905,,7.365,116,3.7505,,3.067
08-Jan-93,1.4881,11.55,,33.73,,,,,,,,,,,,,,,,,,,1.283,6.34,1.641,0.8204,5.58,5.4875,0.65,218.8,7.742,1502.5,0.6248,125.25,1.9589,1.843,7.012,147.3,1.496,,7.415,116.6,3.7505,,3.085
11-Jan-93,1.487,11.46,,33.5,,,,,,,,,,,,,,,,,,,1.2742,6.29,1.628,0.8127,5.535,5.427,0.6428,217.75,7.742,1476.5,0.6165,125,1.9474,1.8285,6.961,145.7,1.4855,,7.34,115.65,3.7505,,3.067
12-Jan-93,1.481,11.49,,33.58,,,,,,,,,,,,,,,,,,,1.278,6.3035,1.6322,0.8159,5.5375,5.4425,0.648,218.15,7.741,1498.5,0.6171,125.3,1.9486,1.8352,6.9645,146.05,1.4975,,7.4695,115.82,3.75,,3.068
13-Jan-93,1.4914,11.47,,33.6,,,,,,,,,,,,,,,,,,,1.282,6.305,1.6307,0.8161,5.5275,5.454,0.6484,218.1,7.738,1508,0.6171,125.95,1.9505,1.8345,6.955,146.32,1.496,,7.434,115.85,3.75,,3.071
14-Jan-93,1.4914,11.41,,33.4,,,,,,,,,,,,,,,,,,,1.279,6.267,1.6212,0.8117,5.4955,5.423,0.6517,216.75,7.7375,1502.5,0.6161,125.67,1.952,1.823,6.885,145.6,1.4855,,7.235,115.1,3.75,,3.069
15-Jan-93,1.4837,11.45,,33.52,,,,,,,,,,,,,,,,,,,1.282,6.279,1.63,0.8143,5.507,5.422,0.6515,217.7,7.738,1501,0.6175,125.9,1.9455,1.832,6.87,146.45,1.4925,,7.2625,115.45,3.75,,3.0785
18-Jan-93,1.4782,11.4,,33.33,,,,,,,,,,,,,,,,,,,1.2765,6.2325,1.618,0.8091,5.4765,5.4075,0.6457,216.2,7.7365,1492.5,0.6096,125.57,1.9417,1.819,6.827,145.87,1.483,,7.23,114.77,3.75,,3.075
19-Jan-93,1.487,11.32,,33.15,,,,,,,,,,,,,,,,,,,1.278,6.193,1.6102,0.8048,5.466,5.4095,0.6456,215.35,7.735,1476,0.6062,125.47,1.9474,1.8095,6.808,144.95,1.4755,,7.2085,114.05,3.75,,3.0695
20-Jan-93,1.4943,11.31,,33.05,,,,,,,,,,,,,,,,,,,1.2805,6.17,1.6065,0.802,5.429,5.42,0.6496,214.85,7.7335,1469.25,0.606,124.92,1.8808,1.8068,6.793,144.47,1.469,,7.175,113.67,3.75,,3.071
21-Jan-93,1.5004,11.37,,33.25,,,,,,,,,,,,,,,,,,,1.2853,6.207,1.6162,0.8069,5.459,5.5425,0.6591,215.65,7.735,1479,0.6085,125.02,1.9531,1.8175,6.85,145.5,1.4827,,7.245,114.32,3.75,,3.075
22-Jan-93,1.4877,11.275,,33,,,,,,,,,,,,,,,,,,,1.283,6.1515,1.601,0.8006,5.4155,5.476,0.6563,213.8,7.734,1473.75,0.6026,125.05,1.9417,1.8015,6.809,144.25,1.4705,,7.188,113.4,3.75,,3.07
25-Jan-93,1.4859,11.06,,32.34,,,,,,,,,,,,,,,,,,,1.2777,6.043,1.5717,0.7859,5.3175,5.256,0.6412,210.2,7.7345,1451,0.5917,123.7,1.9324,1.7675,6.672,141.6,1.441,,7.06,111.35,3.75,,3.0535
26-Jan-93,1.4793,11.09,,32.5,,,,,,,,,,,,,,,,,,,1.2708,6.06,1.577,0.788,5.33,5.2985,0.6499,210.95,7.7297,1450.5,0.5947,123.7,1.9286,1.7735,6.689,141.9,1.4495,,7.076,111.6,3.75,,3.056
27-Jan-93,1.4826,11.13,,32.57,,,,,,,,,,,,,,,,,,,1.2702,6.1,1.5815,0.7922,5.3485,5.3865,0.6603,211.6,7.7313,1472.5,0.6028,123.97,1.938,1.7805,6.7175,142.63,1.4605,,7.1,112.12,3.75,,3.0617
28-Jan-93,1.468,11.14,,32.62,,,,,,,,,,,,,,,,,,,1.2692,6.117,1.5847,0.7952,5.3705,5.448,0.6623,212,7.732,1481.5,0.6036,124.15,1.9286,1.7835,6.754,143.72,1.4565,,7.205,113.35,3.75,,3.0637
29-Jan-93,1.4712,11.315,,33.12,,,,,,,,,,,,,,,,,,,1.2698,6.2,1.609,0.8062,5.445,5.5575,0.6718,215.5,7.7325,1496.75,0.6131,124.87,1.9361,1.81,6.841,145.75,1.4855,,7.28,114.35,3.75,,3.077
01-Feb-93,1.481,11.485,,33.62,,,,,,,,,,,,,,,,,,,1.264,6.303,1.6337,0.8186,5.528,5.7,0.6877,219,7.7325,1511,0.6702,124.8,1.9467,1.8385,6.9575,147.8,1.514,,7.453,116.1,3.75,,3.089
02-Feb-93,1.4738,11.56,,33.85,,,,,,,,,,,,,,,,,,,1.2618,6.3415,1.6445,0.824,5.5615,5.68,0.693,220,7.7345,1525.75,0.6745,124.6,1.9493,1.8505,6.987,148.15,1.5265,,7.44,116.55,3.75,,3.0965
03-Feb-93,1.4706,11.56,,33.9,,,,,,,,,,,,,,,,,,,1.2658,6.411,1.6422,0.8249,5.567,5.693,0.6957,219.75,7.7333,1533,0.6814,124.2,1.9399,1.85,6.992,149.48,1.52,,7.538,117,3.75,,3.1025
04-Feb-93,1.4723,11.65,,34.16,,,,,,,,,,,,,,,,,,,1.264,6.36,1.6577,0.8309,5.609,5.735,0.693,222,7.734,1538.5,0.6791,124.7,1.9417,1.8645,7.006,149.8,1.5325,,7.49,117.62,3.75,,3.1157
05-Feb-93,1.4793,11.62,,34.07,,,,,,,,,,,,,,,,,,,1.2612,6.312,1.6517,0.8274,5.588,5.668,0.6893,221.1,7.734,1525,0.6798,124.28,1.9512,1.859,6.984,149.3,1.5238,,7.42,117.4,3.75,,3.12
08-Feb-93,1.4908,11.65,,34.15,,,,,,,,,,,,,,,,,,,1.2642,6.318,1.656,0.8296,5.603,5.812,0.6954,221.05,7.7335,1527.75,0.68,124.27,1.9627,1.8627,7.01,149.5,1.532,,7.472,117.45,3.75,,3.1237
09-Feb-93,1.4937,11.61,,34.1,,,,,,,,,,,,,,,,,,,1.2665,6.3325,1.652,0.8281,5.594,5.8695,0.6978,220.4,7.7335,1525.75,0.6791,121.55,1.9646,1.8567,7.0025,149.45,1.5295,,7.4275,117.38,3.75,,3.124
10-Feb-93,1.4925,11.62,,34.1,,,,,,,,,,,,,,,,,,,1.2655,6.301,1.6507,0.8286,5.5875,6.014,0.7,220.7,7.7338,1534,0.6777,120.95,1.9589,1.857,6.998,149.65,1.529,,7.4475,117.4,3.75,,3.1177
11-Feb-93,1.4789,11.67,,34.22,,,,,,,,,,,,,,,,,,,1.257,6.3535,1.6577,0.8323,5.6085,5.93,0.7051,221.9,7.7335,1544,0.6798,120,1.9474,1.866,7.045,150.63,1.535,,7.482,118.17,3.75,,3.128
12-Feb-93,1.4749,11.66,,34.17,,,,,,,,,,,,,,,,,,,1.2553,6.356,1.658,0.8326,5.612,5.92,0.7039,221.85,7.7335,1547,0.6807,120.4,1.9474,1.8655,7.0435,151,1.5362,,7.495,118.38,3.75,,3.127
15-Feb-93,1.476,11.67,,34.2,,,,,,,,,,,,,,,,,,,1.253,6.3525,1.6575,0.8328,5.6065,5.913,0.7049,222.1,7.734,1549.25,0.6811,120.93,1.9512,1.8682,7.0485,151.18,1.5405,,7.521,118.47,3.75,,3.142
16-Feb-93,1.4562,11.5,,33.7,,,,,,,,,,,,,,,,,,,1.254,6.273,1.6355,0.8226,5.538,5.797,0.691,219,7.7335,1541,0.6709,119.73,1.9361,1.8415,6.9625,149.47,1.51,,7.46,116.93,3.75,,3.12
17-Feb-93,1.4562,11.43,,33.55,,,,,,,,,,,,,,,,,,,1.262,6.24,1.627,0.8199,5.5155,5.8475,0.6928,219,7.7313,1542,0.667,119.7,1.938,1.8325,6.92,149.1,1.5025,,7.437,117.15,3.75,,3.115
18-Feb-93,1.4556,11.51,,33.68,,,,,,,,,,,,,,,,,,,1.2602,6.273,1.6353,0.8244,5.539,5.843,0.694,220,7.7313,1561.25,0.6707,119.3,1.9399,1.839,6.9525,149.3,1.511,,7.566,117.3,3.75,,3.1285
19-Feb-93,1.4489,11.5,,33.66,,,,,,,,,,,,,,,,,,,1.2552,6.261,1.6337,0.824,5.533,5.881,0.687,219.4,7.7325,1562.5,0.6691,119.17,1.9324,1.8395,6.946,149.35,1.5045,,7.564,117.25,3.75,,3.126
22-Feb-93,1.452,11.48,,33.6,,,,,,,,,,,,,,,,,,,1.2612,6.262,1.6312,0.8248,5.5325,5.8625,0.6868,219.2,7.7305,1573,0.6698,116.05,1.9286,1.836,6.956,150.35,1.4925,,7.595,118.75,3.75,,3.124
23-Feb-93,1.4368,11.4,,33.38,,,,,,,,,,,,,,,,,,,1.257,6.232,1.617,0.8196,5.494,5.8485,0.6868,219.9,7.7305,1577,0.6656,116.62,1.9029,1.821,6.9115,150.6,1.49,,7.71,117.45,3.75,,3.124
24-Feb-93,1.4374,11.4,,33.36,,,,,,,,,,,,,,,,,,,1.2632,6.202,1.6182,0.8201,5.4925,5.906,0.6971,219.15,7.7305,1590,0.6662,116.85,1.9029,1.8213,6.911,148.8,1.498,,7.825,116.15,3.75,,3.128
25-Feb-93,1.4415,11.49,,33.64,,,,,,,,,,,,,,,,,,,1.2517,6.2635,1.6335,0.8257,5.547,5.945,0.6985,220.9,7.7328,1577.25,0.6721,117.65,1.912,1.8375,6.9725,150.37,1.515,,7.833,117.52,3.75,,3.135
26-Feb-93,1.4378,11.56,,33.86,,,,,,,,,,,,,,,,,,,1.251,6.3145,1.6435,0.831,5.5845,5.966,0.704,222.55,7.7335,1591,0.677,117.85,1.9102,1.8482,7.007,150.9,1.5255,,7.8355,117.95,3.75,,3.1417
01-Mar-93,1.417,11.6,,33.94,,,,,,,,,,,,,,,,,,,1.2507,6.3225,1.6482,0.831,5.5905,5.973,0.6941,223.1,7.7335,1569,0.678,118.5,1.8975,1.8547,7.0125,151.15,1.5288,,7.785,118.2,3.75,,3.152
02-Mar-93,1.4128,11.53,,33.77,,,,,,,,,,,,,,,,,,,1.2482,6.2915,1.6395,0.8274,5.5615,5.9275,0.6894,221.25,7.7335,1569.25,0.6748,117.7,1.8921,1.8447,6.9805,150.38,1.5205,,7.715,117.75,3.75,,3.15
03-Mar-93,1.4174,11.57,,33.83,,,,,,,,,,,,,,,,,,,1.2462,6.2995,1.6442,0.829,5.578,5.944,0.6897,221.25,7.7315,1566,0.6766,117,1.8993,1.847,6.9845,150.8,1.5227,,7.695,118.07,3.75,,3.154
04-Mar-93,1.411,11.5,,33.65,,,,,,,,,,,,,,,,,,,1.243,6.278,1.6342,0.8251,5.553,5.924,0.6879,221.1,7.7315,1563.75,0.6736,116.75,1.8904,1.839,6.954,150.65,1.519,,7.658,117.57,3.75,,3.159
05-Mar-93,1.412,11.69,,34.23,,,,,,,,,,,,,,,,,,,1.2467,6.371,1.6625,0.8371,5.636,6.005,0.6901,223.8,7.7325,1576,0.6842,117.55,1.8993,1.8675,7.042,153.07,1.5425,,7.734,118.6,3.75,,3.17
08-Mar-93,1.4188,11.69,,34.2,,,,,,,,,,,,,,,,,,,1.2452,6.3695,1.6625,0.8366,5.6322,5.954,0.6913,224.55,7.7325,1577.75,0.6831,116.7,1.9004,1.868,7.04,152.55,1.5375,,7.616,117.95,3.75,,3.184
