SERIES,DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLADD,Spot exchange rate - Australian Dollar into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLASD,Spot exchange rate - Austrian Schilling into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLB8KL,Spot exchange rate - Brazilian Real into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBFD,Spot exchange rate - Belgian Franc into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK24,Spot exchange rate - Cyprus Pound into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK27,Spot exchange rate - Czech Koruna into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK32,Spot exchange rate - Estonian Kroon into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK35,Spot exchange rate - Hungarian Forint into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK38,Spot exchange rate - Lithuanian Litas into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK43,Spot exchange rate - Latvian Lats into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency joined the Euro on 01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK46,Spot exchange rate - Maltese Lira into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK49,Spot exchange rate - Polish Zloty into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK54,Spot exchange rate - Slovenian Tolar into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK57,Spot exchange rate - Slovak Koruna into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK64,Spot exchange rate - Indian Rupee into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK65,Spot exchange rate - Israeli Shekel into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK66,Spot exchange rate - Malaysian ringgit into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK69,Spot exchange rate - Russian Ruble into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK72,Spot exchange rate - Thai Baht into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK73,Spot exchange rate - Chinese Yuan into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK74,Spot exchange rate - South Korean Won into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLBK75,Spot exchange rate - Turkish Lira into Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLCDD,Spot exchange rate - Canadian Dollar into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLDKD,Spot exchange rate - Danish Krone into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLDMD,Spot exchange rate - Deutschemark into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLERD,Spot exchange rate - Euro into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLFFD,Spot exchange rate - French Franc into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLFMD,Spot exchange rate - Finnish Markka into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLGBD,Spot exchange rate - Sterling into US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLGDD,Spot exchange rate - Greek Drachma into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLHDD,Spot exchange rate - Hong Kong Dollar into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLILD,Spot exchange rate - Italian Lire into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLIPD,Spot exchange rate - Irish Punt into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLJYD,Spot exchange rate - Japanese Yen into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLNDD,Spot exchange rate - New Zealand Dollar into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLNGD,Spot exchange rate - Netherlands Guilder into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLNKD,Spot exchange rate - Norwegian Krone into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLPED,Spot exchange rate - Portuguese Escudo into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLSFD,Spot exchange rate - Swiss Franc into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLSGD,Spot exchange rate - Singapore Dollar into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLSKD,Spot exchange rate - Swedish Krona  into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLSPD,Spot exchange rate - Spanish Peseta into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLSRD,Spot exchange rate - Saudi Riyal into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLTWD,Spot exchange rate - Taiwan Dollar into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUDLZRD,Spot exchange rate - South African Rand into US $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,XUDLADD,XUDLASD,XUDLB8KL,XUDLBFD,XUDLBK24,XUDLBK27,XUDLBK32,XUDLBK35,XUDLBK38,XUDLBK43,XUDLBK46,XUDLBK49,XUDLBK54,XUDLBK57,XUDLBK64,XUDLBK65,XUDLBK66,XUDLBK69,XUDLBK72,XUDLBK73,XUDLBK74,XUDLBK75,XUDLCDD,XUDLDKD,XUDLDMD,XUDLERD,XUDLFFD,XUDLFMD,XUDLGBD,XUDLGDD,XUDLHDD,XUDLILD,XUDLIPD,XUDLJYD,XUDLNDD,XUDLNGD,XUDLNKD,XUDLPED,XUDLSFD,XUDLSGD,XUDLSKD,XUDLSPD,XUDLSRD,XUDLTWD,XUDLZRD
02-Jan-75,0.754,17.18,,36.29,,,,,,,,,,,,,,,,,,,1.0079,5.657,2.42,0.7633,4.4562,3.573,0.4281,30.0483,,651.2,0.4281,300.75,0.7631,2.5025,5.2295,24.73,2.5375,,4.1045,56.2,3.55,,0.6885
03-Jan-75,0.7552,17.03,,36.04,,,,,,,,,,,,,,,,,,,1.0085,5.6575,2.3995,0.7585,4.4305,3.566,0.4271,29.9781,,648.65,0.4271,300.65,0.7651,2.4845,5.1855,24.69,2.5375,,4.07,56.16,3.55,,0.6869
06-Jan-75,0.7537,16.87,,35.57,,,,,,,,,,,,,,,,,,,1.0086,5.645,2.377,0.7524,4.405,3.546,0.4252,29.7789,,642.5,0.4252,300.85,0.7634,2.4745,5.152,24.56,2.5325,,4.02,56,3.55,,0.6884
07-Jan-75,0.7518,16.8,,35.5,,,,,,,,,,,,,,,,,,,1.0062,5.635,2.372,0.751,4.3912,3.546,0.4246,29.8685,,644.4,0.4246,300.65,0.7613,2.4515,5.1287,24.52,2.525,,4.0325,56.1,3.55,,0.6857
08-Jan-75,0.752,16.97,,35.82,,,,,,,,,,,,,,,,,,,1.0069,5.6395,2.395,0.7554,4.3987,3.551,0.4258,29.9912,,645.75,0.4258,300.7,0.7605,2.4705,5.1685,24.52,2.5615,,4.0585,56.14,3.55,,0.6901
09-Jan-75,0.7532,16.98,,35.8,,,,,,,,,,,,,,,,,,,1.0039,5.63,2.383,0.7551,4.4095,3.561,0.4256,29.9239,,647.85,0.4256,300.77,0.7624,2.4762,5.1625,24.67,2.5675,,4.057,56.25,3.55,,0.6898
10-Jan-75,0.753,16.88,,35.69,,,,,,,,,,,,,,,,,,,1.0062,5.6175,2.381,0.7534,4.3937,3.551,0.4251,29.8888,,647.4,0.4251,300.82,0.7619,2.461,5.14,24.61,2.56,,4.0575,56.17,3.55,,0.689
13-Jan-75,0.7529,16.88,,35.69,,,,,,,,,,,,,,,,,,,1.0022,5.6165,2.3827,0.754,4.391,3.551,0.4248,29.9208,,648.5,0.4248,300.82,0.7559,2.4695,5.129,24.6,2.558,,4.052,56.22,3.55,,0.6871
14-Jan-75,0.7527,16.98,,35.97,,,,,,,,,,,,,,,,,,,1.0032,5.667,2.3994,0.7588,4.4242,3.561,0.4261,30.0081,,650.95,0.4261,300.9,0.7613,2.4962,5.1687,24.72,2.576,,4.0809,56.33,3.55,,0.6906
15-Jan-75,0.7541,16.89,,35.88,,,,,,,,,,,,,,,,,,,1.0046,5.693,2.3875,0.7562,4.404,3.569,0.4254,29.9588,,650.5,0.4254,300.77,0.7625,2.48,5.163,24.82,2.568,,4.094,56.41,3.55,,0.6894
16-Jan-75,0.7528,16.92,,35.74,,,,,,,,,,,,,,,,,,,1.0065,5.666,2.3827,0.7546,4.395,3.561,0.4249,29.8492,,648.95,0.4249,300.75,0.761,2.475,5.14,24.76,2.5635,,4.071,56.29,3.55,,0.6879
17-Jan-75,0.7526,16.88,,35.65,,,,,,,,,,,,,,,,,,,1.0082,5.6675,2.3845,0.7537,4.3837,3.551,0.4249,28.8613,,647.7,0.4249,300.87,0.7613,2.4712,5.1305,24.71,2.5605,,4.0665,56.18,3.55,,0.6894
20-Jan-75,0.7524,16.76,,35.42,,,,,,,,,,,,,,,,,,,1.0091,5.665,2.3687,0.7503,4.3642,3.551,0.4244,29.9011,,647,0.4244,300.9,0.7613,2.461,5.1185,24.69,2.5175,,4.0525,56.2,3.55,,0.6893
21-Jan-75,0.7509,16.7,,35.27,,,,,,,,,,,,,,,,,,,1.0075,5.618,2.3582,0.7487,4.3875,3.526,0.4231,29.8137,,644.95,0.4231,300.72,0.7596,2.448,5.0915,24.55,2.521,,4.042,56.15,3.55,,0.6901
22-Jan-75,0.7503,16.57,,35.02,,,,,,,,,,,,,,,,,,,1.0077,5.5535,2.3362,0.7416,4.3047,3.526,0.4183,29.5864,,640.95,0.4183,300.07,0.759,2.4295,5.0485,24.51,2.4925,,4.04,56.13,3.55,,0.6837
23-Jan-75,0.7487,16.63,,35.04,,,,,,,,,,,,,,,,,,,1.0061,5.5575,2.3275,0.7404,4.2987,3.511,0.42,30.0258,,639.65,0.42,299.27,0.7561,2.429,5.0465,24.42,2.502,,4.019,56.14,3.55,,0.6893
24-Jan-75,0.7478,16.5,,34.84,,,,,,,,,,,,,,,,,,,1.0052,5.5385,2.324,0.7384,4.2987,3.501,0.4196,29.8965,,636.6,0.4196,295,0.7564,2.416,5.006,24.27,2.465,,3.996,56.13,3.55,,0.6798
27-Jan-75,0.7462,16.38,,34.46,,,,,,,,,,,,,,,,,,,1.0044,5.485,2.296,0.7324,4.2637,3.481,0.4168,29.722,,635.1,0.4168,295.55,0.7564,2.398,4.956,24.16,2.4402,,3.9465,56.1,3.55,,0.6784
28-Jan-75,0.7419,16.49,,34.61,,,,,,,,,,,,,,,,,,,1.0038,5.5055,2.3122,0.7357,4.2887,3.466,0.4197,30.008,,635.1,0.4197,297.35,0.7509,2.411,4.99,24.06,2.4662,,3.9655,56.05,3.55,,0.6852
29-Jan-75,0.7452,16.63,,35.02,,,,,,,,,,,,,,,,,,,1.0038,5.5762,2.3382,0.7429,4.3225,3.491,0.4218,30.1756,,642.27,0.4218,297.27,0.7536,2.437,5.0725,24.21,2.495,,3.9445,56.2,3.55,,0.6786
30-Jan-75,0.7469,16.57,,34.96,,,,,,,,,,,,,,,,,,,1.002,5.5525,2.3365,0.7418,4.3212,3.506,0.421,30.1962,,639.45,0.421,297.82,0.7536,2.431,5.0455,24.43,2.4912,,4.0025,56.16,3.55,,0.6809
31-Jan-75,0.7472,16.63,,35.01,,,,,,,,,,,,,,,,,,,1.0007,5.57,2.338,0.7423,4.3223,3.496,0.42,29.8872,,639.6,0.42,297.85,0.7553,2.43,5.0475,24.43,2.4945,,4.0024,56.23,3.55,,0.68
03-Feb-75,0.7464,16.69,,35.16,,,,,,,,,,,,,,,,,,,1.0003,5.5775,2.3545,0.745,4.335,3.508,0.4211,29.9739,,640,0.4211,297.45,0.7553,2.438,5.04,24.25,2.5275,,4.0105,56.14,3.55,,0.6854
04-Feb-75,0.7475,16.9,,35.5,,,,,,,,,,,,,,,,,,,1.0012,5.6537,2.3825,0.7518,4.3574,3.518,0.4221,30.1147,,646,0.4221,297.02,0.7553,2.458,5.097,24.7,2.5502,,4.065,56.4,3.55,,0.6791
05-Feb-75,0.748,16.93,,35.46,,,,,,,,,,,,,,,,,,,1.0015,5.6475,2.3792,0.7513,4.3587,3.518,0.422,29.8903,,645.55,0.422,297.17,0.7553,2.4547,5.092,24.68,2.54,,4.0642,56.42,3.55,,0.6797
06-Feb-75,0.7478,16.77,,35.35,,,,,,,,,,,,,,,,,,,1.0006,5.6295,2.3665,0.7495,4.36,3.518,0.4223,29.9094,,645.35,0.4223,296.4,0.7553,2.4515,5.0825,24.77,2.532,,4.045,56.53,3.55,,0.6794
07-Feb-75,0.7465,16.75,,35.26,,,,,,,,,,,,,,,,,,,1,5.621,2.359,0.7477,4.3487,3.516,0.4213,29.8301,,644.75,0.4213,295.3,0.7564,2.444,5.071,24.64,2.519,,4.027,56.49,3.55,,0.6793
10-Feb-75,0.7454,16.6,,35,,,,,,,,,,,,,,,,,,,0.9985,5.5525,2.3432,0.7441,4.3429,3.511,0.4192,29.738,,642.7,0.4192,292.22,0.7564,2.4265,5.0565,24.6,2.503,,3.995,56.4,3.55,,0.6787
11-Feb-75,0.7418,16.6,,34.97,,,,,,,,,,,,,,,,,,,0.9955,5.5695,2.3492,0.7438,4.3207,3.501,0.4197,29.8826,,641.85,0.4197,291.5,0.7513,2.4275,5.0415,24.6,2.5025,,4.004,56.35,3.55,,0.6802
12-Feb-75,0.7417,16.61,,34.97,,,,,,,,,,,,,,,,,,,0.9987,5.5675,2.3375,0.7427,4.3212,3.566,0.4186,29.8734,,641.7,0.4186,292.4,0.7513,2.4267,5.025,24.53,2.5,,4.0025,56.38,3.55,,0.6778
13-Feb-75,0.7416,16.47,,34.76,,,,,,,,,,,,,,,,,,,0.9979,5.5425,2.3225,0.7383,4.2875,3.491,0.4184,29.88,,639.25,0.4184,294.7,0.7513,2.417,5.0015,24.43,2.4725,,3.985,56.32,3.55,,0.6796
14-Feb-75,0.7408,16.47,,34.9,,,,,,,,,,,,,,,,,,,0.9981,5.55,2.325,0.7382,4.285,3.481,0.4183,29.8771,,637.37,0.4183,293.02,0.7508,2.418,5,24.3,2.4687,,3.9705,56.15,3.55,,0.6808
17-Feb-75,0.741,16.48,,34.66,,,,,,,,,,,,,,,,,,,0.9976,5.5175,2.3177,0.7361,4.2712,3.481,0.4179,29.861,,636.55,0.4179,292.94,0.7508,2.405,4.9925,24.3,2.4645,,3.966,56.14,3.55,,0.6802
18-Feb-75,0.7409,16.47,,34.67,,,,,,,,,,,,,,,,,,,0.9966,5.5175,2.3182,0.7366,4.2795,3.481,0.4178,29.9187,,637.55,0.4178,293.22,0.7505,2.403,5.0005,24.32,2.471,,3.968,56.2,3.55,,0.6801
19-Feb-75,0.7406,16.52,,34.73,,,,,,,,,,,,,,,,,,,0.9979,5.5275,2.3285,0.7375,4.2777,3.471,0.4171,29.4514,,637.1,0.4171,291.6,0.7502,2.399,4.999,24.25,2.4795,,3.977,56.13,3.55,,0.6796
20-Feb-75,0.7395,16.33,,34.62,,,,,,,,,,,,,,,,,,,0.998,5.5125,2.305,0.7336,4.2575,3.486,0.4165,29.8672,,637,0.4165,291.22,0.7491,2.3887,4.9745,24.38,2.45,,3.9425,56.15,3.55,,0.6786
21-Feb-75,0.7383,16.38,,34.6,,,,,,,,,,,,,,,,,,,0.9996,5.4975,2.3092,0.7331,4.248,3.476,0.4162,29.8998,,634.25,0.4162,289.4,0.7479,2.3872,4.965,24.21,2.446,,3.9485,56.05,3.55,,0.675
24-Feb-75,0.7368,16.3,,34.28,,,,,,,,,,,,,,,,,,,0.9998,5.465,2.292,0.7282,4.2037,3.476,0.4128,29.606,,632.7,0.4128,285.6,0.7471,2.3715,4.94,24.23,2.427,,3.9187,55.99,3.55,,0.6736
25-Feb-75,0.7317,16.33,,34.33,,,,,,,,,,,,,,,,,,,1.0028,5.44,2.3095,0.7304,4.2162,3.466,0.4138,29.9757,,632.65,0.4138,286.25,0.7435,2.3737,4.937,23.99,2.427,,3.9255,55.83,3.55,,0.6752
26-Feb-75,0.7338,16.29,,34.09,,,,,,,,,,,,,,,,,,,1.0047,5.42,2.2865,0.7256,4.188,3.471,0.4125,29.8815,,629.6,0.4125,285.5,0.7435,2.358,4.909,24.02,2.4095,,3.9125,55.88,3.55,,0.6714
27-Feb-75,0.732,16.22,,33.94,,,,,,,,,,,,,,,,,,,1.0021,5.3764,2.2855,0.7225,4.1462,3.461,0.4119,29.8422,,627.35,0.4119,285.85,0.7432,2.341,4.9,23.9,2.398,,3.9,55.63,3.55,,0.6718
28-Feb-75,0.7317,16.19,,34,,,,,,,,,,,,,,,,,,,1.0021,5.4125,2.2767,0.7222,4.1625,3.461,0.4117,29.8771,,627.5,0.4117,286.35,0.7416,2.342,4.8975,23.92,2.4025,,3.8875,55.6,3.55,,0.6715
03-Mar-75,0.7319,16.17,,33.91,,,,,,,,,,,,,,,,,,,1.0015,5.387,2.2772,0.7214,4.154,3.456,0.4111,29.8911,,626.65,0.4111,285.3,0.7413,2.336,4.867,23.86,2.399,,3.8615,55.49,3.475,,0.6705
04-Mar-75,0.7306,16.26,,34.07,,,,,,,,,,,,,,,,,,,1.0024,5.4165,2.2947,0.7253,4.1715,3.456,0.4116,29.9604,,629.35,0.4116,284.5,0.7413,2.353,4.895,23.87,2.442,,3.888,55.55,3.475,,0.6713
05-Mar-75,0.7309,16.28,,34.02,,,,,,,,,,,,,,,,,,,1.0025,5.4175,2.2907,0.7246,4.1625,3.476,0.4109,29.8478,,630.1,0.4109,285.05,0.7418,2.3435,4.877,24.09,2.4355,,3.8945,55.65,3.475,,0.6688
06-Mar-75,0.7312,16.28,,34.15,,,,,,,,,,,,,,,,,,,1.0016,5.42,2.3055,0.7276,4.185,3.466,0.4119,29.9142,,630.75,0.4119,285.72,0.7407,2.3625,4.8845,23.99,2.444,,3.888,55.6,3.475,,0.6718
07-Mar-75,0.7323,16.5,,34.47,,,,,,,,,,,,,,,,,,,1.0008,5.475,2.33,0.7345,4.225,3.476,0.4153,30.1674,,636.5,0.4153,286.25,0.7424,2.389,4.945,24.07,2.4785,,3.9425,55.75,3.475,,0.6759
10-Mar-75,0.7366,16.47,,34.49,,,,,,,,,,,,,,,,,,,0.9997,5.5025,2.3227,0.7341,4.23,3.511,0.4156,29.9855,,635.9,0.4156,286.15,0.7454,2.384,4.9505,24.38,2.4745,,3.9385,56.02,3.475,,0.6694
11-Mar-75,0.7355,16.36,,34.22,,,,,,,,,,,,,,,,,,,0.9974,5.4175,2.304,0.7289,4.1887,3.506,0.4129,29.8031,,633.15,0.4129,286.1,0.746,2.365,4.897,24.38,2.4665,,3.9125,55.91,3.475,,0.6686
12-Mar-75,0.7336,16.43,,34.52,,,,,,,,,,,,,,,,,,,0.9997,5.45,2.328,0.7338,4.2265,3.486,0.4149,29.9267,,634.25,0.4149,287.42,0.746,2.3765,4.935,24.38,2.4891,,3.9425,55.76,3.475,,0.6739
13-Mar-75,0.7359,16.46,,34.49,,,,,,,,,,,,,,,,,,,0.9992,5.4505,2.3227,0.7329,4.2162,3.511,0.414,29.8846,,633.2,0.414,288.8,0.7468,2.375,4.9245,24.38,2.487,,3.942,55.89,3.455,,0.6703
14-Mar-75,0.7362,16.42,,34.35,,,,,,,,,,,,,,,,,,,1.0001,5.4375,2.3172,0.7309,4.195,3.511,0.4136,29.8752,,632.05,0.4136,287.95,0.7454,2.3725,4.9025,24.38,2.4865,,3.9325,55.86,3.475,,0.6704
17-Mar-75,0.7355,16.42,,34.32,,,,,,,,,,,,,,,,,,,0.9997,5.4155,2.3172,0.7306,4.1937,3.506,0.4134,29.8863,,630.97,0.4134,286.3,0.7449,2.3745,4.922,24.29,2.4877,,3.931,55.84,3.475,,0.6715
18-Mar-75,0.734,16.36,,34.22,,,,,,,,,,,,,,,,,,,0.9998,5.4145,2.3077,0.7278,4.1807,3.506,0.4123,29.7813,,627.75,0.4123,286.9,0.7446,2.359,4.898,24.24,2.469,,3.9095,55.75,3.475,,0.6697
19-Mar-75,0.7334,16.34,,34.13,,,,,,,,,,,,,,,,,,,1.001,5.388,2.299,0.7259,4.174,3.501,0.4117,29.7124,,626.65,0.4117,288.2,0.7432,2.35,4.895,24.16,2.461,,3.899,55.65,3.475,,0.6708
20-Mar-75,0.7341,16.47,,34.17,,,,,,,,,,,,,,,,,,,0.9997,5.3402,2.3097,0.7284,4.188,3.506,0.4125,29.7672,,628.05,0.4125,287.1,0.7435,2.3612,4.8925,24.22,2.476,,3.9085,55.71,3.475,,0.67
21-Mar-75,0.7341,16.47,,34.32,,,,,,,,,,,,,,,,,,,0.9999,5.4285,2.3202,0.7307,4.1987,3.511,0.4131,29.8155,,629.12,0.4131,287.25,0.7435,2.3707,4.901,24.26,2.4905,,3.92,55.73,3.475,,0.671
24-Mar-75,0.7347,16.56,,34.41,,,,,,,,,,,,,,,,,,,0.9997,5.4185,2.3297,0.7327,4.2085,3.516,0.4137,29.9118,,629.35,0.4137,287.85,0.7435,2.3792,4.902,24.29,2.505,,3.927,55.86,3.475,,0.6706
25-Mar-75,0.7376,16.55,,34.52,,,,,,,,,,,,,,,,,,,0.9984,5.4328,2.3312,0.7336,4.2037,3.531,0.414,29.9481,,630.7,0.414,289.92,0.7463,2.387,4.908,24.43,2.5075,,3.926,55.95,3.475,,0.6696
26-Mar-75,0.7387,16.58,,34.66,,,,,,,,,,,,,,,,,,,0.9985,5.44,2.339,0.7353,4.2175,3.531,0.4145,29.9696,,631,0.4145,290.32,0.7463,2.3912,4.9102,24.37,2.5205,,3.934,56.01,3.475,,0.6705
27-Mar-75,0.7387,16.68,,34.77,,,,,,,,,,,,,,,,,,,0.997,5.4477,2.3447,0.7374,4.225,3.536,0.4162,30.1123,,633.25,0.4162,292.1,0.7474,2.4017,4.925,24.37,2.5375,,3.9475,56.09,3.475,,0.6732
01-Apr-75,0.7415,16.6,,34.71,,,,,,,,,,,,,,,,,,,0.9975,5.4595,2.3382,0.7351,4.203,3.541,0.4153,30.0667,,631.45,0.4153,290.87,0.7491,2.3905,4.946,24.45,2.5187,,3.93,56.09,3.475,,0.6697
02-Apr-75,0.7393,16.58,,34.67,,,,,,,,,,,,,,,,,,,0.9981,5.4415,2.3427,0.7349,4.1985,3.531,0.4153,30.1734,,629.6,0.4153,291.4,0.7485,2.392,4.9115,24.37,2.532,,3.9235,56.01,3.475,,0.6717
03-Apr-75,0.7398,16.68,,34.78,,,,,,,,,,,,,,,,,,,0.9967,5.46,2.353,0.7375,4.2105,3.536,0.4163,30.046,,631.95,0.4163,292.1,0.7485,2.3975,4.92,24.46,2.5385,,3.9415,56.13,3.475,,0.6734
04-Apr-75,0.7413,16.82,,35.13,,,,,,,,,,,,,,,,,,,0.9961,5.4675,2.3795,0.7432,4.2357,3.546,0.4183,30.19,,634.15,0.4183,292.22,0.7485,2.4212,4.94,24.56,2.5615,,3.968,56.22,3.475,,0.6822
07-Apr-75,0.7409,16.78,,35.14,,,,,,,,,,,,,,,,,,,0.9951,5.4685,2.3737,0.7428,4.2345,3.556,0.4202,30.3975,,633.95,0.4202,291.72,0.7524,2.4227,4.96,24.63,2.5495,,3.967,56.32,3.475,,0.6811
08-Apr-75,0.7435,16.73,,35.1,,,,,,,,,,,,,,,,,,,0.9924,5.4935,2.3632,0.7405,4.2162,3.556,0.4199,30.2311,,633.15,0.4199,291.75,0.7539,2.4127,4.9535,24.64,2.5465,,3.9685,56.33,3.475,,0.6791
09-Apr-75,0.7429,16.74,,35.1,,,,,,,,,,,,,,,,,,,0.9942,5.5117,2.3693,0.7409,4.2137,3.546,0.4205,30.1881,,632.75,0.4205,291.67,0.7527,2.4162,4.9475,24.63,2.5545,,3.9615,56.22,3.475,,0.6815
10-Apr-75,0.7433,16.91,,35.38,,,,,,,,,,,,,,,,,,,0.9932,5.435,2.387,0.7457,4.238,3.566,0.4232,30.4001,,635.75,0.4232,291.72,0.7536,2.4345,4.9805,24.75,2.5735,,3.9955,56.33,3.475,,0.6823
11-Apr-75,0.7447,16.88,,35.33,,,,,,,,,,,,,,,,,,,0.9921,5.5625,2.3847,0.7449,4.2325,3.571,0.4227,30.2888,,634.9,0.4227,290.9,0.7559,2.4297,4.9825,24.8,2.5695,,3.9855,56.38,3.475,,0.6794
14-Apr-75,0.7442,16.96,,35.52,,,,,,,,,,,,,,,,,,,0.9907,5.5425,2.3962,0.7471,4.2175,3.576,0.4243,30.3958,,636.95,0.4243,291.12,0.7547,2.4482,5.047,24.89,2.5792,,4.0095,56.48,3.475,,0.6805
15-Apr-75,0.7507,16.93,,35.31,,,,,,,,,,,,,,,,,,,0.9891,5.58,2.3877,0.7444,4.1987,3.581,0.4227,30.2744,,635.35,0.4227,290.97,0.7561,2.433,5.001,24.88,2.5685,,3.9885,56.44,3.475,,0.6779
16-Apr-75,0.7442,16.9,,35.27,,,,,,,,,,,,,,,,,,,0.9894,5.5525,2.384,0.7436,4.1965,3.576,0.4226,30.2334,,634.65,0.4226,291.25,0.7556,2.4322,5.004,24.84,2.5652,,3.982,56.42,3.475,,0.6785
17-Apr-75,0.7442,16.86,,35.27,,,,,,,,,,,,,,,,,,,0.9852,5.5575,2.383,0.7433,4.198,3.566,0.4224,30.236,,634.55,0.4224,291.52,0.7559,2.4287,5.0015,24.79,2.5695,,3.9825,56.42,3.475,,0.6796
18-Apr-75,0.7436,16.86,,35.22,,,,,,,,,,,,,,,,,,,0.9834,5.5485,2.3825,0.743,4.1975,3.561,0.4211,30.1737,,634.2,0.4211,291.7,0.7539,2.4302,5.003,24.75,2.567,,3.983,56.35,3.475,,0.6775
21-Apr-75,0.7437,16.89,,35.28,,,,,,,,,,,,,,,,,,,0.9857,5.5475,2.3877,0.7441,4.198,3.566,0.4233,30.4232,,635,0.4233,292.67,0.7536,2.4335,5.0135,24.81,2.5675,,3.9885,56.43,3.475,,0.6803
